Project,County,"System Name /
Borrower",Description,Pop .,Project Cost,Score,"Cumulative
Total"
16069,Suffolk,"RIVERHEAD WD /
Riverhead ( T )","Construction of Replacement Production Well , Upgrade Water
Treatment Plant , Upgrade Ground Water Source","28,000","$2,754,000.00",50,"$6,382,881,188.00"
18882,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk Co. Water Authority","Connection of private wells to public water system in Manorville in the
Town of Riverhead ,","1,009,264","$9,494,261.00",45,"$6,392,375,449.00"
18878,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk County Water
Authority","Manorville Extension . , Extend Distribution System","1,009,264","$6,754,231.00",45,"$6,399,129,680.00"
18972,Suffolk,"RIVERHEAD WD /
Riverhead ( T )","WD Extension # 95 - Calverton , Extend Distribution System , Extend
Water District","28,000","$3,055,850.00",45,"$6,402,185,530.00"
18971,Suffolk,"RIVERHEAD WD /
Riverhead ( T )","WD Extensions - Calverton & Manorville ( Ext # 94 ) , Extend
Distribution System , Extend Water District","28,000","$12,877,000.00",45,"$6,415,062,530.00"
18742,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk County Water
Authority","Reservoir Avenue Well Field New AOP , Upgrade Water Treatment
Plant","1,009,264","$1,500,000.00",40,"$6,416,562,530.00"
18728,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk County Water
Authority","Third Ave Well # 3 AOP treatment , Upgrade Water Treatment Plant","1,009,264","$1,500,000.00",40,"$6,418,062,530.00"
19000,Suffolk,"GREENLAWN WD /
Greenlawn WD","Well No. 8 - AOP treatment for 1,4 - dioxane removal , Upgrade Water
Treatment Plant","42,000","$5,384,000.00",40,"$6,423,446,530.00"
19029,Suffolk,"SOUTH HUNTINGTON WD
/ South Huntington WD","Plant No. 4 AOP / GAC treatment for 1,4 - Dioxane and PFOA / PFOS
removal , Upgrade Water Treatment Plant","81,760","$7,236,150.00",40,"$6,430,682,680.00"
19001,Suffolk,"DIX HILLS WD / Dix Hills
WD","Plant No. 8 - AOP treatment for 1,4 - dioxane removal , Upgrade Water
Treatment Plant","34,522","$5,017,750.00",40,"$6,435,700,430.00"
18518,Suffolk,"HAMPTON BAYS WD /
Town of Southampton","Construction of an interconnection between Hampton Bay WD and
SCWA , Upgrade Distribution System , New Inter - Connection","12,500","$1,032,000.00",40,"$6,436,732,430.00"
18880,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
SCWA","North Fork Transmission Main - Southold , Extend Distribution System","1,009,264","$27,489,708.00",25,"$6,464,222,138.00"
19160,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
SCWA","Replacement of Well No. 1A at the Adams Avenue Well Field . ,
Upgrade Ground Water Source","1,009,264","$1,200,000.00",25,"$6,465,422,138.00"
19144,Suffolk,"WEST NECK WATER
SUPPLY / Shelter Island ( T )","New Ground Water Source , Upgrade Distribution System",100,"$2,250,928.00",25,"$6,467,673,066.00"
18798,Suffolk,"HAMPTON BAYS WD /
Hampton Bays WD","Iron and Manganese removal at Plant No. 4. , Upgrade Water
Treatment Plant","12,500","$3,600,000.00",25,"$6,471,273,066.00"
19002,Suffolk,"DIX HILLS WD / Dix Hills
WD","Rehabilitation at Plant No. 3 including replacement of well pumps and
chemical system , Upgrade Water Treatment Plant","34,522","$4,634,000.00",20,"$6,475,907,066.00"
19090,Suffolk,"HAMPTON BAYS WD /
Hampton Bays WD","Shinnecock Bay and Canal Transmission Main Crossings , Upgrade
Transmission","12,500","$4,540,000.00",20,"$6,480,447,066.00"
18881,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk Co. Water Authority","Construction of 2 - MG storage tank at Town Line Road well field . , New
Storage","1,009,264","$4,678,000.00",15,"$6,485,125,066.00"
18402,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk Co. Water Authority","Construction of new replacement well no . 2A at the Brook Ave well
field . , New Ground Water Source","1,009,264","$794,426.00",15,"$6,485,919,492.00"
19275,Suffolk,"RIVERHEAD WD /
Riverhead ( T )","New Ground Storage Tank at East Wind Drive , New Storage","28,000","$7,427,500.00",15,"$6,493,346,992.00"
18802,Suffolk,"ST JAMES WD / Smithtown
( T )","Replace asbestos cement water main on lake avenue . , Upgrade
Distribution System","10,587","$2,372,000.00",15,"$6,495,718,992.00"
18400,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk Co. Water Authority","Construction of new replacement well no . 4A at Blue Point Road . ,
New Ground Water Source","1,009,264","$794,426.00",15,"$6,496,513,418.00"
19142,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
SCWA","Replacement of Well No. 3A at the Oval Drive Well Field . , Upgrade
Ground Water Source","1,009,264","$1,200,000.00",15,"$6,497,713,418.00"
19139,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
SCWA","Replacement of Well No. 2A at the Oval Drive Well Field . , Upgrade
Ground Water Source","1,009,264","$1,200,000.00",15,"$6,498,913,418.00"
19135,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
SCWA","Replacement of Aging Production Well No. 1A at the Falcon Drive
Well Field , Upgrade Ground Water Source","1,009,264","$1,200,000.00",15,"$6,500,113,418.00"
18591,Suffolk,"SALTAIRE WATER
DISTRICT / Saltaire ( V )","Replace approximately 9,800 linear feet of water main . , Upgrade
Distribution System","2,000","$6,234,000.00",15,"$6,506,347,418.00"
19034,Suffolk,"RIVERHEAD WD /
Riverhead ( T )","Old Country Road Tank Rehabilitation , Upgrade Storage","28,000","$3,645,500.00",15,"$6,509,992,918.00"
18398,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
Suffolk Co. Water Authority",Upgrade Distribution System,"1,009,264","$2,897,841.00",10,"$6,512,890,759.00"
19148,Suffolk,"SUFFOLK COUNTY
WATER AUTHORITY /
SCWA","Replacement of 10,000 feet of water main . , New Distribution System","1,009,264","$3,427,390.00",10,"$6,516,318,149.00"
15856,Suffolk,"DIX HILLS WD / Huntington
( T )","Double containment - above ground caustic soda tanks - plants # 1 , 4 ,
6 , 7 , 8 , 9 , 10 , Upgrade Ground Water Source","34,522","$411,600.00",10,"$6,516,729,749.00"
18462,Suffolk,"GREENLAWN WD /
Greenlawn Water District","Distribution Main Replacement , Upgrade Distribution System","42,000","$2,077,675.00",10,"$6,518,807,424.00"
17560,Sullivan,"THE CALLICOON WATER
COMPANY INC / Delaware ( T )","Upgrade Water Treatment Plant , Upgrade Ground Water Source",854,$0.00,1180,"$6,518,807,424.00"
19266,Sullivan,"WOODRIDGE VILLAGE /
Woodridge ( V )","Installation of storage tank , new membrane filter , rehab lagoon ,
Upgrade Water Treatment Plant , New Storage , Upgrade Distribution
System",902,"$16,200,000.00",70,"$6,535,007,424.00"
18089,Sullivan,"MELODY LAKE ACRES /
Thompson ( T )",Upgrade Distribution System,150,"$2,510,000.00",65,"$6,537,517,424.00"
18835,Sullivan,"NARROWSBURG WD /
Tusten ( T )","System - wide Infrastructure Upgrades . , Upgrade Storage , Upgrade
Distribution System",550,"$4,635,000.00",60,"$6,542,152,424.00"
18797,Sullivan,"MELODY LAKE ACRES /
Thompson ( T )","Well No. 1 Upgrades and Replace storage tank , chlorination and
corrosion control systems . , Upgrade Water Treatment Plant",150,"$725,000.00",60,"$6,542,877,424.00"
18284,Sullivan,"STEVENSVILLE WD /
Liberty ( T )","Upgrade Ground Water Source , New Storage , Upgrade Distribution
System","1,200","$230,000.00",50,"$6,543,107,424.00"
18827,Sullivan,"WHITE SULPHUR
SPRINGS WD / Liberty ( T )","Upgrade Ground Water Source , Upgrade Distribution System",500,"$857,681.00",45,"$6,543,965,105.00"
18788,Sullivan,"FALLSBURG WHO - LS - SF /
Fallsburg ( T )","Replacement of Hurleyville Well No. 2. , New Ground Water Source","8,355","$289,594.00",45,"$6,544,254,699.00"
18753,Sullivan,"FALLSBURG WHO - LS - SF /
Town of Fallsburg","Hurleyville Water District new well to replace Well # 2 , New Ground
Water Source","8,355","$289,594.00",40,"$6,544,544,292.00"
18042,Sullivan,"LIBERTY VILLAGE / Liberty
( )",New Storage,"4,800","$975,000.00",40,"$6,545,519,292.00"
18838,Sullivan,"FALLSBURG WHO - LS - SF /
Fallsburg ( T )","Water main replacement - NYS Route 42 and County Hwy 53. ,
Upgrade Distribution System","8,355","$2,413,538.00",35,"$6,547,932,830.00"
18526,Sullivan,"JEFFERSONVILLE
VILLAGE / Village of
Jeffersonville","New Transmission , New Storage , Upgrade Distribution System",554,"$4,552,976.00",35,"$6,552,485,806.00"
18885,Sullivan,"YOUNGSVILLE WD /
Callicoon ( T )","Replace 125,000 - gal storage tank , New Storage",400,"$1,029,485.00",30,"$6,553,515,291.00"
18191,Sullivan,"WURTSBORO VILLAGE
WATER SUPPLY /
Wurtsboro ( V )","Replace water main and storage tank , Upgrade Storage , Upgrade
Distribution System","1,060","$1,746,000.00",30,"$6,555,261,291.00"
18618,Tioga,"CANDOR VILLAGE WATER
DEPT . / Candor ( V )","Source , treatment and distribution improvements . , Upgrade Ground
Water Source , Upgrade Pump Station , Upgrade Distribution System","1,020",$0.00,70,"$6,555,261,291.00"
18026,Tioga,"CANDOR VILLAGE WATER
DEPT . / Candor ( V )","Upgrade Storage , Upgrade Distribution System","1,020","$3,047,237.00",45,"$6,558,308,528.00"
18613,Tioga,"OWEGO W D NO 2 /
Owego ( T )","Crestview Well House and Rt 434 Transmission Main Improvements . ,
New Ground Water Source , Upgrade Transmission","2,754","$1,712,111.00",20,"$6,560,020,639.00"
19186,Tompkins,"TRUMANSBURG VILLAGE
/ Trumansburg ( V )","Village - Wide Storage , Treatment , and Pump Station Upgrades ,
Upgrade Water Treatment Plant , Upgrade Storage , Upgrade Pump
Station","2,300","$3,884,000.00",45,"$6,563,904,639.00"
18839,Tompkins,"NEWFIELD WDS / Newfield
( T )","Phase 1 - Replacement of aged and undersized asbestos water main
along Main Street & New GW Source , New Ground Water Source ,
Upgrade Distribution System","2,300","$6,401,698.00",35,"$6,570,306,337.00"
18836,Tompkins,DRYDEN WD / Dryden ( T ),"Route 366 / Hamlet of Varna Water Main Replacement . , Upgrade
Distribution System",725,"$3,588,518.00",35,"$6,573,894,855.00"
18073,Tompkins,"WEST DANBY WD /
Danbury ( T )",New Storage,265,"$384,600.00",20,"$6,574,279,455.00"
18660,Ulster,"ELLENVILLE ( VILLAGE )
WATER DIS / Ellenville ( V )","Phase 2 of # 15003 - New Well - replace GWUDI wells & other
Improvements , New Ground Water Source , Upgrade Storage ,
Upgrade Distribution System","4,323","$2,800,000.00",2215,"$6,577,079,455.00"
18700,Ulster,"ROSENDALE WATER
DISTRICT / Rosendale ( T )","Phase 2 of project 18111. Cost overrun . , Upgrade Surface Water
Treatment Rule Compliance Facility , New Ground Water Source ,
Upgrade Storage , Upgrade Distribution System","2,200","$2,070,000.00",2150,"$6,579,149,455.00"
15616,Ulster,"PORT EWEN WATER
DISTRICT / Esopus ( T )",New Storage,"4,800",$0.00,55,"$6,579,149,455.00"
18058,Ulster,"KINGSTON ( CITY ) WATER
DISTRICT / City of Kingston
Water Dep .","Replacement of Mink Hollow Raw Water Intake , Upgrade Other
Expenses , Upgrade Other ( OT )","24,000",$0.00,50,"$6,579,149,455.00"
18507,Ulster,"KINGSTON ( CITY ) WATER
DISTRICT / Kingston ( C )","Phase 2 transmission main and SCADA rehabilitation , Upgrade
Transmission , Upgrade Distribution System","24,000",$0.00,45,"$6,579,149,455.00"
18779,Ulster,"KINGSTON ( CITY ) WATER
DISTRICT / Kingston ( C )","Cooper Lake Dam / Reservoir rehabilitation , Upgrade Other Expenses ,
Upgrade Transmission , Upgrade Storage , Upgrade Other ( OT )","24,000","$17,944,465.00",40,"$6,597,093,920.00"
18999,Ulster,"NEW PALTZ ( VILLAGE )
WATER DIST / New Paltz
( )","Phase 2 Water System Upgrades , Upgrade Distribution System","5,600","$2,841,300.00",35,"$6,599,935,220.00"
18744,Ulster,"PORT EWEN WATER
DISTRICT / Esopus ( T )","Port Ewen WD upgrades to water treatment pland and distribution
system infrastructure , Upgrade Water Treatment Plant , Upgrade
Distribution System","4,800",$0.00,30,"$6,599,935,220.00"
18037,Ulster,"MARLBOROUGH WATER
DISTRICT / ( T ) Marlborough","New Ground Water Source , New Transmission , New Storage , Upgrade
Distribution System","3,248","$16,879,640.00",30,"$6,616,814,860.00"
18776,Ulster,"ULSTER WATER DISTRICT
/ Ulster ( T )","Replacement of existing 4.8 MG storage tank with a 3.0 MG storage
tank . , Upgrade Storage","5,500","$3,631,000.00",25,"$6,620,445,860.00"
19037,Ulster,"ULSTER WATER DISTRICT
/ Ulster ( T )","0.45 MG Storage Tank Replacement , Upgrade Storage","5,500","$1,876,660.00",25,"$6,622,322,520.00"
19279,Ulster,"PORT EWEN WATER
DISTRICT / Esopus ( T )","Emergency interconnection infrastructure , WTP electrical updates ,
Water Main Replacement , Upgrade Water Treatment Plant , Upgrade
Distribution System , New Inter - Connection","4,800","$3,022,000.00",20,"$6,625,344,520.00"
19265,Ulster,"HIGHLAND WATER
DISTRICT / Lloyd ( T )","Upgrades to filter equipment , pumps , etc at filtration plant , Upgrade
Water Treatment Plant","4,000","$8,837,400.00",20,"$6,634,181,920.00"
18119,Ulster,"HERITAGE ESTATES WT
CO / Heritage Estates
Homeowners",Upgrade Storage,80,"$25,000.00",15,"$6,634,206,920.00"
19169,Ulster,"WALLKILL WATER
DISTRICT / Shawangunk
( T )","New GW Source , Disinfection , and Distribution for Wallkill Water
district . , New Ground Water Source , New Distribution System","1,680","$1,699,500.00",15,"$6,635,906,420.00"
18751,Warren,"NORTH CREEK WATER
DISTRICT / Johnsburg ( T )","New Storage tank to replace South Tank and Distribution System
Upgrades . , New Storage , Upgrade Pump Station , Upgrade Distribution System","1,000",$0.00,60,"$6,635,906,420.00"
19262,Warren,"CHESTERTOWN WATER
DISTRICT / Chester ( T )","New well , upgrade distribution system , replace AC pipe , WST
upgrades . , New Ground Water Source , Upgrade Storage , Upgrade
Distribution System","1,300","$16,050,490.00",50,"$6,651,956,910.00"
18593,Warren,"WARRENSBURG WATER
DISTRICT / Warrensburg
( T )","Replacement of the water storage tank transmission main . , New
Transmission","3,600","$1,241,750.00",35,"$6,653,198,660.00"
18975,Warren,"GLENS FALLS CITY / Glens
Falls ( C )","Water Filtration Plant filter repairs . , Upgrade Water Treatment Plant","13,000","$1,864,650.00",35,"$6,655,063,310.00"
18431,Warren,"LAKE LUZERNE WATER
DISTRICT / Lake Luzerne
( T )","Rehabilitate existiting water storage tank and replace water mains . ,
Upgrade Storage , Upgrade Distribution System","3,250","$2,573,000.00",30,"$6,657,636,310.00"
19263,Warren,"BOLTON WATER DISTRICT
/ Bolton ( T )","Phase II Water System Improvements . , Upgrade Other Expenses ,
Upgrade Storage , Upgrade Distribution System , Upgrade Other ( OT )","1,800","$3,670,920.00",30,"$6,661,307,230.00"
18427,Warren,"POTTERSVILLE WATER
DISTRICT / Chester ( T )",Upgrade Ground Water Source,325,"$521,230.00",25,"$6,661,828,460.00"
18837,Warren,"QUEENSBURY WATER
DISTRICT / Queensbury ( T )","Ridge Road Water Main Improvements . , Upgrade Distribution System","21,200","$1,415,000.00",10,"$6,663,243,460.00"
18426,Warren,"GLENS FALLS CITY / Glens
Falls ( C )",Upgrade Distribution System,"13,000","$3,370,950.00",10,"$6,666,614,410.00"
18575,Washington,"GREENWICH VILLAGE /
Greenwich ( V )","Mn Treatment , Replace Existing Wells , Replace Transm Main , Water
Metering . , Upgrade Water Treatment Plant , New Ground Water
Source , Upgrade Transmission , Upgrade Distribution System","2,000",$0.00,1105,"$6,666,614,410.00"
18877,Washington,"NORTH GRANVILLE WD
# 1 Granville ( T )","Source development and disribution improvements for the North
Granville WD . , Upgrade Ground Water Source , Upgrade Distribution
System",800,"$2,825,625.00",70,"$6,669,440,035.00"
18458,Washington,"FORT EDWARD VILLAGE /
Fort Edward ( V )","Hill Storage Tank Replacement and Upgrade PS and Distribution . ,
New Storage , Upgrade Pump Station , Upgrade Distribution System","3,150",$0.00,45,"$6,669,440,035.00"
19035,Washington,"FORT ANN WATER
SUPPLY / Fort Ann ( V )","Halfway Brook Transmission Main Replacement , Upgrade
Transmission",530,"$313,120.00",40,"$6,669,753,155.00"
18977,Washington,"WHITEHALL VILLAGE /
Whitehall ( V )","Replace old water distribution system . , Upgrade Distribution System","2,800","$5,145,000.00",35,"$6,674,898,155.00"
18553,Washington,"HUDSON FALLS VILLAGE
( QUEENSBURY ) / Hudson
Falls ( V )","Replacement of Water Mains in School Street Neighbrhood . , Upgrade Distribution System","7,419","$787,950.00",30,"$6,675,686,105.00"
18970,Washington,"HUDSON FALLS VILLAGE
( QUEENSBURY ) / Hudson
Falls ( V )","WM Replacement on Beech , Willow , and Williams Streets . , Upgrade
Distribution System","7,419","$840,000.00",25,"$6,676,526,105.00"
18264,Wayne,"NEWARK VILLAGE /
Newark ( V )","Upgrade Water Treatment Plant , Upgrade Storage","9,682",$0.00,1105,"$6,676,526,105.00"
19215,Wayne,"NEWARK VILLAGE /
Newark ( V )","New 4.0 MG storage tank to replace Allerton Reservoir , New Storage","9,682","$6,164,550.00",80,"$6,682,690,655.00"
19232,Wayne,CLYDE VILLAGE / Clyde ( V ),"New vertical turbine pumps , new well houses , treatment
improvements , emergency backup power , Upgrade Water Treatment
Plant , Upgrade Ground Water Source","2,269","$1,499,000.00",55,"$6,684,189,655.00"
18070,Wayne,CLYDE VILLAGE / Clyde ( V ),Upgrade Transmission,"2,269","$357,900.00",45,"$6,684,547,555.00"
19211,Wayne,"WOLCOTT VILLAGE /
Wolcott ( V )","WTP rehab , Upgrade Water Treatment Plant","2,200","$8,240,000.00",45,"$6,692,787,555.00"
18177,Wayne,"ROSE - NORTH ROSE WD
/ Rose ( T )",Upgrade Ground Water Source,"1,950","$1,427,000.00",40,"$6,694,214,555.00"
18899,Wayne,"LYONS VILLAGE / Lyons
( T )","Replace approx . 23,000 - LF of water main and appurtenances . ,
Upgrade Distribution System","3,695","$14,332,625.00",35,"$6,708,547,180.00"
18925,Wayne,CLYDE VILLAGE / Clyde ( V ),"Main replacement on Glasgow St. , Upgrade Distribution System","2,269","$2,860,000.00",35,"$6,711,407,180.00"
19197,Wayne,"ROSE - NORTH ROSE WD
/ Rose ( T )","Catchpole well treatment - air stripper and scrubber , Upgrade Water
Treatment Plant","1,950","$2,141,780.00",30,"$6,713,548,960.00"
18902,Wayne,"MARION WD # 1 / Marion
( T )","Interconnections to improve water system efficiency . , Upgrade
Distribution System","2,616","$3,647,200.00",20,"$6,717,196,160.00"
18892,Wayne,"WCW & SA / Wayne County
W & SA","( T ) Macedon & ( T ) Marion Water Main Replacement . , Upgrade
Distribution System",500,"$4,037,000.00",20,"$6,721,233,160.00"
18891,Wayne,"WCW & SA / Wayne County
W & SA","East Side Water Main Extension . , Extend Distribution System",150,"$3,450,700.00",20,"$6,724,683,860.00"
19198,Wayne,"WILLIAMSON TOWN WD /
Williamson ( T )","Bennett St. Area Watermain Replacement , Upgrade Distribution
System","6,000","$3,090,000.00",20,"$6,727,773,860.00"
17488,Westchester,"WESTCHESTER JOINT
WATER WORKS / WJWW","Phase 1a of Project # 18654 and # 18269 . Construction of 30 MGD
filter plant . , New Surface Water Treatment Rule Compliance Facility","55,210","$55,000,000.00",125,"$6,782,773,860.00"
18269,Westchester,"WESTCHESTER JOINT
WATER WORKS / WJWW","Phase 2 of # 18654 & # 17488 , New Surface Water Treatment Rule
Compliance Facility","55,210","$83,000,000.00",125,"$6,865,773,860.00"
19105,Westchester,"MEADOWS AT CROSS
RIVER / Meadow
Water - Works Corp.","Removal of sodium chloride and PFAS from water system , Upgrade
Water Treatment Plant",630,"$952,750.00",70,"$6,866,726,610.00"
19058,Westchester,"THE FARMS WATER
DISTRICT / Bedford ( T )","Farms WD and Old Post WD New Source Development , New Ground
Water Source",300,"$1,401,750.00",65,"$6,868,128,360.00"
19049,Westchester,"KENSICO WATER
DISTRICT / Mount Pleasant
( T )","Kensico WD Storage Tank and Treatment Improvements , Upgrade
Storage , Upgrade Distribution System","17,452","$9,221,695.00",65,"$6,877,350,055.00"
18893,Westchester,"OAKRIDGE WATER
DISTRICT / Lewisboro ( T )","Addition of GAC for PFAS removal . , Upgrade Water Treatment Plant",892,"$2,000,000.00",60,"$6,879,350,055.00"
18789,Westchester,"MOUNT KISCO WATER
DEPARTMENT / Mount
Kisco ( V )","Upgrade Water Treatment Plant , Upgrade Ground Water Source ,
Upgrade Distribution System","9,600","$8,400,000.00",40,"$6,887,750,055.00"
19091,Westchester,"PEEKSKILL CITY / Peekskill
( C )","Storage Tank and Water Main Replacement , Upgrade Water
Treatment Plant , Upgrade Storage , Upgrade Distribution System","22,400","$5,000,000.00",40,"$6,892,750,055.00"
18946,Westchester,"GREENBURGH
CONSOLIDATED WD # 1 /
Greenburgh ( T )","New chlorine contact tank and chemical feed building at the Knollwood
Pump Station ; add second connection to Shaft 20 , Upgrade
Transmission , Upgrade Pump Station","38,489","$20,274,144.00",35,"$6,913,024,199.00"
18503,Westchester,"WESTCHESTER JOINT
WATER WORKS / WJWW",Upgrade Pump Station,"55,210","$3,300,000.00",25,"$6,916,324,199.00"
18496,Westchester,"GREENBURGH
CONSOLIDATED WD # 1 /
Greenburg ( T )","Rumbrook - Knollwood CWD Interconnection , New Inter - Connection","38,489","$12,119,500.00",25,"$6,928,443,699.00"
18582,Westchester,"MOUNT KISCO WATER
DEPARTMENT / Mount
Kisco ( V )","SMLP Replacement of water main along NYS Route 117 and Green
Lane . , Upgrade Distribution System","9,600","$10,500,000.00",25,"$6,938,943,699.00"
18048,Westchester,"YONKERS CITY / Yonkers
( C )","Nepperhan Ave redundant transmission main , Upgrade Distribution
System","196,086","$5,342,189.00",20,"$6,944,285,888.00"
15220,Westchester,"CROTON FALLS WATER
DISTRICT / North Salem ( T )","Installation of new well ( Well No. 7 ) . , New Ground Water Source",175,"$303,215.00",20,"$6,944,589,103.00"
18933,Westchester,"YONKERS CITY / Yonkers
( C )","Construction of CT compliance monitoring facilities , New Surface
Water Treatment Rule Compliance Facility","196,086","$1,250,000.00",20,"$6,945,839,103.00"
18931,Westchester,"YONKERS CITY / Yonkers
( C )","Replacement of Hillview Phosphoric Acid storage tanks , Upgrade
Water Treatment Plant","196,086","$310,000.00",20,"$6,946,149,103.00"
18501,Westchester,"TARRYTOWN WATER
SUPPLY / Tarrytown ( V )","Upgrade Storage , Upgrade Inter - Connection","11,000","$1,500,000.00",15,"$6,947,649,103.00"
18500,Westchester,"SLEEPY HOLLOW
( VILLAGE ) / Sleepy Hollow
( M )","Cleaning and lining of 6 "" and 8 "" water mains . , Upgrade Distribution
System","9,212","$999,040.00",15,"$6,948,648,143.00"
18471,Westchester,"CORTLANDT
CONSOLIDATED WD /
Cortlandt ( T )",Upgrade Distribution System,"28,369","$1,652,407.00",15,"$6,950,300,550.00"
18457,Westchester,"CORTLANDT
CONSOLIDATED WD /
Cortlandt ( T )","Asbestos Cement Pipe Replacement , Upgrade Distribution System","28,369","$2,800,000.00",15,"$6,953,100,550.00"
15407,Westchester,"MOUNT KISCO WATER
DEPARTMENT / Mount
Kisco ( V )","Upgrade Metered Interconnections w / Town of New Castle , Upgrade
Distribution System","9,600","$343,608.00",15,"$6,953,444,158.00"
19270,Westchester,"WESTCHESTER COUNTY
WD # 1 / Westchester
County","Rehab Shaft 22 and Kensico Dam Chlorination Facility , Upgrade
Other Expenses , Upgrade Other ( OT )",0,"$6,674,400.00",15,"$6,960,118,558.00"
19178,Westchester,"YONKERS CITY / Yonkers
( C )","Replace 30 "" water main under Saw Mill River Pkwy , Upgrade
Distribution System","196,086","$4,321,880.00",15,"$6,964,440,438.00"
18653,Westchester,"LARCHMONT VILLAGE /
Larchmont ( V )","Replacement of water main within Flint Park Area , Upgrade
Distribution System","6,485","$1,431,063.00",15,"$6,965,871,501.00"
18648,Westchester,"OLD FARM HILL WATER
DISTRICT / Mount Pleasant
( T )","Replace asbestos water main . , Upgrade Distribution System","1,733","$17,813,882.00",15,"$6,983,685,383.00"
18244,Westchester,"WESTCHESTER JOINT
WATER WORKS / WJWW",New Transmission,"55,210","$5,000,000.00",15,"$6,988,685,383.00"
18957,Westchester,"AMAWALK - SHENOROCK
WATER DIST . / Somers ( T )",Upgrade Storage,"3,800","$577,830.00",15,"$6,989,263,213.00"
18952,Westchester,"AMAWALK - SHENOROCK
WATER DIST . / Somers ( T )",Upgrade Distribution System,"3,800","$1,993,514.00",15,"$6,991,256,727.00"
18945,Westchester,"GREENBURGH
CONSOLIDATED WD # 1 /
Greenburgh ( T )","Fairview Tank Replacement , Upgrade Storage","38,489","$7,810,000.00",15,"$6,999,066,727.00"
18487,Westchester,"ELMSFORD VILLAGE /
Elmsford ( V )",Upgrade Storage,"4,600","$837,300.00",15,"$6,999,904,027.00"
18502,Westchester,"TARRYTOWN WATER
SUPPLY / Tarrytown ( V )","Phase VII water main replacement . , Upgrade Distribution System","11,000","$2,610,000.00",10,"$7,002,514,027.00"
18494,Westchester,"OSSINING WATER
DEPARTMENT / Ossining
( V )","Replacement of water main on Route 9A . , Upgrade Distribution
System","30,000","$1,307,407.00",10,"$7,003,821,434.00"
18475,Westchester,"GREENBURGH
CONSOLIDATED WD # 1 /
Greenburgh ( T )","Chelsea Road water main replacement . , Upgrade Distribution System","38,489","$2,764,300.00",10,"$7,006,585,734.00"
19161,Westchester,"WESTCHESTER COUNTY
WD # 1 / Westchester
County","Connection to NYC's Distribution System by extending KBP , Extend
Transmission",0,"$96,284,400.00",10,"$7,102,870,134.00"
18793,Westchester,"IRVINGTON WATER
SUPPLY / Irvington ( V )","Replacement of approximately 800 feet of distribution main . , Upgrade Distribution System","6,631","$589,300.00",10,"$7,103,459,434.00"
18382,Westchester,"YORKTOWN CONSOLD .
WATER DIST . # 1 / Yorktown
( T )","Watermain Cleaning and Lining . , Upgrade Distribution System","36,000","$2,473,550.00",10,"$7,105,932,984.00"
19185,Westchester,"SCARSDALE WATER
DEPARTMENT / Scarsdale
( V )","Rehabilitation of CI Main via Cement lining , Upgrade Distribution
System","20,883","$3,533,500.00",10,"$7,109,466,484.00"
19164,Westchester,"WESTCHESTER COUNTY
WD # 1 / Westchester
County","Rehabilitate 71,000 LF of the Kensico Bronx Pipeline , Upgrade
Distribution System",0,"$25,307,100.00",10,"$7,134,773,584.00"
18636,Westchester,"LARCHMONT VILLAGE /
Larchmont ( V )","Replacement of approximately 248 lead service lines . , Upgrade
Distribution System","6,485","$720,130.00",10,"$7,135,493,714.00"
19019,Westchester,"OSSINING WATER
DEPARTMENT / Ossining
( T )","North State Road Water Main Replacement , Upgrade Distribution
System","30,000","$5,170,611.00",10,"$7,140,664,325.00"
18533,Westchester,"NEW CASTLE / STANWOOD
W.D. / New Castle ( T )","Replacement of approximately 2,815 linear feet of water main in
Hamlet of Chappaqua . , Upgrade Distribution System","16,800","$3,640,361.00",10,"$7,144,304,686.00"
18497,Westchester,"OSSINING WATER
DEPARTMENT / Ossining
( V )","Replacement of water main on Gordon Ave and River Parkway . ,
Upgrade Distribution System","30,000","$1,334,950.00",10,"$7,145,639,636.00"
18956,Westchester,"LINCOLNDALE WD /
Somers ( T )",New Distribution System,"1,100","$16,641,504.00",5,"$7,162,281,140.00"
18954,Westchester,"SOMERS HAMLET WD /
Somers ( T )","New Distribution System , New Water District",100,"$2,259,315.00",5,"$7,164,540,455.00"
19242,Wyoming,"GARDEAU WATER
DISTRICT / Castile ( T )","Gardeau WD main replacement and district extention , Upgrade
Distribution System , Extend Water District",60,"$2,755,250.00",115,"$7,167,295,705.00"
