Project.Number,County,System.Name,Borrower,Description,Pop,Project.Cost,Score,Cumulative.Total
19303,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Horseblock Road Well 1 - AOP, Upgrade Water Treatment Plant",14983,1750000,40,8927104464
19719,Suffolk,DIX HILLS WD,Dix Hills WD,"New Ion Exchange System for Perchlorate Removal at Plant 5, Upgrade Water Treatment Plant",41000,3500000,40,8930604464
19727,Suffolk,SOUTH HUNTINGTON WD,South Huntington WD,"Plant No. 15 - 1,4-dioxane removal via AOP, Upgrade Water Treatment Plant",81760,7700000,40,8938304464
19671,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Carroll Street Well 2 - GAC, Upgrade Water Treatment Plant",62387,1500000,40,8939804464
19295,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Mill Lane Well 13A - AOP, Upgrade Water Treatment Plant",2468,1750000,40,8941554464
19690,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,Upgrade Water Treatment Plant,25629,3000000,40,8944554464
19701,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Railroad Avenue Well 2 - GAC, Upgrade Water Treatment Plant",8046,1750000,40,8946304464
19711,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"William Floyd Parkway Wells 2 & 3A - GAC, Upgrade Water Treatment Plant",5974,3000000,40,8949304464
19679,Suffolk,SHELTER ISLAND (T),Shelter Island (T),Extension of WM to install 11 service lines to service properties serviced by contaminated Wells,11,4862100,30,8954166564
18798,Suffolk,HAMPTON BAYS WD,Hampton Bays WD,"Iron and Manganese removal at Plant No. 4, Upgrade Water Treatment Plant",12500,3600000,25,8957766564
19144,Suffolk,WEST NECK WATER SUPPLY,Shelter Island (T),"New Ground Water Source, Upgrade Distribution System",100,2250928,25,8960017492
19160,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Replacement of Well No. 1A at the Adams Avenue Well Field, Upgrade Ground Water Source",1009264,1200000,25,8961217492
18880,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"North Fork Transmission Main - Southold, Extend Distribution System",1009264,27489708,25,8988707200
19002,Suffolk,DIX HILLS WATER DISTRICT,Dix Hills WD,"Rehabilitation at Plant No. 3 including replacement of well pumps and chemical system, Upgrade WTP",41000,4634000,20,8993341200
19275,Suffolk,RIVERHEAD WATER DISTRICT,Riverhead (T),"New Ground Storage Tank at East Wind Drive, New Storage",35000,10250000,15,9003591200
18591,Suffolk,SALTAIRE (V),Saltaire (V),"Replace approximately 9,800 linear feet of water main, Upgrade Distribution System",2500,6421020,15,9010012220
19034,Suffolk,RIVERHEAD WD,Riverhead (T),"Old Country Road Tank Rehabilitation, Upgrade Storage",28000,3645500,15,9013657720
19135,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Replacement of Aging Production Well No. 1A at the Falcon Drive Well Field, Upgrade Ground Water Source",1009264,1200000,15,9014857720
19139,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Replacement of Well No. 2A at the Oval Drive Well Field, Upgrade Ground Water Source",3315,1200000,15,9016057720
19142,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Replacement of Well No. 3A at the Oval Drive Well Field, Upgrade Ground Water Source",3315,1200000,15,9017257720
19707,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Tenety Avenue Well 4 - GAC, Upgrade Water Treatment Plant",12000,1750000,15,9019007720
18881,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Construction of 2-MG storage tank at Town Line Road well field, New Storage",22047,4678000,15,9023685720
19314,Suffolk,GREENLAWN WD,Greenlawn Water District,"Elmo Place New Well No. 19, New Ground Water Source",42000,3072000,10,9026757720
18398,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,Upgrade Distribution System,1165,2897841,10,9029655561
18462,Suffolk,GREENLAWN WD,Greenlawn Water District,"Distribution Main Replacement, Upgrade Distribution System",42000,2077675,10,9031733236
19148,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Replacement of 10,000 feet of water main, Upgrade Distribution System",34878,3427391,10,9035160627
19726,Suffolk,SOUTH HUNTINGTON WD,South Huntington WD,"Well No 8-2 Installation, New Ground Water Source",81760,5890000,10,9041050627
19692,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Margin Drive Well 1A - GAC, Upgrade Water Treatment Plant",26360,1750000,5,9042800627
17560,Sullivan,THE CALLICOON WATER COMPANY INC,Delaware (T),"Upgrade Water Treatment Plant, Upgrade Ground Water Source",854,0,1180,9042800627
19266,Sullivan,WOODRIDGE (V),Woodridge (V),"Installation of storage tank, new membrane filter, rehab lagoon, Upgrade Water Treatment Plant, New Storage",747,16200000,80,9059000627
18797,Sullivan,MELODY LAKE ACRES,Thompson (T),"Well No. 1 Upgrades and Replace storage tank, chlorination and corrosion control systems, Upgrade Water Treatment Plant",150,725000,60,9059725627
18835,Sullivan,NARROWSBURG WD,Tusten (T),"System-wide Infrastructure Upgrades, Upgrade Storage, Upgrade Distribution System",500,0,60,9059725627
19766,Sullivan,LIVINGSTON WD,Rockland (T),"Distribution and Storage Improvements, Upgrade Storage, Upgrade Distribution System",850,8365746,55,9068091373
18526,Sullivan,JEFFERSONVILLE (V),Jeffersonville (V),"Construct new water storage tank, new pump/treatment building, and two new wells, New Ground Water Source",400,5314353,50,9073405726
18827,Sullivan,WHITE SULPHUR SPRINGS WD,Liberty (T),"Upgrade Ground Water Source, Upgrade Distribution System",500,857681,45,9074263407
19764,Sullivan,ROSCOE-ROCKLAND WD,Rockland (T),"New wells, treatment, and main replacement, New Water Treatment Plant, Upgrade Distribution System",500,8300000,45,9082563407
19366,Sullivan,WOODRIDGE (V),Woodridge (V),"Lead Service Line Inventory, Upgrade Distribution System",747,256470,40,9082819877
19414,Sullivan,FALLSBURG WHO-LS-SF,Fallsburg (T),"Old Falls Water Tank Replacement, Upgrade Storage",8355,2494148,40,9085314025
19592,Sullivan,LIBERTY (T),Liberty (T),"Lead Service Line Inventory, Upgrade Distribution System",2100,569094,40,9085883119
19626,Sullivan,NARROWSBURG WATER DISTRICT,Tusten (T),"Lead Service Line Inventory, Upgrade Distribution System",800,380334,40,9086263453
19636,Sullivan,VILLAGE OF LIBERTY,Liberty (V),"Lead Service Line Inventory, Upgrade Distribution System",3900,845609,40,9087109062
19745,Sullivan,ATERES (V),Ateres (V),"Surface water treatment improvements and new well, Upgrade Water Treatment Plant, New Ground Water Source",500,22248000,40,9109357062
18838,Sullivan,FALLSBURG WHO-LS-SF,Fallsburg (T),"Water main replacement - NYS Route 42 and County Hwy 53, Upgrade Distribution System",8355,2413538,35,9111770600
19573,Sullivan,WURTSBORO (V),Wurtsboro (V),"Pennsylvania Ave and 1st St Well House Improvements, Upgrade Water Treatment Plant",1265,1647200,30,9113417800
18885,Sullivan,YOUNGSVILLE WD,Callicoon (T),"Replace 125,000-gal storage tank, New Storage",300,1436228,30,9114854028
19848,Sullivan,SMALLWOOD SEASONAL WATER SYSTEM,Bethel (T),"Bethel (T) purchase of Smallwood Seasonal Water System and system upgrades, Upgrade Distribution System",838,1499880,25,9116353908
18623,Tioga,VILLAGE OF WAVERLY,Waverly (V),"Replace aged water mains, and new standby generator for all wells, Upgrade Ground Water Source, Upgrade Distribution System",4830,3800000,40,9120153908
18613,Tioga,OWEGO WD #2 & #3,Owego (T),"Crestview Well House and Rt 434 Transmission Main Improvements, New Ground Water Source, Upgrade Transmission",4904,2425341,25,9122579249
18839,Tompkins,NEWFIELD WATER DISTRICT,Newfield (T),Phase 1 - Replacement of aged and undersized asbestos water main along Main Street & New GW Source,2300,7119751,75,9129699000
19186,Tompkins,TRUMANSBURG (V),Trumansburg (V),"Village-Wide Storage, Treatment, and Pump Station Upgrades",2300,3884000,45,9133583000
18836,Tompkins,DRYDEN WD,Dryden (T),Route 366 / Hamlet of Varna Water Main Replacement,725,3588518,35,9137171518
19347,Tompkins,BOLTON POINT,Cayuga Heights (V),"Lead Service Line Inventory, Upgrade Distribution System",3600,345951,15,9137517469
19348,Tompkins,BOLTON POINT,Cayuga Heights (V),"Lead Service Line Replacement, Upgrade Distribution System",3600,540377,15,9138057846
18660,Ulster,ELLENVILLE (VILLAGE) WATER DIS,Ellenville (V),"Phase 2 of #15003 - New Well - replace GWUDI wells & other Improvements, New Ground Water Source, Upgrade Storage",4323,2800000,2215,9140857846
18700,Ulster,ROSENDALE WATER DISTRICT,Rosendale (T),"Phase 2 of project 18111. Cost overrun, Upgrade Surface Water Treatment Rule Compliance Facility",2200,2070000,2150,9142927846
15616,Ulster,PORT EWEN WATER DISTRICT,Esopus (T),New Storage,4800,0,55,9142927846
18058,Ulster,KINGSTON (CITY) WATER DISTRICT,Kingston (C),Replacement of Mink Hollow Raw Water Intake,24000,0,50,9142927846
18507,Ulster,KINGSTON (CITY) WATER DISTRICT,Kingston (C),Phase 2 transmission main and SCADA rehabilitation,24000,0,45,9142927846
19396,Ulster,NEW PALTZ (V),New Paltz (V),"Lead Service Line Inventory, Upgrade Distribution System",7324,193125,40,9143120971
18999,Ulster,NEW PALTZ (V),New Paltz (V),"Phase 2 Water System Upgrades, Upgrade Distribution System",6818,2841300,40,9145962271
19597,Ulster,KINGSTON (CITY) WATER DEPARTMENT,Kingston (C),"Lead Service Line Inventory, Upgrade Distribution System",24069,540000,35,9146502271
19279,Ulster,PORT EWEN WATER DISTRICT,Esopus (T),"Emergency interconnection infrastructure, WTP electrical updates, Water Main Replacement",4500,3099200,30,9149601471
18744,Ulster,PORT EWEN WATER DISTRICT,Esopus (T),Port Ewen WD upgrades to water treatment plant and distribution system infrastructure,4800,0,30,9149601471
19037,Ulster,ULSTER WATER DISTRICT,Ulster (T),0.45 MG Storage Tank Replacement,5500,1880000,25,9151481471
19265,Ulster,HIGHLAND WATER DISTRICT,Lloyd (T),"Upgrades to filter equipment, pumps, etc., at filtration plant, Upgrade Water Treatment Plant",11133,4698500,20,9156179971
19364,Ulster,LLOYD (T),Lloyd (T),"Water storage tank replacement at Highland Water Treatment Facility, Upgrade Storage",11133,2645000,15,9158824971
19394,Ulster,NEW PALTZ WD,New Paltz (T),"Lead Service Line Inventory, Upgrade Distribution System",1775,90125,15,9158915096
19390,Ulster,PORT EWEN WD,Esopus (T),"Lead Service Line Inventory, Upgrade Distribution System",4500,228000,15,9159143096
19169,Ulster,WALLKILL WATER DISTRICT,Shawangunk (T),"New GW Source, Disinfection, and Distribution for Wallkill Water district, New Ground Water Source",1680,1699500,15,9160842596
18751,Warren,NORTH CREEK WATER DISTRICT,Johnsburg (T),"New storage tank to replace South Tank and Distribution System Upgrades, New Storage, Upgrade Pump Station",1000,0,60,9160842596
19262,Warren,CHESTERTOWN WD,Chester (T),"New well, upgrade distribution system, replace AC pipe, New Ground Water Source",750,2947000,50,9163789596
19493,Warren,QUEENSBURY WATER DISTRICT,Queensbury (T),"Extension to Jenkinsville to serve private wells contaminated with 1,4-Dioxane, New Distribution System",425,7316272,45,9171105868
18593,Warren,WARRENSBURG WATER DISTRICT,Warrensburg (T),"Replacement of the water storage tank transmission main, New Transmission",3600,0,35,9171105868
18975,Warren,GLENS FALLS (C),Glens Falls (C),"Water Filtration Plant filter repairs, Upgrade Water Treatment Plant",14700,1864650,35,9172970518
19631,Warren,GLENS FALLS (C),Glens Falls (C),"Lead service line inventory, Upgrade Distribution System",14784,533540,35,9173504058
19632,Warren,GLENS FALLS (C),Glens Falls (C),"Lead service line replacement, Upgrade Distribution System",42,257500,35,9173761558
19263,Warren,BOLTON WATER DISTRICT,Bolton (T),"Phase II Water System Improvements, Upgrade Other Expenses, Upgrade Storage, Upgrade Distribution System",1800,3670920,30,9177432478
18426,Warren,GLENS FALLS (C),Glens Falls (C),"Replacement of aged water main, Upgrade Distribution System",1184,30426200,30,9207858678
18431,Warren,LAKE LUZERNE (T),Lake Luzerne (T),"Rehabilitate existing water storage tank and replace water mains, Upgrade Storage, Upgrade Distribution System",2500,2573000,30,9210431678
19513,Warren,DIAMOND POINT WD,Lake George (T),"Replacement of Aged Water Main, Upgrade Distribution System",495,1485260,30,9211916938
19753,Warren,GLENS FALLS (C),Glens Falls (C),"Cooper Street WM Replacement, Upgrade Distribution System",213,4439300,30,9216356238
19755,Warren,GLENS FALLS (C),Glens Falls (C),"Replacement of WM around Grand Street, Upgrade Distribution System",339,4367200,30,9220723438
19757,Warren,GLENS FALLS (C),Glens Falls (C),"Replacement of WM around Mason Street, Upgrade Distribution System",429,5345700,30,9226069138
19759,Warren,GLENS FALLS (C),Glens Falls (C),"Replacement of Watermain around Gage Street, Upgrade Distribution System",237,3481400,30,9229550538
19761,Warren,GLENS FALLS (C),Glens Falls (C),"Replacement of Water Main around Harrison Ave, Upgrade Distribution System",333,3481400,30,9233031938
19762,Warren,GLENS FALLS (C),Glens Falls (C),Replacement of Water Main in Windy Ridge Area,273,6252100,30,9239284038
19763,Warren,GLENS FALLS (C),Glens Falls (C),"Replacement of Water Main in the Grant Ave Area, Upgrade Distribution System",210,3059100,30,9242343138
19449,Warren,LAKE LUZERNE (T),Lake Luzerne (T),"Lead service line inventory, Upgrade Distribution System",2500,650342,25,9242993480
19522,Warren,BOLTON (T),Bolton (T),"Rehabilitation of Edgecomb Pond Dam, Upgrade Surface Water Source",1800,2165575,20,9245159055
18837,Warren,QUEENSBURY WATER DISTRICT,Queensbury (T),"Ridge Road Water Main Improvements, Upgrade Distribution System",21200,1415000,10,9246574055
18575,Washington,GREENWICH VILLAGE,Greenwich (V),"Mn Treatment, Replace Existing Wells, Replace Trans Main, Water Metering, Upgrade Water Treatment Plant",2000,11000000,1105,9257574055
19828,Washington,ARGYLE (V),Argyle (V),"Upgrade Source, Rehab Storage, Upgrade Distribution System",725,14800000,105,9272374055
18877,Washington,NORTH GRANVILLE WD #1,Granville (T),"Source development and distribution improvements, Upgrade Ground Water Source",800,2825625,70,9275199680
18458,Washington,FORT EDWARD VILLAGE,Fort Edward (V),Hill Storage Tank Replacement and Upgrade PS and Distribution,3150,0,45,9275199680
19876,Washington,WHITEHALL (V),Whitehall (V),"Lead service line inventory, Upgrade Distribution System",2400,1134110,40,9276333790
19035,Washington,FORT ANN (V),Fort Ann (V),"Halfway Brook Transmission Main Replacement, Upgrade Transmission",460,380000,40,9276713790
18977,Washington,WHITEHALL (V),Whitehall (V),"Replace old water distribution system, Upgrade Distribution System",2770,5145000,35,9281858790
19825,Washington,WHITEHALL (V),Whitehall (V),"Water valve replacement, Upgrade Distribution System",2770,1200000,35,9283058790
19816,Washington,HUDSON FALLS (V),Hudson Falls (V),"Warren Street Canal Crossing, Water Pumping Station Discharge Piping, Maple Street Canal Crossing, Pearl St.",2400,6444950,30,9289503740
18970,Washington,HUDSON FALLS (V),Hudson Falls (V),"WM Replacement on Beech, Willow, and Williams Streets, Upgrade Distribution System",7053,840000,25,9290343740
19215,Wayne,NEWARK VILLAGE,Newark (V),"New 4.0 MG storage tank to replace Allerton Reservoir, New Storage",9682,0,1080,9290343740
19211,Wayne,WOLCOTT (V),Wolcott (V),"Village of Wolcott WTP Upgrades, Upgrade Water Treatment Plant",2465,8400000,60,9298743740
19232,Wayne,CLYDE (V),Clyde (V),"New vertical turbine pumps, new well houses, treatment improvements, emergency backup power",2269,2544000,55,9301287740
18925,Wayne,CLYDE (V),Clyde (V),"Main replacement on Glasgow St., Upgrade Distribution System",226,2950000,35,9304237740
18899,Wayne,WAYNE COUNTY WATER & SEWER AUTH,Lyons (T),"Replace approx. 23,000-LF of water main and appurtenances, Upgrade Distribution System",5500,14332625,30,9318570365
19197,Wayne,ROSE (T),Rose (T),"Catchpole Wellfield Upgrades to address Fe/Mn and Sulfide, Upgrade Water Treatment Plant",1950,2141780,30,9320712145
18902,Wayne,WAYNE COUNTY WATER & SEWER AUTH,Marion (T),"Interconnections to improve water system efficiency, Upgrade Distribution System",1000,3647200,20,9324359345
19198,Wayne,WILLIAMSON (T),Williamson (T),"Bennett St. Area Watermain Replacement, Upgrade Distribution System",6757,3189900,20,9327549245
18891,Wayne,WAYNE COUNTY WATER & SEWER AUTH,WCWSA,"East Side Water Main Extension, Extend Distribution System",150,3450700,20,9330999945
18892,Wayne,WAYNE COUNTY WATER & SEWER AUTH,WCWSA (T),"Macedon & Marion Water Main Replacement, Upgrade Distribution System",500,4037000,20,9335036945
18269,Westchester,WESTCHESTER JOINT WATER WORKS,WJWW,"Phase 2 of #18654 & #17488, New Surface Water Treatment Rule Compliance Facility",55210,83000000,125,9418036945
17488,Westchester,WESTCHESTER JOINT WATER WORKS,WJWW,"Funding Phase 1a of Project #18654 and #18269, Construction of 30 MGD filter plant",46054,55000000,125,9473036945
18954,Westchester,SOMERS HAMLET WD,Somers (T),"New drinking water distribution system to address PFAS contamination, New Distribution System, New Water District",100,2912700,110,9475949645
19741,Westchester,SCOTTS CORNER WD,Pound Ridge (T),Creation of the Scotts Corners WD to serve area with private wells contaminated by PFAS,114,10907000,110,9486856645
19105,Westchester,MEADOWS AT CROSS RIVER,Meadow Water-Works Corp.,"Removal of sodium chloride and PFAS from water system, Upgrade Water Treatment Plant",630,952750,70,9487809395
19049,Westchester,KENSICO WATER DISTRICT,Mount Pleasant (T),"Kensico WD Storage Tank and Treatment Improvements, Upgrade Storage, Upgrade Distribution System",17452,9221695,65,9497031090
19850,Westchester,PABST WATER SYSTEM,North Salem (T),"Installation of PFAS removal system, Upgrade Water Treatment Plant",250,845820,55,9497876910
19481,Westchester,SUNSET RIDGE WD,North Salem (T),"New ion exchange treatment system for PFOS/PFOA removal, Upgrade Water Treatment Plant",570,91696,55,9497968606
19577,Westchester,YONKERS (C),Yonkers (C),"Hillview Entry Point Disinfection Facility, New Water Treatment Plant",110000,30000000,45,9527968606
19091,Westchester,PEEKSKILL (C),Peekskill (C),"Storage Tank and Water Main Replacement, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",24075,5000000,40,9532968606
19475,Westchester,WHITE PLAINS (C),White Plains (C),"New Orchard Street WTP, New Water Treatment Plant",56000,48681945,35,9581650551
18502,Westchester,TARRYTOWN WATER SUPPLY,Tarrytown (V),"Phase VIIB water main replacement, Upgrade Distribution System",11860,2613549,35,9584264100
19350,Westchester,TARRYTOWN (V),Tarrytown (V),"Phase VIII water main replacement, Upgrade Distribution System",11860,3600000,35,9587864100
18946,Westchester,GREENBURGH CONSOLIDATED WD #1,Greenburgh (T),"New chlorine contact tank and chemical feed building at the Knollwood Pump Station; add second connection to Shaft 20, Upgrade Transmission, Upgrade Pump Station",38489,20274144,35,9608138244
19367,Westchester,PEEKSKILL (C),Peekskill (C),"Lead Service Line Inventory, Upgrade Distribution System",24075,1465690,30,9609603934
19570,Westchester,PEEKSKILL (C),Peekskill (C),"Camp Field Reservoir dredging, Lower Wiccopee Dam spillway modifications, and water main replacement, Upgrade Surface Water Source, Upgrade Distribution System",25514,8166000,30,9617769934
19765,Westchester,YONKERS (C),Yonkers (C),"Replacement of 750 LF of transmission main, Upgrade Distribution System",60070,1997720,25,9619767654
18496,Westchester,GREENBURGH CONSOLIDATED WD #1,Greenburg (T),"Rumbrook-Knollwood CWD Interconnection, New Inter-Connection",38489,12119500,25,9631887154
18503,Westchester,WESTCHESTER JOINT WATER WORKS,WJWW,Upgrade Pump Station,55210,3300000,25,9635187154
19593,Westchester,MT. VERNON BOARD OF WATER,Mt. Vernon (C),"Lead Service Line Replacement, Upgrade Distribution System",1200,6100000,25,9641287154
15220,Westchester,NEW WELL,North Salem (T),"Reactivation and treatment of Well #4, New Ground Water Source",200,536384,20,9641823538
18931,Westchester,YONKERS (C),Yonkers (C),"Replacement of Hillview Phosphoric Acid storage tanks, Upgrade Water Treatment Plant",200370,310000,20,9642133538
18933,Westchester,YONKERS (C),Yonkers (C),"Construction of CT compliance monitoring facilities, New Surface Water Treatment Rule Compliance Facility",200370,1250000,20,9643383538
19336,Westchester,YONKERS (C),Yonkers (C),"Lead Service Line Inventory, Upgrade Distribution System",211569,3115750,20,9646499288
19360,Westchester,TARRYTOWN WATER SUPPLY,Tarrytown (V),Upgrade Pump Station,11000,250000,20,9646749288
19756,Westchester,NEW CASTLE/STANWOOD W.D.,New Castle (T),"Metro-North Railroad Water Main Replacement, Upgrade Distribution System",18311,1224929,15,9647974217
19270,Westchester,COUNTY WATER DISTRICT #1,Westchester County,"Rehab Shaft 22 and Kensico Dam Chlorination Facility, Upgrade Other Expenses, Upgrade Other (OT)",363274,6674400,15,9654648617
18945,Westchester,GREENBURGH CONSOLIDATED WD #1,Greenburgh (T),"Fairview Tank Replacement, Upgrade Storage",38489,7810000,15,9662458617
18952,Westchester,AMAWALK-SHENOROCK WATER DIST.,Somers (T),Upgrade Distribution System,3800,1993514,15,9664452131
19344,Westchester,LARCHMONT (V),Larchmont (V),"Lead Service Line Inventory, Upgrade Distribution System",6630,2510728,15,9666962859
18957,Westchester,AMAWALK-SHENOROCK WATER DIST.,Somers (T),Upgrade Storage,3800,577830,15,9667540689
19346,Westchester,WESTCHESTER COUNTY WD #3,Westchester County,"Water Tower Rehabilitation, Upgrade Storage",6000,6781000,15,9674321689
19373,Westchester,OSSINING WATER DEPARTMENT,Ossining (V),"Lead Service Line Replacement, Upgrade Distribution System",32000,3441000,15,9677762689
19388,Westchester,OSSINING WATER DEPARTMENT,Ossining (V),"Lead Service Line Inventory, Upgrade Distribution System",32000,134000,15,9677896689
19416,Westchester,NEW CASTLE (T),New Castle (T),"Bedford Road Pump Station Upgrades, Upgrade Pump Station",2000,1056591,15,9678953280
19643,Westchester,NORTH SALEM (T),North Salem (T),"Salem Acres water main replacement, Upgrade Distribution System",150,306417,15,9679259697
19178,Westchester,YONKERS (C),Yonkers (C),"Replace 30"" water main under Saw Mill River Pkwy, Upgrade Distribution System",60070,4321880,15,9683581577
19717,Westchester,YORKTOWN (T),Yorktown (T),"Water Tank Rehabilitation, Upgrade Storage",35545,2400000,15,9685981577
19871,Westchester,YORKTOWN (T),Yorktown (T),"Cleaning and Reinforced Lining of Water Main on Route 202 and Greenwood Street, Upgrade Distribution System",26400,400000,15,9686381577
19718,Westchester,CROTON-ON-HUDSON (V),Croton-On-Hudson (V),"Harrison Street Water Main Improvements, Extend Distribution System, Upgrade Distribution System",8210,1236000,15,9687617577
19860,Westchester,IRVINGTON (V),Irvington (V),"Replacing watermain along Erie Street and Langdon Avenue, Upgrade Distribution System",6652,691512,10,9688309089
19863,Westchester,IRVINGTON (V),Irvington (V),"Replacing water main along Mountain Road, Upgrade Distribution System",6652,2627687,10,9690936776
19161,Westchester,COUNTY WATER DISTRICT #1,Westchester County,"Connection to NYC's Distribution System by extending KBP, Extend Transmission",363274,96284400,10,9787221176
18382,Westchester,YORKTOWN CONSOLIDATED WATER DIST.#1,Yorktown (T),"Watermain Cleaning and Lining, Upgrade Distribution System",36000,2473550,10,9789694726
19019,Westchester,OSSINING WATER DEPARTMENT,Ossining (T),"North State Road Water Main Replacement, Upgrade Distribution System",30000,5170611,10,9794865337
18793,Westchester,IRVINGTON (V),Irvington (V),"Replacement of approximately 800 feet of distribution main, Upgrade Distribution System",6420,1240815,10,9796106152
19557,Westchester,NEW CASTLE (T),New Castle (T),"Water main replacement on Quaker Street, Upgrade Distribution System",1590,13604800,10,9809710952
19164,Westchester,COUNTY WATER DISTRICT #1,Westchester County,"Rehabilitate 71,000 LF of the Kensico Bronx Pipeline, Upgrade Distribution System",363274,25307100,10,9835018052
19185,Westchester,SCARSDALE WATER DEPARTMENT,Scarsdale (V),"Rehabilitation of CI Main via Cement lining, Upgrade Distribution System",20883,3533500,10,9838551552
18956,Westchester,LINCOLNDALE WD,Somers (T),New Distribution System,1100,16641504,5,9855193056
19415,Westchester,NEW CASTLE (T),New Castle (T),"Millwood WTP Roof Replacement, Upgrade Water Treatment Plant",29083,2683400,5,9857876456
18898,Wyoming,PERRY VILLAGE,Perry (V),"WTP upgrade to Address DBPs. Short Term Alternative 1., Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Storage",3945,0,1095,9857876456
19242,Wyoming,GARDEAU WATER DISTRICT,Castile (T),"Gardeau WD main replacement and district extension, Upgrade Distribution System, Extend Water District",60,2755250,115,9860631706
19061,Wyoming,ATTICA (V),Attica (V),"Water Treatment Plant Upgrades, Upgrade Water Treatment Plant",5515,10926240,100,9871557946
18406,Wyoming,WARSAW (V),Warsaw (V),"Water System Improvements, Upgrade Water Treatment Plant, Upgrade Distribution System",4200,12100000,70,9883657946
19548,Wyoming,TOWN OF PERRY WD NO. 2,Perry (T),"New WD No. 2, Upgrade Distribution System",215,6360734,60,9890018680
19539,Wyoming,SHELDON-VARYSBURG WD,Sheldon (T),"Replacement of WM, Storage Tank, and New Wellhouse, Upgrade Storage, Upgrade Distribution System",350,2697570,55,9892716250
18906,Wyoming,ARCADE VILLAGE,Arcade (V),"Hamlet of Sandusky Water System Improvements, Upgrade Storage, Upgrade Distribution System",2400,4617490,50,9897333740
18761,Wyoming,WARSAW (T),Warsaw (T),"WD No. 1 WM Replacement Saltvale Rd., Upgrade Distribution System",5316,1397000,35,9898730740
18242,Yates,DRESDEN (V),Dresden (V),"THM removal aeration equipment and flushing hydrants, Upgrade Storage",700,0,1085,9898730740
19675,Yates,WATER DISTRICT NO. 4,Milo (T),"New Water District No. 4, New Water District",70,610000,70,9899340740
19194,Yates,TOWN OF TORREY WATER DISTRICT NO.1,Torrey (T),"New Water District No. 1, New Water District",202,3727000,65,9903067740
19192,Yates,WATER DISTRICT NO. 5,Benton (T),"New Water District No. 5, New Water District",39,1144000,60,9904211740
19205,Yates,YATES COUNTY,Yates County,"Route 14 Corridor Water Supply, New Water District",2000,30591000,60,9934802740
19206,Yates,YATES COUNTY,Yates County,"Route 14A Corridor Water Supply, New Water District",400,7647750,60,9942450490
19519,Yates,PENN YAN (V),Penn Yan (V),"Upgrades to WTP to improve water quality and system reliability, Upgrade Water Treatment Plant, Upgrade Storage",8159,5610000,50,9948060490
19193,Yates,TOWN OF BENTON WATER DISTRICT NO.6,Benton (T),"New Water District No. 6, New Water District",450,26889000,50,9974949490
19406,Yates,DUNDEE (V),Dundee (V),"Lead Service Line Inventory, Upgrade Distribution System",1690,545000,40,9975494490
19623,Yates,PENN YAN (V),Penn Yan (V),"Lead Service Line Inventory, Upgrade Distribution System",11436,2060000,40,9977554490
18858,Yates,DRESDEN (V),Dresden (V),"System-wide replacement of aged mains and appurtenances, installation of new main to loop dead ends, Upgrade Distribution System",600,7984160,40,9985538650
19569,Yates,JERUSALEM (T),Jerusalem (T),"Watermain replacement in Keuka Park/Central Avenue water district, Upgrade Distribution System",1152,1336722,15,9986875372
