Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,emmali_notes
19792,Nassau,LOCUST VALLEY WD,"Plant No. 9 - New GAC treatment for PFAS removal, Upgrade Water Treatment Plant","7,500","$7,000,000.00",40,"$3,265,668,915.00",
19371,Nassau,WILLISTON PARK (V),"Wells No. 1A and No. 2 GAC PFAS treatment, New Water Treatment Plant","7,300","$14,224,300.00",40,"$3,279,893,215.00",
19338,Nassau,ALBERSTON WATER DISTRICT,"Installation of GAC to treat PFAS at Shepherd Lane Well 1, Upgrade Water Treatment Plant","13,500","$9,685,000.00",40,"$3,289,578,215.00",
19474,Nassau,JERICHO WD,"New water treatment plant at Wells 3, 4 & 5, New Water Treatment Plant","58,000","$47,407,000.00",40,"$3,336,985,215.00",
19015,Nassau,FRANKLIN SQUARE WD,"Plant No. 1 - GAC treatment for PFOA/PFOS removal, Upgrade Water Treatment Plant","20,000",$0.00,40,"$3,336,985,215.00",
19010,Nassau,HICKSVILLE WD,"Plant No. 11 - AOP/GAC treatment for 1,4-dioxane, Upgrade Water Treatment Plant","48,000","$13,996,670.00",40,"$3,350,981,885.00",
19004,Nassau,JERICHO WD,"Well No. 33 - Perchlorate and Nitrate Removal, Upgrade Water Treatment Plant","58,000","$16,325,000.00",40,"$3,367,306,885.00",
19417,Nassau,MINEOLA (V),"Installation of GAC treatment system to address PFAS contamination at Well No. 6, Upgrade Water Treatment Plant","20,600","$8,745,730.00",40,"$3,376,052,615.00",
19822,Nassau,JERICHO WD,"Well 17 PFAS Removal, Upgrade Water Treatment Plant","58,000","$10,474,070.00",40,"$3,386,526,685.00",
19393,Nassau,JERICHO WD,"Relocate existing GAC vessels to Well 29 and install new GAC Vessels at Wells 18 and 19 to address PFAS contamination, Upgrade Water Treatment Plant","58,000","$17,559,440.00",40,"$3,404,086,125.00",
19392,Nassau,CARLE PLACE WD,"Installation of GAC system for treatment of PFAS at Wells 3 & 4, Upgrade Water Treatment Plant","9,000","$7,649,000.00",40,"$3,411,735,125.00",
19484,Nassau,PORT WASHINGTON WD,"New GAC to remove PFAS contamination at Well 6, Upgrade Water Treatment Plant","30,000","$8,187,470.00",40,"$3,419,922,595.00",
19382,Nassau,WATER AUTHORITY OF GREAT NECK NORTH,"Installation of GAC and Anion Exchange treatment systems to remove PFAS, Upgrade Water Treatment Plant","32,400","$13,693,050.00",40,"$3,433,615,645.00",
19725,Nassau,ROSLYN WD,"GAC Treatment at Plant No. 6, Upgrade Water Treatment Plant","17,900","$5,221,780.00",40,"$3,438,837,425.00",
18968,Nassau,TOWN OF HEMPSTEAD WD,"1,4-dioxane treatment for Well Nos. 6 & 8 at East Meadow WD, Upgrade Water Treatment Plant","110,000","$12,000,000.00",40,"$3,450,837,425.00",
18684,Nassau,GARDEN CITY PARK WD,"Plant No. 6 AOP treatment for 1,4-dioxane removal, Upgrade Water Treatment Plant","15,500","$3,214,000.00",40,"$3,454,051,425.00",
19342,Nassau,MASSAPEQUA WATER DISTRICT,New Water Treatment Plant,"43,000","$1,976,250.00",40,"$3,456,027,675.00",
19254,Nassau,HEMPSTEAD (T) ROOSEVELT WD,"Construction of radium removal treatment plant at Roosevelt Field WD Wells 7, 11, 12, Upgrade Water Treatment Plant","6,100","$22,000,000.00",40,"$3,478,027,675.00",
19864,Nassau,ROSYLN WATER DISTRICT,Upgrade Water Treatment Plant,"19,700","$5,341,140.00",40,"$3,483,368,815.00",
19583,Nassau,JERICHO WD,"Well 28 PFAS Removal, Upgrade Water Treatment Plant","58,000","$6,677,490.00",40,"$3,490,046,305.00",
19231,Nassau,MANHASSET LAKEVILLE WD,"Removal of PFAS contamination at Spruce Ponds Plant, Upgrade Water Treatment Plant","45,000","$3,600,211.00",40,"$3,493,646,516.00",
18633,Nassau,HEMPSTEAD (V),"Installation of two new wells and Chemical Feed/Control Bldg, New Other Expenses, New Ground Water Source, New Other (OT)","56,000",$0.00,25,"$3,493,646,516.00",
19239,Nassau,OLD WESTBURY (V),"Rehab Garvin Road water storage tank, Upgrade Storage","3,200","$5,484,000.00",20,"$3,499,130,516.00",
19229,Nassau,ALBERTSON WD,"Improvements to Well 2 station, Upgrade Other Expenses, New Ground Water Source, Upgrade Other (OT)","13,500","$5,347,000.00",20,"$3,504,477,516.00",
19204,Nassau,PORT WASHINGTON WD,Improvements to SCADA system,"34,000","$826,000.00",20,"$3,505,303,516.00",
18961,Nassau,GLEN COVE CITY,"Nancy Court Pump Station Upgrades, Upgrade Pump Station","28,000","$2,234,000.00",20,"$3,507,537,516.00",
19723,Nassau,LONG BEACH (C),"Sand Filter Vessel Rehab/Replacement, Upgrade Water Treatment Plant","35,000","$6,898,200.00",20,"$3,514,435,716.00",
19018,Nassau,LONG BEACH CITY,"Well 16A Replacement, New Ground Water Source","35,000","$4,993,440.00",20,"$3,519,429,156.00",
19047,Nassau,LOCUST VALLEY WD,"Raise elevation of Pump Station No. 4 for resiliency and redundancy during storm events, Upgrade Water Treatment Plant","7,500","$3,150,000.00",20,"$3,522,579,156.00",
19315,Nassau,HICKSVILLE WD,"Lead service line inventory, Upgrade Distribution System","48,000","$1,086,200.00",20,"$3,523,665,356.00",
19218,Nassau,BAYVILLE (V),"Rehab of Plant No. 1-3, Upgrade Water Treatment Plant","8,800","$1,661,184.00",20,"$3,525,326,540.00",
19006,Nassau,CARLE PLACE WD,"Well 3 and 4 - Electrical Improvements, Upgrade Water Treatment Plant","9,005","$4,098,000.00",20,"$3,529,424,540.00",
19304,Nassau,BETHPAGE WATER DISTRICT,"Plant No. 5 Construction of building for existing AOP and GAC, Install redundant AOP, Upgrade Water Treatment Plant","28,100","$6,959,000.00",20,"$3,536,383,540.00",
19235,Nassau,SANDS POINT (V),"Construction of new supply well #9, New Ground Water Source","2,900","$7,337,000.00",20,"$3,543,720,540.00",
19238,Nassau,WILLISTON PARK (V),Replacement of aged electrical equipment,"7,516","$5,196,000.00",15,"$3,548,916,540.00",
19813,Nassau,PLAINVIEW WATER DISTRICT,"Upgrade and improve interconnections, Upgrade Inter-Connection","202,164","$1,337,260.00",15,"$3,550,253,800.00",
19236,Nassau,WILLISTON PARK (V),Replace aged chemical appurtenances,"7,516","$1,498,000.00",15,"$3,551,751,800.00",
17996,Nassau,WA OF WESTERN NASSAU CO,"Iron removal at Wells 28A and 28B in Elmont, Upgrade Water Treatment Plant","10,000","$4,429,000.00",15,"$3,556,180,800.00",
19212,Nassau,JERICHO WD,"Water main replacement, Upgrade Transmission, Upgrade Distribution System","58,000","$19,420,000.00",15,"$3,575,600,800.00",
19208,Nassau,JERICHO WD,"Replacement of 1.5MG Syosset water storage tank, New Storage","58,000","$14,621,000.00",15,"$3,590,221,800.00",
19601,Nassau,CITY OF GLEN COVE,"Lead Service Line Inventory, Upgrade Distribution System","28,000","$309,000.00",15,"$3,590,530,800.00",
19323,Nassau,ALBERTSON WD,"Lead service line inventory, Upgrade Distribution System","13,500","$1,156,000.00",15,"$3,591,686,800.00",
18481,Nassau,ROCKVILLE CENTRE (V),Upgrade Water Treatment Plant,"24,700","$943,800.00",15,"$3,592,630,600.00",
18796,Nassau,LONG BEACH (C),"Replace Standpipe with new Storage Tank at Park Place WTP, New Storage","35,000","$17,875,980.00",15,"$3,610,506,580.00",
19038,Nassau,PORT WASHINGTON WD,"Neulist Avenue Well Station Upgrades, Upgrade Water Treatment Plant","34,000","$10,278,000.00",15,"$3,620,784,580.00",
15452,Nassau,PORT WASHINGTON WD,Upgrade Storage,"34,000","$5,560,426.00",15,"$3,626,345,006.00",
19376,Nassau,WILLISTON PARK (V),"Lead service line inventory, Upgrade Distribution System","7,300","$1,137,000.00",15,"$3,627,482,006.00",
19356,Nassau,FREEPORT (V) / Freeport (V),"Lead service line inventory., Upgrade Distribution System","44,199","$500,000.00",15,"$3,627,982,006.00",
19678,Nassau,WATER AUTHORITY OF GREAT NECK NORTH / WA of Great Neck North,"Replacement of 19,000 LF of Asbestos Main, Upgrade Distribution System","32,400","$11,553,000.00",15,"$3,639,535,006.00",
19377,Nassau,WILLISTON PARK (V) / Williston Park (V),"Lead service line replacement., Upgrade Distribution System ","7,300","$7,307,070.00",15,"$3,646,842,076.00",
19375,Nassau,MINEOLA (V) / Mineola (V),"Lead service line inventory., Upgrade Distribution System ","20,600","$1,194,000.00",15,"$3,648,036,076.00",
19374,Nassau,TOWN OF HEMPSTEAD / Hempstead (T),"Lead service line inventory., Upgrade Distribution System","130,000","$741,600.00",15,"$3,648,777,676.00",
19363,Nassau,GARDEN CITY (V) / Garden City (V),"Lead service line inventory., Upgrade Distribution System","22,384","$3,468,100.00",15,"$3,652,245,776.00",
19359,Nassau,JERICHO WD / Jericho WD,"Lead service line replacement., Upgrade Distribution System","58,000","$9,292,000.00",15,"$3,661,537,776.00",
19358,Nassau,JERICHO WD / Jericho WD,"Lead service line inventory., Upgrade Distribution System","58,000","$1,372,000.00",15,"$3,662,909,776.00",
18960,Nassau,GLEN COVE CITY / Glen Cove (C),"Construction of PTAS at Duck Pond Rd, Upgrade Water Treatment Plant","28,000","$16,300,000.00",15,"$3,679,209,776.00",
19355,Nassau,OLD WESTBURY (V) / Old Westbury (V),"Lead service line inventory., Upgrade Distribution System","4,600","$1,122,000.00",15,"$3,680,331,776.00",
19353,Nassau,ROSLYN WD / Roslyn WD,"Lead service line inventory., Upgrade Distribution System","18,619","$3,811,510.00",15,"$3,684,143,286.00",
19854,Nassau,LIDO-POINT LOOKOUT WATER DISTRICT / Hempstead (T),"Lead Service Line Inventory, Upgrade Distribution System","4,121","$102,136.00",15,"$3,684,245,422.00",
19857,Nassau,HEMPSTEAD (T) / Hempstead (T),"Lead Service Line Inventory, Multiple Water Districts (Bowling Green Estates, East Meadow, Uniondale, Levittown, and Roosevelt Field WD), Upgrade Distribution System","15,538","$2,105,350.00",15,"$3,686,350,772.00",
19325,Nassau,PORT WASHINGTON WD / Port Washington WD,"Lead service line inventory., Upgrade Distribution System","30,000","$1,236,000.00",15,"$3,687,586,772.00",
19324,Nassau,CARLE PLACE WD / Carle Place WD,"Lead service line inventory., Upgrade Distribution System","9,000","$1,145,000.00",15,"$3,688,731,772.00",
19322,Nassau,WESTBURY WD / Westbury WD,"Lead service line inventory., Upgrade Distribution System","20,500","$1,186,000.00",15,"$3,689,917,772.00",
19285,Nassau,LOCUST VALLEY WD / Locust Valley Water District,"Replacement of all existing outdated water meters., New Other Expenses, New Other (OT)","7,500","$1,725,000.00",15,"$3,691,642,772.00",
19220,Nassau,BETHPAGE WATER DISTRICT / Bethpage WD,"Installation of new North to South Transmission Main., New Transmission","28,100","$10,675,476.00",15,"$3,702,318,248.00",
19241,Nassau,OLD WESTBURY (V) / Old Westbury (V),"Rehab Rolling Hill Lane water storage tank., Upgrade Storage","3,200","$2,396,000.00",15,"$3,704,714,248.00",
19858,Nassau,GARDEN CITY (V) / Garden City (V),"Lead Service Line Replacement, Upgrade Distribution System","28,000","$39,717,250.00",15,"$3,744,431,498.00",
19856,Nassau,WATER AUTHORITY OF WESTERN NASSAU CO / Hempstead (T),"Lead Service Line Replacement, Upgrade Distribution System","8,250","$20,147,685.00",15,"$3,764,579,183.00",
19228,Nassau,ROSLYN WD / Roslyn Water District,"Installation of natural gas generator at Plant No. 3 + 4,","17,000","$655,750.00",10,"$3,765,234,933.00",
19234,Nassau,SANDS POINT (V) / Sands Point (V),"Replacement emergency power generator,","2,800","$2,656,000.00",10,"$3,767,890,933.00",
19482,Nassau,LONG BEACH (C) / Long Beach (C),"Replacement of water mains within the ""Walks"" area of the City of Long Beach, Upgrade Distribution System","35,000","$1,075,000.00",10,"$3,768,965,933.00",
19050,Nassau,WEST HEMPSTEAD WD / West Hempstead WD,"Birch Street WTP Electrical Resiliency Improvements, Upgrade Water Treatment Plant","32,031","$5,706,200.00",10,"$3,774,672,133.00",
19048,Nassau,ROCKVILLE CENTRE (V) / Rockville Centre (V),"Water Main Replacement, Upgrade Distribution System","24,700","$4,270,425.00",10,"$3,778,942,558.00",
19413,Nassau,ROCKVILLE CENTRE (V) / Rockville Centre (V),"Replaacement of undersized distribution main along several roads, Upgrade Distribution System","24,700","$1,285,275.00",10,"$3,780,227,833.00",
18643,Nassau,WA OF GREAT NECK NORTH / WAGNN,"Watermain replacement project, Upgrade Distribution System","31,400","$8,763,714.00",10,"$3,788,991,547.00",
19200,Nassau,CARLE PLACE WD / Carle Place WD,Upgrade Distribution System,"9,005","$14,022,000.00",10,"$3,803,013,547.00",
19865,Nassau,WATER AUTH OF WESTERN NASSAU COUNTY / WAWNC,"Installation of additional AOP reactor at Station No. 57., Upgrade Water Treatment Plant","122,276","$1,573,000.00",10,"$3,804,586,547.00",
19183,Nassau,WESTBURY WD / Westbury Water District,"Replacement of aging water mains, Upgrade Distribution System","20,500","$12,339,000.00",10,"$3,816,925,547.00",
18743,Niagara,NORTH TONAWANDA (C) / North Tonawanda (C),"WTP Improvements., Upgrade Water Treatment Plant","31,568",$0.00,60,"$3,816,925,547.00",
18587,Niagara,NIAGARA FALLS WATER BOARD / Niagara Falls Water Board,"Beech Ave Storage Tank Replacement., Upgrade Storage","48,500","$15,240,000.00",60,"$3,832,165,547.00",
19056,Niagara,NIAGARA FALLS WATER BOARD / Niagara Falls Water Board,"Water Main Replacement and WTP Upgrades, Upgrade Water Treatment Plant, Upgrade Distribution System","55,593","$10,025,000.00",55,"$3,842,190,547.00",
19176,Niagara,NORTH TONAWANDA (C) / North Tonawanda (C),"Phase 2 - Filter Improvements, Upgrade Water Treatment Plant","30,409","$16,315,200.00",55,"$3,858,505,747.00",
18294,Niagara,LOCKPORT (C) / Lockport (C),Upgrade Transmission,"21,165",$0.00,50,"$3,858,505,747.00",
19803,Niagara,NIAGARA FALLS WATER BOARD / Niagara Falls Water Board,"2024 Capital Improvement Project, WM Replacement, Upgrade Distribution System","48,500","$6,560,000.00",40,"$3,865,065,747.00",
19807,Niagara,LOCKPORT (C) / Lockport (C),"Lead Service Line Replacement, Upgrade Distribution System","4,150","$20,477,044.00",40,"$3,885,542,791.00",
18253,Niagara,NIAGARA WATER IMPROVEMENT AREA / Niagara (T),"Rehab 1-MG Lockport Road Storage Tank in (T) Niagara., Upgrade Storage","8,978","$1,193,696.00",40,"$3,886,736,487.00",
19027,Niagara,LOCKPORT (C) / Lockport (C),"Raw Water Pump Station Emergency Generator, Upgrade Pump Station","21,165","$800,000.00",40,"$3,887,536,487.00",
19405,Niagara,NIAGARA FALLS WATER BOARD / Niagara Falls WB,"Lead Service Line Inventory., Upgrade Distribution System","48,500","$472,780.00",40,"$3,888,009,267.00",
19290,Niagara,LOCKPORT (C) / Lockport (C),"Lead Service Line Inventory., Upgrade Distribution System","20,722","$124,630.00",40,"$3,888,133,897.00",
18841,Niagara,NIAGARA FALLS WATER BOARD / Niagara Falls Water Board,"Replacement of aged and undersized distribution main, and appurtenances., Upgrade Distribution System","55,593","$5,300,000.00",35,"$3,893,433,897.00",
19042,Niagara,LEWISTON (V) / Lewiston (V),"Distribution and Transmission Resiliency Upgrades, Upgrade Transmission, Upgrade Distribution System","2,594","$1,200,000.00",35,"$3,894,633,897.00",
19419,Niagara,NEWFANE (T) / Newfane (T),"Replacement of WM on Jackson St and West Lake Rd, Upgrade Distribution System","9,304","$2,200,000.00",35,"$3,896,833,897.00",
19281,Niagara,NORTH TONAWANDA (C) / North Tonawanda (C),"Lead service line inventory., Upgrade Distribution System","1,000","$173,100.00",35,"$3,897,006,997.00",
18588,Niagara,NIAGARA FALLS WATER BOARD / NiagaraFalls Public Water Auth,"Watermain and Lead Service Replacement., Upgrade Distribution System","55,593",$0.00,35,"$3,897,006,997.00",
19226,Niagara,PORTER (T) / Porter (T),"Replacement of WM on 5 Areas of the Town, Upgrade Distribution System","6,070","$6,785,000.00",30,"$3,903,791,997.00",
19109,Niagara,ROYALTON (T) / Royalton (T),"Replacement of WM within the Hamlet of Gasport, Upgrade Distribution System","1,396","$6,430,000.00",25,"$3,910,221,997.00",
18921,Niagara,NEWFANE WD#4 / Newfane (T),"Approximately 2,400 ft main replacement., Upgrade Distribution System","6,196","$1,102,615.00",25,"$3,911,324,612.00",
19511,Niagara,PENDLETON (T) / Pendleton (T),"Replacement of WM on Campbell Blvd, New Distribution System","7,035","$1,886,000.00",10,"$3,913,210,612.00",
19786,NY City,NEW YORK CITY / NYCMWFA,"Hillview Reservoir Improvements - Chemical Storage and Chemical Feed Bldgs (HVR-200 & HVR-210) - Phase 2 of DWSRF #19782, Upgrade Surface Water Treatment Rule Compliance Facility","8,271,000","$1,145,000,000.00",130,"$5,058,210,612.00",
19782,NY City,NEW YORK CITY / NYCMWFA,"Hillview Reservoir Improvements - Chemical Storage and Chemical Feed Bldgs (HVR-200 & HVR-210), Upgrade Surface Water Treatment Rule Compliance Facility","8,271,000","$75,000,000.00",130,"$5,133,210,612.00",
19502,NY City,NEW YORK CITY / NYCMWFA,"3rd city tunnel, stage2 Bkln/Qns, shaft 17B-1 & 18B-1 [Phase 3 of DWSRF 18828)], New Transmission","8,271,000","$75,000,000.00",85,"$5,208,210,612.00",
19739,NY City,NEW YORK CITY / NYCMWFA,"3rd city tunnel, stage2 Bkln/Qns, shaft 17B-1 & 18B-1 [Phase 4 of DWSRF 18828)], New Transmission","8,271,000","$66,000,000.00",85,"$5,274,210,612.00",
19504,NY City,NEW YORK CITY / NYCMWFA,"Kensico-Eastview Connection - Phase 2, Upgrade Transmission","8,271,000","$100,000,000.00",50,"$5,374,210,612.00",
19740,NY City,NEW YORK CITY / NYCMWFA,"Kensico-Eastview Connection - Phase 3, Upgrade Transmission","8,271,000","$1,500,000,000.00",50,"$6,874,210,612.00",
19595,NY City,NEW YORK CITY / NYCMWFA,"Lead Service Line Replacement (Area G)., Upgrade Distribution System","59,637","$11,354,131.00",40,"$6,885,564,743.00",
19599,NY City,NEW YORK CITY / NYCMWFA,"Lead Service Line Replacement (Area J)., Upgrade Distribution System","82,433","$5,984,608.00",40,"$6,891,549,351.00",
19596,NY City,NEW YORK CITY / NYCMWFA,"Lead Service Line Replacement (Area I)., Upgrade Distribution System","76,002","$8,744,177.00",40,"$6,900,293,528.00",
19594,NY City,NEW YORK CITY / NYCMWFA,"Lead Service Line Replacement (Area H)., Upgrade Distribution System","71,010","$7,580,503.00",40,"$6,907,874,031.00",
19321,NY City,NEW YORK CITY / NYCMWFA,"Lead service line replacement (Area F)., Upgrade Distribution System","15,168","$8,365,970.00",40,"$6,916,240,001.00",
19320,NY City,NEW YORK CITY / NYCMWFA,"Lead service line replacement (Area E)., Upgrade Distribution System","37,749","$14,411,320.00",40,"$6,930,651,321.00",
