Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,Source Document
17871,Monroe,BRIGHTON (T) / MCWA,"main replacement on Howard Ave, Summitt Dr, Edgeview La, Holyvale Dr., and Lynwood Dr, Upgrade Distribution System",750,"$920,100",10,"$1,535,232,384",NY_Y0_multiyear-0004
17879,Monroe,FAIRPORT (V) / MCWA,"Replacement 2650 lf main on Summit St., Upgrade Distribution System",300,"$492,500",10,"$1,535,724,884",NY_Y0_multiyear-0004
17767,Monroe,SHOEMAKER WD EXT. #5 / Webster (T),New Distribution System,18,"$56,000",5,"$1,535,780,884",NY_Y0_multiyear-0004
17763,Monroe,KLEM ROAD WD / Webster (T),New Distribution System,25,"$200,000",5,"$1,535,980,884",NY_Y0_multiyear-0004
18448,Montgomery,FONDA (V) WATER WORKS / Fonda (V),"Water system improvements, Upgrade Surface Water Treatment Rule Compliance Facility, Upgrade Transmission, Upgrade Storage. NOTE: Short - Term Loan Closed, Project Cost Shown is Remaining Balance Not Funded With Short Term Loan","1,080",$0,1105,"$1,535,980,884",NY_Y0_multiyear-0004
18051,Montgomery,FULTONVILLE VILLAGE PWS / Fultonville (V),"Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Distribution System. NOTE: Short - Term Loan Closed, Project Cost Shown is Remaining Balance Not Funded With Short Term Loan",740,$0,1090,"$1,535,980,884",NY_Y0_multiyear-0004
18449,Montgomery,FORT PLAIN (V) WATER WORKS / Fort Plain (V),"Upgrade Transmission, Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System","2,400",$0,55,"$1,535,980,884",NY_Y0_multiyear-0004
18470,Montgomery,AMSTERDAM (C) / Amsterdam (C),"Water system upgrades, Upgrade Water Treatment Plant, Upgrade Storage","20,700",$0,40,"$1,535,980,884",NY_Y0_multiyear-0004
18412,Montgomery,CANAJOHARIE (V) WATER WORKS / Canajoharie (V),"Storage tank replacement; storage tank rehabilitation; distribution upgrades, New Storage, Upgrade Storage, Upgrade Distribution System","2,300","$2,750,000",40,"$1,538,730,884",NY_Y0_multiyear-0004
18894,Montgomery,PALATINE BRIDGE (V) WATER WORKS / Palatine Bridge (V),"Rt. 5 Watermain Replacement., Upgrade Distribution System",890,"$470,710",30,"$1,539,201,594",NY_Y0_multiyear-0004
18810,Nassau,WA OF GREAT NECK NORTH / Water Auth - Great Neck North,"Phase 2 of Project #18146. Provide resiliency and redundancy by raising wellhead elevations at wells 2A, 5, 6, 8 and 11A; installing backup generators at wells 6 and 10A; Portable generator replacement., Upgrade Other Expenses, Upgrade Other (OT). NOTE: Short - Term Loan Closed, Project Cost Shown is Remaining Balance Not Funded With Short Term Loan","31,400",$0,1020,"$1,539,201,594",NY_Y0_multiyear-0004
18965,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"1,4-dioxane and nitrate treatment for Well Nos. 1A & 2A at Levittown WD, Upgrade Water Treatment Plant","110,000","$18,128,000",130,"$1,557,329,594",NY_Y0_multiyear-0005
17405,Nassau,PLAINVIEW WD / Oyster Bay (T),"Airstripper and Ion Exchange at Plant 3, New Water Treatment Plant","35,000","$5,889,600",120,"$1,563,219,194",NY_Y0_multiyear-0005
15048,Nassau,MINEOLA (V) / Mineola (V),New Water Treatment Plant,"20,600","$1,855,238",120,"$1,565,074,432",NY_Y0_multiyear-0005
17659,Nassau,HICKSVILLE WD / Hicksville Water District,Upgrade Water Treatment Plant,"47,810","$4,326,000",105,"$1,569,400,432",NY_Y0_multiyear-0005
18670,Nassau,HEMPSTEAD (V) / Hempstead (V),"1,4-dioxane treatment. at Clinton Street Plant, Upgrade Water Treatment Plant","56,000","$5,836,535",90,"$1,575,236,967",NY_Y0_multiyear-0005
16791,Nassau,GLEN COVE CITY / Glen Cove (C),"GAC treatment for wells 30 and 31 Duck Pond Rd., New Water Treatment Plant, Upgrade Ground Water Source","28,000","$490,486",85,"$1,575,727,453",NY_Y0_multiyear-0005
16789,Nassau,GLEN COVE CITY / Glen Cove (C),"Seaman Road Well., New Water Treatment Plant, Upgrade Ground Water Source","28,000","$805,059",$85,"$1,576,532,512",NY_Y0_multiyear-0005
18832,Nassau,ALBERTSON WD / Albertson Water District,"Well #4 GAC - PFOS/PFOA removal, Upgrade Water Treatment Plant","13,500","$9,720,000",$85,"$1,586,252,512",NY_Y0_multiyear-0005
18687,Nassau,MINEOLA (V) / Mineola (V),"Well No. 4 - 1,4-Dioxane Removal., Upgrade Water Treatment Plant","20,600","$8,300,000",80,"$1,594,552,512",NY_Y0_multiyear-0005
18692,Nassau,WESTBURY WD / Westbury WD,"Drexel Avenue 1,4-Dioxane Treatment., Upgrade Water Treatment Plant","20,500","$12,315,000",$80,"$1,606,867,512",NY_Y0_multiyear-0005
18686,Nassau,JERICHO WD / Jericho WD,"Kirby Lane 1,4-Dioxane and PFOA removal., Upgrade Water Treatment Plant","58,000","$9,268,000",80,"$1,616,135,512",NY_Y0_multiyear-0005
18665,Nassau,PORT WASHINGTON WD / Port Washington Water District,"AOP Treatment for 1,4-dioxane at Well Nos. 8,9, and 11., Upgrade Water Treatment Plant","34,000","$18,938,000",80,"$1,635,073,512",NY_Y0_multiyear-0005
18792,Nassau,MANHASSET LAKEVILLE WD / Manhasset-Lakeville WD,"Searingtown Rd. Plant No. 1: 1,4-dioxane removal., Upgrade Water Treatment Plant","43,000","$12,461,000",80,"$1,647,534,512",NY_Y0_multiyear-0005
18967,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"1,4-dioxane treatment for Well No. 13 at Levittown WD, Upgrade Water Treatment Plant","110,000","$9,630,500",$80,"$1,657,165,012",NY_Y0_multiyear-0005
18669,Nassau,TOWN OF HEMPSTEAD WD / Town of Hempstead,"1,4-dioxane treatment for Well Nos. 1 & 3 at the Prospect Ave. Pumping Station. , Upgrade Water Treatment Plant, Upgrade Pump Station","110,000","$5,689,000",80,"$1,662,854,012",NY_Y0_multiyear-0005
18840,Nassau,HICKSVILLE WD / Hicksville Water District,"Plant No. 9 - AOP/GAC treamtent for 1,4-dioxane and PFOA/PFOS removal., Upgrade Water Treatment Plant","47,810","$14,879,000",80,"$1,677,733,012",NY_Y0_multiyear-0005
18963,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"1,4-dioxane treatment for Well Nos. 5 & 11 at East Meadow WD, Upgrade Water Treatment Plant","110,000","$11,896,500",$80,"$1,689,629,512",NY_Y0_multiyear-0005
18663,Nassau,GARDEN CITY (V) / Garden City (V),"Well No. 12 - 1,4-dioxane Treatment.","25,000","$6,089,656",80,"$1,695,719,168",NY_Y0_multiyear-0005
18969,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"1,4-dioxane and nitrate treatment for Well Nos. 7, 11 & 12 at Roosevelt WD, Upgrade Water Treatment Plant","110,000","$29,458,000",80,"$1,725,177,168",NY_Y0_multiyear-0005
18964,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"1,4-dioxane treatment for Well Nos. 5A & 6B at Levittown WD, Upgrade Water Treatment Plant","110,000","$13,493,000",80,"$1,738,670,168",NY_Y0_multiyear-0005
18833,Nassau,MINEOLA (V) / Mineola (V),"Installation of GAC for PFOS/PFOA removal for Plant No. 7, Upgrade Water Treatment Plant","20,600","$4,470,200",80,"$1,743,140,368",NY_Y0_multiyear-0005
18849,Nassau,HICKSVILLE WD / Hicksville WD,"Wellhead treatment of 1,4-dioxane, PFOA and PFOS., Upgrade Other Expenses, New Water Treatment Plant, Upgrade Other (OT)","47,810","$9,419,000",80,"$1,752,559,368",NY_Y0_multiyear-0005
18680,Nassau,BETHPAGE WD / Bethpage WD,"Bethpage WD BGD Plant - 1,4-dioxane removal, Upgrade Water Treatment Plant","33,000","$6,425,000",80,"$1,758,984,368",NY_Y0_multiyear-0005
18674,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"1,4-dioxane and VOC treatment at Well Nos. 5 and 6 at Uniondale WD., Upgrade Water Treatment Plant","110,000","$12,463,000",80,"$1,771,447,368",NY_Y0_multiyear-0005
18784,Nassau,PORT WASHINGTON WD / Port Washington WD,"Well 10: 1,4-dioxane and PFOA removal., Upgrade Water Treatment Plant","34,000","$5,714,000",80,"$1,777,161,368",NY_Y0_multiyear-0005
18782,Nassau,JERICHO WD / Jericho Water District,"Well Nos. 9 & 14: 1,4-dioxane & PFAS removal., Upgrade Water Treatment Plant","58,000","$9,827,950",$80,"$1,786,989,318",NY_Y0_multiyear-0005
18781,Nassau,GARDEN CITY (V) / Garden City (V),"Clinton Rd. Wells 10 & 11: 1,4-Dioxane & PFAS Removal., Upgrade Water Treatment Plant","25,000","$8,893,840",80,"$1,795,883,158",NY_Y0_multiyear-0005
17942,Nassau,WATER AUTHORITY OF WESTERN NASSAU CO. / Water Auth of Western Nassau,"VOC treatment at Wells 15A & !5B, Upgrade Water Treatment Plant","20,000","$2,817,050",70,"$1,798,700,208",NY_Y0_multiyear-0005
16411,Nassau,GLEN COVE CITY / Glen Cove (C),New Water Treatment Plant,"28,000","$2,100,000",$70,"$1,800,800,208",NY_Y0_multiyear-0005
15678,Nassau,MANHASSET LAKEVILLE WD / North Hempstead (T),"Install carbon absorption system at Eden Well, New Water Treatment Plant","43,000","$477,920",$70,"$1,801,278,128",NY_Y0_multiyear-0005
16267,Nassau,HEMPSTEAD (V) / Hempstead (V),Upgrade Storage,"56,000","$5,483,200",$70,"$1,806,761,328",NY_Y0_multiyear-0005
15675,Nassau,MANHASSET LAKEVILLE WD / North Hempstead (T),"Campbell Station, New Water Treatment Plant","43,000","$5,974,000",70,"$1,812,735,328",NY_Y0_multiyear-0005
16423,Nassau,MASSAPEQUA WD / Oyster Bay (T),"Wells #1, 2R, 3, 8, New Water Treatment Plant","43,000","$2,895,330",70,"$1,815,630,658",NY_Y0_multiyear-0005
17656,Nassau,HICKSVILLE WD / Hicksville Water District,"Nitrate Treatment at Plant No.1, Upgrade Water Treatment Plant","47,810","$4,017,000",65,"$1,819,647,658",NY_Y0_multiyear-0005
17657,Nassau,HICKSVILLE WD / Hicksville Water District,"Reactivation of Plant No. 3, Upgrade Water Treatment Plant","47,810","$5,459,000",65,"$1,825,106,658",NY_Y0_multiyear-0005
17271,Nassau,ALBERTSON WD / North Hempstead (T),"New treatment plant, rehab control building, chemical containment, instrumentation, transmission lines and booster pump, New Water Treatment Plant","13,500","$3,613,900",60,"$1,828,720,558",NY_Y0_multiyear-0005
17859,Nassau,JERICHO WD / Oyster Bay (T),"VOC treatment and rehabilitation of pump station # 5 at District office., Upgrade Water Treatment Plant, Upgrade Storage","58,000","$1,040,000",55,"$1,829,760,558",NY_Y0_multiyear-0005
17719,Nassau,PORT WASHINGTON WD / Port Washington Water District,"Nitrate Removal at Well No.4, New Water Treatment Plant","34,000","$2,586,330",55,"$1,832,346,888",NY_Y0_multiyear-0005
17658,Nassau,HICKSVILLE WD / Hicksville Water District,"VOC treatment at Plant No. 5, Upgrade Water Treatment Plant","47,810","$4,429,000",$55,"$1,836,775,888",NY_Y0_multiyear-0005
16456,Nassau,EAST MEADOW WD / Hempstead (T),"New Ground Water Source, Upgrade Distribution System","46,950","$3,100,000",$55,"$1,839,875,888",NY_Y0_multiyear-0005
15046,Nassau,MINEOLA (V) / Mineola (V),New Water Treatment Plant,"20,600","$846,248",$50,"$1,840,722,136",NY_Y0_multiyear-0005
18486,Nassau,SOUTH FARMINGDALE WD / South Farmingdale WD,"Installation of iron removal system at Well No. 1-4., Upgrade Water Treatment Plant","44,700","$2,701,892",$50,"$1,843,424,028",NY_Y0_multiyear-0005
17410,Nassau,PLAINVIEW WD / Oyster Bay (T),"Upgrade booster pump at Plant 6 and new well at Plant 7, New Ground Water Source, Upgrade Pump Station","35,000","$2,206,200",50,"$1,845,630,228",NY_Y0_multiyear-0005
18288,Nassau,LIDO-POINT LOOKOUT WD / Hempstead (T),"Iron Removal - Well 3. , Upgrade Water Treatment Plant","6,000","$4,400,000",50,"$1,850,030,228",NY_Y0_multiyear-0005
15335,Nassau,SOUTH FARMINGDALE WD / South Farmingdale W.D.,"Iron Removal at Plants 5 & 6, Upgrade Water Treatment Plant","44,700","$2,369,000",50,"$1,852,399,228",NY_Y0_multiyear-0005
17865,Nassau,MINEOLA (V) / Mineola (V),"VOC removal at Elm Place Well #1., New Water Treatment Plant","20,600","$2,352,900",45,"$1,854,752,128",NY_Y0_multiyear-0005
17904,Nassau,BETHPAGE WD / Bethpage Water District,"Water District plant control and monitoring system upgrade(SCADA), Upgrade Other Expenses, Upgrade Other (OT)","33,000","$3,355,328",45,"$1,858,107,456",NY_Y0_multiyear-0005
17995,Nassau,WA OF WESTERN NASSAU CO / WA of Western Nassau County,"VOC removal at Wells 15C and 15E in Elmont, Upgrade Water Treatment Plant","20,000","$109,200",$45,"$1,858,216,656",NY_Y0_multiyear-0005
18664,Nassau,OYSTER BAY WD / Oyster Bay Water District,"AOP Treatment at Plant No. 2 for 1,4-Dioxane, Upgrade Water Treatment Plant","8,700","$5,429,000",40,"$1,863,645,656",NY_Y0_multiyear-0005
17660,Nassau,HICKSVILLE WD / Hicksville Water District,Upgrade Water Treatment Plant,"47,810","$5,500,000",40,"$1,869,145,656",NY_Y0_multiyear-0005
18476,Nassau,HICKSVILLE WD / Hicksville Water District,New Water Treatment Plant,"47,810","$1,826,000",40,"$1,870,971,656",NY_Y0_multiyear-0005
18962,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"1,4-dioxane and nitrate treatment for Well Nos. 1 & 2 at the Bowling Green WD, Upgrade Water Treatment Plant","110,000","$14,162,500",$40,"$1,885,134,156",NY_Y0_multiyear-0005
18966,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"1,4-dioxane treatment for Well Nos. 7A & 8A at Levittown WD, Upgrade Water Treatment Plant","110,000","$13,493,000",$40,"$1,898,627,156",NY_Y0_multiyear-0005
18968,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"1,4-dioxane treatment for Well Nos. 6 & 8 at East Meadow WD, Upgrade Water Treatment Plant","110,000","$11,896,500",$40,"$1,910,523,656",NY_Y0_multiyear-0005
18646,Nassau,WESTBURY WD / Westbury Water District,Upgrade Water Treatment Plant,"20,500","$1,134,750",40,"$1,911,658,406",NY_Y0_multiyear-0005
18865,Nassau,WA OF GREAT NECK NORTH / WAGNN,"Wellhead treatment for 1,4-dioxane, PFOA and PFOS removal at Watermill Lane Facility., New Water Treatment Plant","31,400","$17,541,100",40,"$1,929,199,506",NY_Y0_multiyear-0005
16630,Nassau,CARLE PLACE WD / Carle Place WD,"Old Country Road, Carle Place, NY, New Storage","9,005","$1,778,200",35,"$1,930,977,706",NY_Y0_multiyear-0005
16385,Nassau,HEMPSTEAD (V) / Hempstead (V),Upgrade Ground Water Source,"56,000","$4,715,340",$30,"$1,935,693,046",NY_Y0_multiyear-0005
16429,Nassau,MASSAPEQUA WD / Oyster Bay (T),"Proposed New Well No 9, New Ground Water Source","43,000","$1,588,650",$25,"$1,937,281,696",NY_Y0_multiyear-0005
18633,Nassau,HEMPSTEAD (V) / Hempstead (V),"Installation of two new wells and Chemical Feed/Control Bldg., New Other Expenses, New Ground Water Source, New Other (OT)","56,000",$0,25,"$1,937,281,696",NY_Y0_multiyear-0005
18683,Nassau,FARMINGDALE (V) / Farmingdale (V),"Install treatment to remove 1,4-dioxane and PFOA/PFOS from Well Nos. 1-3, 2-2, and 2-3., Upgrade Water Treatment Plant","8,405","$18,245,420",$20,"$1,955,527,116",NY_Y0_multiyear-0005
18649,Nassau,BAYVILLE (V) / Bayville (V),"Install SCADA system and improvements at Well No. 1-3., Upgrade Ground Water Source, Upgrade Distribution System","8,800","$1,210,000",20,"$1,956,737,116",NY_Y0_multiyear-0005
17343,Nassau,WILLISTON PARK (V) / Williston Park (V),"Replace underground fuel tank, Emergency power Well#4, New Other Expenses, New Other (OT)","7,516","$415,605",20,"$1,957,152,721",NY_Y0_multiyear-0005
15668,Nassau,MANHASSET LAKEVILLE WD / North Hempstead (T),"Replace aged and/or undersized mains, Upgrade Distribution System","43,000","$716,880",20,"$1,957,869,601",NY_Y0_multiyear-0005
18961,Nassau,GLEN COVE CITY / Glen Cove (C),"Nancy Court Facility., Upgrade Ground Water Source","28,000","$2,200,000",$20,"$1,960,069,601",NY_Y0_multiyear-0005
15597,Nassau,MANHASSET LAKEVILLE WD / North Hempstead (T),"Construct new ground level storage tank, New Storage","43,000","$955,840",15,"$1,961,025,441",NY_Y0_multiyear-0005
16428,Nassau,MASSAPEQUA WD / Oyster Bay (T),"Well No 7 Replacement of screen and well pump, Upgrade Ground Water Source","43,000","$335,131",$15,"$1,961,360,572",NY_Y0_multiyear-0005
15605,Nassau,MANHASSET LAKEVILLE WD / North Hempstead (T),"Construct a new booster pumping station, New Pump Station","43,000","$477,920",15,"$1,961,838,492",NY_Y0_multiyear-0005
16426,Nassau,MASSAPEQUA WD / Oyster Bay (T),"Well No 6 Replacement of screen and well pump, Upgrade Ground Water Source","43,000","$319,588",15,"$1,962,158,080",NY_Y0_multiyear-0005
18730,Nassau,ROCKVILLE CENTRE (V) / Rockville Centre (V),"Rehab of 750,000 gallon water storage tank, Upgrade Storage","24,700","$4,922,000",15,"$1,967,080,080",NY_Y0_multiyear-0005
16425,Nassau,MASSAPEQUA WD / Oyster Bay (T),"Well No 4 Replacement of screen and well pump, Upgrade Ground Water Source","43,000","$304,906",15,"$1,967,384,986",NY_Y0_multiyear-0005
15370,Nassau,ROCKVILLE CENTRE (V) / Rockville Centre (V),"Rehab well 2b, Upgrade Ground Water Source","24,700","$161,916",15,"$1,967,546,902",NY_Y0_multiyear-0005
16419,Nassau,SANDS POINT (V) / Sands Point (V),New Ground Water Source,"2,800","$3,892,000",15,"$1,971,438,902",NY_Y0_multiyear-0005
16453,Nassau,GARDEN CITY (V) / Garden City (V),New Water Treatment Plant,"25,000","$1,601,702",$15,"$1,973,040,604",NY_Y0_multiyear-0005
15673,Nassau,ROSLYN WD / North Hempstead (T),Upgrade Water Treatment Plant,"17,000","$234,068",15,"$1,973,274,672",NY_Y0_multiyear-0005
15332,Nassau,SOUTH FARMINGDALE WD / South Farmingdale W.D.,"Elevated Tank Repairs & Repainting, Upgrade Storage","44,700","$616,000",15,"$1,973,890,672",NY_Y0_multiyear-0005
16458,Nassau,LEVITTOWN WD / Hempstead (T),"New Ground Water Source, New Transmission","41,800","$4,025,000",$15,"$1,977,915,672",NY_Y0_multiyear-0005
17996,Nassau,WA OF WESTERN NASSAU CO / WA of Western Nassau County,"Iron removal at Wells 28A and 28B in Elmont, Upgrade Water Treatment Plant","10,000","$4,429,000",15,"$1,982,344,672",NY_Y0_multiyear-0005
15374,Nassau,ROCKVILLE CENTRE (V) / Rockville Centre (V),"Rehab well 3a, Upgrade Ground Water Source","24,700","$290,975",15,"$1,982,635,647",NY_Y0_multiyear-0005
18504,Nassau,GARDEN CITY (V) / Garden City (V),"Old Country Rd Tank Replacement, Upgrade Storage","25,000","$8,495,000",15,"$1,991,130,647",NY_Y0_multiyear-0005
18510,Nassau,MASSAPEQUA WD / Oyster Bay (T),"Joint water main replacement in Massapequa, Bethpage and South Farmingdale Water Districts., Upgrade Distribution System","43,000","$10,001,000",15,"$2,001,131,647",NY_Y0_multiyear-0005
17711,Nassau,FARMINGDALE (V) / Village of Farmingdale,Upgrade Storage,"8,405","$1,099,010",15,"$2,002,230,657",NY_Y0_multiyear-0005
17710,Nassau,OYSTER BAY WD / Oyster Bay Water District,"Rehabilitation of Plant No. 8 Water Storage Tank, Upgrade Storage","8,700","$1,030,000",15,"$2,003,260,657",NY_Y0_multiyear-0005
18515,Nassau,OYSTER BAY WD / Oyster Bay (T),"Emergency interconnection between Oyster Bay WD and Locust Valley WD, New Transmission, New Inter-Connection","8,700","$715,000",15,"$2,003,975,657",NY_Y0_multiyear-0005
17706,Nassau,WA OF WESTERN NASSAU / Water Authority Western Nassau,Upgrade Transmission,"2,000","$109,200",15,"$2,004,084,857",NY_Y0_multiyear-0005
15359,Nassau,ROCKVILLE CENTRE (V) / Rockville Centre (V),"Rehab. wells 1a & 1b, Upgrade Ground Water Source","24,700","$153,017",15,"$2,004,237,874",NY_Y0_multiyear-0005
15461,Nassau,PORT WASHINGTON WD / North Hempstead (T),New Transmission,"34,000","$476,000",15,"$2,004,713,874",NY_Y0_multiyear-0005
