Rank,Project Sponsor,Project Number,Project Name,Population,Building Cost,Support Cost,Estimated Cost,Cat A,Cat B,Cat C.a,Cat C.b,Cat C.c,Cat C.d,Cat D,Cat E,Rank Points,SFY Project Expected Funding,BIL Eligibility
758,Verona Township,0720001-001,Water Utility Asset Management Plan,14572,55000,2492000,66000,1,0,0,0,0,0,0,0.14,1.14,2027,BIL (GEN)
759,Seaside Park Borough,1527001-003,Water Asset Management Plan,3753,70200,31590,101790,1,0,0,0,0,0,0,0.13,1.13,2027,BIL (GEN)
760,Jefferson Township,1414011-002,Water System Asset Management Plan,8500,100000,480000,120000,1,0,0,0,0,0,0,0.08,1.08,2027,BIL (GEN)
761,Spotswood Borough,1224001-002,SPOTSWOOD WATER MASTER PLAN,8257,85265,123634,208899,1,0,0,0,0,0,0,0.08,1.08,2027,BIL (GEN)
763,Woodland Park Borough,1616001-001,Extension of water mains to service homes that are on private wells,5030,1730000,1021200,2751200,1,0,0,0,0,0,0,0.05,1.05,2030,BIL (GEN)
765,High Bridge Borough,1014001-001,Asset Management Plan for the High Bridge Water System,3900,-,25000,25000,1,0,0,0,0,0,0,0.04,1.04,N/A,BIL (GEN)
766,Pennington Borough,1108001-004,Asset Management Plan for Pennington Water Utility ',2585,300000,-,435000,1,0,0,0,0,0,0,0.03,1.03,2027,BIL (GEN)
767,Pennington Borough,1108001-003,Asset Management Plan for Pennington Water Utility,2585,100000,3971626,120000,1,0,0,0,0,0,0,0.03,1.03,2030,BIL (GEN)
768,Sea Girt Borough,1344001-005,Sea Girt Borough CMMS,2552,100000,45000,145000,1,0,0,0,0,0,0,0.03,1.03,2027,BIL (GEN)
769,Hardyston Municipal Utilities Authority,1911006-003,Asset Management Plan,1963,-,100000,100000,1,0,0,0,0,0,0,0.02,1.02,2030,BIL (GEN)
770,Waterford Township,0435003-002,Haines Blvd Water Extension,,1833210,950000,2199852,1,0,0,0,0,0,0,0.01,1.01,2027,BIL (GEN)
