Rank,Project Sponsor,Project Number,Project Name,Population,Building Cost,Support Cost,Estimated Cost,Cat A,Cat B,Cat C.a,Cat C.b,Cat C.c,Cat C.d,Cat D,Cat E,Rank Points,"Actual/ Anticipated
Funding Status",BIL Eligibility
707,Pemberton Township,0329004-005,Replacing Well #4 with Well #14,10815,265000,247000,512000,15,0,15,0,0,0,15,0.11,45.10815,Beyond 2026,BIL(GEN)
707,Pemberton Township,0329004-010,Conversion of test well #14 to production well,10815,400000,280000,680000,15,0,15,0,0,0,15,0.11,45.10815,Beyond 2026,BIL(GEN)
708,Pine Hill Municipal Utilities Authority,0428002-005,PRM Backup Well #4 and Decommision of Wells #6 & #7,10233,760000,1083914,912000,15,0,0,0,0,0,30,0.1,45.10233,Beyond 2026,BIL(GEN)
709,Brigantine City,0103001-501,Installation of Generators at well,11117,677100,304695,981795,45,0,0,0,0,0,0,0.09,45.0945,2026,BIL (GEN)
710,Seaside Heights Borough,1526001-004,Seaside Heights - New Source Well,7667,2750000,660000,4050000,15,0,15,0,0,0,0,0.08,45.07667,Beyond 2026,BIL(GEN)
711,Tuckerton Borough,1532002-001,2022 Rehabilitation of Well #3 and Well #4,3347,210000,1533316,255200,15,0,15,0,0,0,0,0.06,45.06285,Funded,BIL (GEN)
712,Washington Township Municipal Utilities Authority,1438004-002,WTMUA - Water System Improvements,7500,800000,421300,1000000,45,0,0,0,0,0,0,0.05,45.04866,Beyond 2026,BIL (GEN)
714,West Milford Municipal Utilities Authority,1615016-002,Replace Generator,1625,78000,74100,152100,45,0,0,0,0,0,0,0.02,45.01625,Beyond 2026,BIL(GEN)
714,West Milford Municipal Utilities Authority,1615016-002/500,Milford Emergency Power Generators,1625,78000,15600,93600,45,0,0,0,0,0,0,0.02,45.01625,Beyond 2026,BIL(GEN)
716,Forest Lakes Water Company,1904003-001,Installation of two generators,1500,110000,77000,187000,45,0,0,0,0,0,0,0.02,45.015,Beyond 2026,BIL(GEN)
717,West Milford Municipal Utilities Authority,1615018-002,Replace Generator,1260,60000,42000,102000,45,0,0,0,0,0,0,0.01,45.0126,Beyond 2026,BIL(GEN)
717,West Milford Municipal Utilities Authority,1615018-002/500,Bald Eagle Emergency Power Generators,1260,60000,12000,72000,45,0,0,0,0,0,0,0.01,45.0126,Beyond 2026,BIL(GEN)
718,West Milford Municipal Utilities Authority,1615014-001,Replace Generator,700,78000,74100,152100,45,0,0,0,0,0,0,0.01,45.007,Beyond 2026,BIL(GEN)
718,West Milford Municipal Utilities Authority,1615014-001/500,Crescent Park Emergency Power Generators,700,78000,15600,93600,45,0,0,0,0,0,0,0.01,45.007,Beyond 2026,BIL(GEN)
719,West Milford Municipal Utilities Authority,1615012-002,Replace Generator,635,78000,74100,152100,45,0,0,0,0,0,0,0.01,45.00635,Beyond 2026,BIL(GEN)
719,West Milford Municipal Utilities Authority,1615012-002/500,Awosting Emergency Power Generators,635,78000,15600,93600,45,0,0,0,0,0,0,0.01,45.00635,Beyond 2026,BIL(GEN)
720,West Milford Municipal Utilities Authority,1615002-002,Replace Generator,600,60000,57000,117000,45,0,0,0,0,0,0,0.01,45.006,Beyond 2026,BIL(GEN)
720,West Milford Municipal Utilities Authority,1615002-002/500,Greenbrook Emergency Power Generators,600,60000,12000,72000,45,0,0,0,0,0,0,0.01,45.006,Beyond 2026,BIL(GEN)
721,West Milford Municipal Utilities Authority,1615001-002,Replace Generator,180,60000,57000,117000,45,0,0,0,0,0,0,0,45.0018,Beyond 2026,BIL(GEN)
721,West Milford Municipal Utilities Authority,1615001-002/500,Birch Hill Emergency Power Generator,180,60000,12000,72000,45,0,0,0,0,0,0,0,45.0018,Beyond 2026,BIL(GEN)
722,West Milford Municipal Utilities Authority,1615006-002,Replace Generator,115,25000,23750,48750,45,0,0,0,0,0,0,0,45.00115,Beyond 2026,BIL(GEN)
722,West Milford Municipal Utilities Authority,1615006-002/500,Parkway Emergency Power Generator,805,25000,5000,30000,45,0,0,0,0,0,0,0,45.00115,Beyond 2026,BIL(GEN)
723,"NJ American Water Company, Inc.",1345001-007,Monterey Iron Removal,289553,5000000,2460000,7460000,40,0,0,0,0,0,0,2.9,42.89553,Beyond 2026,BIL(GEN)
724,"NJ American Water Company, Inc.",2004002-009,Installation of New Water Meters,610000,161448,113012,274460,35,0,0,0,0,0,0,6.1,41.1,Beyond 2026,BIL(GEN)
725,Netcong Borough,1428001-001,Water System Assment Management Plan,3250,95000,350000,114000,1,0,15,5,0,0,0,0.03,41.03342,Beyond 2026,BIL (GEN)
726,Belleville Township,0701001-005,Replacement of Water meters,35928,3000000,1580000,4580000,25,0,0,0,0,0,15,0.36,40.35928,Beyond 2026,BIL(GEN)
727,"NJ American Water Company, Inc.",0508001-007,Replacement of Water Meters,28071,1000563,700246,1700809,25,0,0,0,0,0,15,0.28,40.28071,Beyond 2026,BIL(GEN)
728,South Orange Village,0719001-007,Replace Pressure Reducing Valves,16198,160000,72000,232000,30,0,0,5,0,0,0,0.17,40.16964,Beyond 2026,BIL (GEN)
729,East Hanover Township,1410001-001,Renovation of treatment plant - addition of ion exchange for well #1 & #2,10000,900000,630000,1530000,40,0,0,0,0,0,0,0.1,40.1,Beyond 2026,BIL(GEN)
730,Florham Park Borough,1411001-001,Construction of Water Treatment Facility for removal of manganese,8857,5198709,2547431,7746140,40,0,0,0,0,0,0,0.09,40.08857,Beyond 2026,BIL(GEN)
731,High Bridge Borough,1014001-002,Improvements to the High Bridge Water System,3900,876465,200293,1076758,25,0,0,0,0,15,0,0.03,40.033,Beyond 2026,BIL (GEN)
732,"NJ American Water Company, Inc.",1345001-014,Installation of New Water Meters,289553,96139,67287,163426,35,0,0,0,0,0,0,2.9,37.89553,Beyond 2026,BIL(GEN)
733,"NJ American Water Company, Inc.",0327001-012,Installation of New Water Meters,253045,116624,81635,198259,35,0,0,0,0,0,0,2.53,37.53045,Beyond 2026,BIL(GEN)
734,Brick Township Municipal Utilities Authority,1506001-007,Chlorine Disinfection System Relocation,100000,2400000,1734000,4134000,1,0,20,0,0,0,15,1.34,37.34108,Beyond 2026,BIL(GEN)
735,"NJ American Water Company, Inc.",0712001-014,Installation of New Water Meters,217230,171818,120271,292089,35,0,0,0,0,0,0,2.17,37.1723,Beyond 2026,BIL(GEN)
736,Brick Township Municipal Utilities Authority,1506001-018,DPCC/DCR/ESA and Driveway Improvement Project,75072,2500000,385000,3177600,1,0,20,0,0,0,0,0.87,36.86898,Beyond 2026,BIL (GEN)
737,Willingboro Municipal Utilities Authority,0338001-005,Energy Savings Improvement Program (DW),35000,1571647,2280000,1885976,1,0,20,0,0,0,15,0.35,36.35,2026,BIL (GEN)
738,Bellmawr Borough,0404001-003,Replacement of water mains will be needed to serve a brownfield redevel,11583,6100000,2944000,9044000,1,0,0,0,5,0,30,0.12,36.11583,Beyond 2026,BIL(GEN)
738,Bellmawr Borough,0404001-004,A new 0.3 MG storage tank is needed to serve a Brownfield redevelopmen,11583,380000,266000,646000,1,0,0,0,5,0,30,0.12,36.11583,Beyond 2026,BIL(GEN)
739,"NJ American Water Company, Inc.",0323001-003,Installation of New Water Meters,42035,7092,4962,12054,35,0,0,0,0,0,0,0.42,35.42035,Beyond 2026,BIL(GEN)
740,Willingboro Municipal Utilities Authority,0338001-013,Replacement of Well No. 1,34731,433200,1593456,2026656,15,0,20,0,0,0,0,0.38,35.37731,Beyond 2026,BIL(GEN)
741,Burlington Township,0306001-002,Rehabilitate well #4,22000,75000,-3000,72000,15,0,20,0,0,0,0,0.22,35.22,Beyond 2026,BIL(GEN)
742,South Orange Village,0719001-004,Farrell Field (Walton Ave & Audley St.) Interconnection Rehab.,16198,83000,37350,120350,30,0,0,5,0,0,0,0.17,35.16964,Beyond 2026,BIL(GEN)
743,South Orange Village,0719001-003,South Orange Ave and Holland Road Interconnection Rehabilitation,16198,82500,57750,140250,30,0,0,5,0,0,0,0.16,35.16198,Beyond 2026,BIL(GEN)
744,"NJ American Water Company, Inc.",1605001-003,Installation of New Water Meters,11247,92036,64422,156458,35,0,0,0,0,0,0,0.11,35.11247,Beyond 2026,BIL(GEN)
745,Collier Services,1328300-005,Install new meters and water conservation devices at Collier Services Bldg,350,3000,2100,5100,35,0,0,0,0,0,0,0,35.0035,Beyond 2026,BIL(GEN)
746,"NJ American Water Company, Inc.",0712001-004,Interconnection of Twin Lake and Short Hill Systems,217230,600000,420000,1020000,30,0,0,0,0,0,0,2.17,32.1723,Beyond 2026,BIL(GEN)
747,Garfield City,0221001-007,Upgrade to SCADA,29780,50000,35000,85000,1,0,0,0,0,0,30,0.3,31.2978,Beyond 2026,BIL(GEN)
748,Little Egg Harbor Municipal Utilities Authority,1516001-500,Radio Road Water Treatment Plant,20065,452200,382110,834310,1,0,15,0,0,0,15,0.2,31.20065,Beyond 2026,BIL(GEN)
749,Hammonton Town,0113001-010,SCADA System/Water Meter Replacment Proj,11300,200000,34000,234000,1,0,15,0,0,0,15,0.11,31.113,Beyond 2026,BIL(GEN)
750,Pemberton Township,0329004-008,Various Water System Improvements,10815,250000,234000,484000,1,0,15,0,0,0,15,0.11,31.10815,Beyond 2026,BIL(GEN)
751,"NJ American Water Company, Inc.",2004002-010,Replacement of Water Meters,610000,1847297,1072808,2920105,25,0,0,0,0,0,0,6.1,31.1,Beyond 2026,BIL(GEN)
752,Lower Township Municipal Utilities Authority,0505002-001,Extension of water mains to service homes that are on private wells,9700,5000000,2460000,7460000,1,0,0,0,0,0,30,0.1,31.097,Beyond 2026,BIL(GEN)
752,Lower Township Municipal Utilities Authority,0505002-002,Installation of well #10,9700,1500000,920000,2420000,1,0,0,0,0,0,30,0.1,31.097,Beyond 2026,BIL(GEN)
753,Franklin Township - Gloucester,1808001-007,Construction of an interconnection w/ New Brunswick City,50000,600000,164000,764000,30,0,0,0,0,0,0,0.5,30.5,Beyond 2026,BIL(GEN)
754,Englishtown Borough,1326001-001,New Water Supply Well,1419,958375,,1322050,15,0,15,0,0,0,0,0.46,30.46196,Beyond 2026,BIL (GEN)
755,Jackson Township Municipal Utilities Authority,1511001-006,Construction of back up well for Manhattan Water Treatment Plant,32600,489080,342355,831435,15,0,15,0,0,0,0,0.33,30.326,Beyond 2026,BIL(GEN)
756,"NJ American Water Company, Inc.",0508001-003,Third Street Well Replacement,28071,2000000,1140000,3140000,15,0,0,0,0,0,15,0.28,30.28071,Beyond 2026,BIL(GEN)
757,East Windsor Municipal Utilities Authority,1101002-008,Administration & Maintenance Building,29758,16106023,300000,19601727,15,0,0,0,0,15,0,0.25,30.25,Beyond 2026,BIL (GEN)
758,Berlin Borough,0405001-007,"Redrilling of well, approximately 450 feet deep",13121,600000,420000,1020000,15,0,15,0,0,0,0,0.13,30.13121,Beyond 2026,BIL(GEN)
759,Pompton Lakes Municipal Utilities Authority,1609001-010,Pompton Ave Water Main Installation,70,1277500,250000,1646200,30,0,0,0,0,0,0,0.11,30.11435,Beyond 2026,BIL (GEN)
760,Hopatcong Borough,1912001-008,"Install new well and construct associated treatment facilities, SCADA syste",7900,666000,466200,1132200,15,0,15,0,0,0,0,0.08,30.079,Beyond 2026,BIL(GEN)
760,Hopatcong Borough,1912001-010,Construction of a new surface water treatment plant for reactivated Elbo,7900,1800000,1052000,2852000,15,0,15,0,0,0,0,0.08,30.079,Beyond 2026,BIL(GEN)
761,Hightstown Borough,1104001-002,"New Well #3 - Upgrades to plant, well house and pump",5567,500000,350000,850000,15,0,15,0,0,0,0,0.06,30.05567,Beyond 2026,BIL(GEN)
762,National Park Borough,0812001-002,Redevelopment/ Rehabilitation to Well 5 with a new well house,3289,94100,62850,156950,15,0,0,0,0,0,15,0.03,30.03289,Beyond 2026,BIL(GEN)
763,Sparta Township,1918003-001,Installation of a water main interconnection,1618,545700,-21828,523872,30,0,0,0,0,0,0,0.02,30.01618,Beyond 2026,BIL(GEN)
764,Fountainhead Properties Incorporate,1511013-003,Rehabilitation of well #2,280,36050,24558,60608,15,0,15,0,0,0,0,0,30.0028,Beyond 2026,BIL(GEN)
764,Fountainhead Properties Incorporate,1511013-004,Improvements/Replacement of well #1,280,138450,50462,188912,15,0,15,0,0,0,0,0,30.0028,Beyond 2026,BIL(GEN)
765,Lake Glenwood Village,1922010-005,New well #8 for upper system,250,110000,49500,159500,15,0,15,0,0,0,0,0,30.0025,Beyond 2026,BIL(GEN)
766,"NJ American Water Company, Inc.",1345001-015,Replacement of Water Meters,289553,758658,531058,1289716,25,0,0,0,0,0,0,2.9,27.89553,Beyond 2026,BIL(GEN)
767,"NJ American Water Company, Inc.",0327001-013,Replacement of Water Meters,253045,6810000,3256400,10066400,25,0,0,0,0,0,0,2.53,27.53045,Beyond 2026,BIL(GEN)
768,"NJ American Water Company, Inc.",0712001-015,Replacement of Water Meters,217230,3459147,1782022,5241169,25,0,0,0,0,0,0,2.17,27.1723,Beyond 2026,BIL(GEN)
769,"NJ American Water Company, Inc.",1103002-001,Replacement of Water Meters,120000,4414176,2202235,6616411,25,0,0,0,0,0,0,1.2,26.2,Beyond 2026,BIL(GEN)
770,Allentown Borough,1302001-001,Asset Management Plan,1788,42500,713244,61625,1,0,15,0,0,0,0,0.02,26.02,Beyond 2026,BIL (GEN)
771,Ridgewood Village,0215001-024,"Replacement of 14,629 water meters with radio frequency meters",61700,4235435,2123590,6359025,25,0,0,0,0,0,0,0.62,25.617,Beyond 2026,BIL(GEN)
772,Franklin Township - Gloucester,1808001-005,Replace Water Meters,50000,3500000,1800000,5300000,25,0,0,0,0,0,0,0.5,25.5,Beyond 2026,BIL(GEN)
773,North Brunswick Township,1215001-006,Water Meter Replacement,42392,4500000,,5427000,25,0,0,0,0,0,0,0.42,25.42392,Beyond 2026,BIL(GEN)
774,"NJ American Water Company, Inc.",0323001-004,Replacement of Water Meters,42035,1796443,1047794,2844237,25,0,0,0,0,0,0,0.42,25.42035,Beyond 2026,BIL(GEN)
775,Margate City,0116001-002,Margate Water Meter Project,22333,2427116,750816,2912539,25,0,0,0,0,0,0,0.22,25.22333,Beyond 2026,BIL(GEN)
776,Lyndhurst Township,0232001-003,Township Wide Water Meter Replacement Program,22453,3000000,,3600000,25,0,0,0,0,0,0,0.21,25.205,Beyond 2026,BIL(GEN)
778,Bordentown City,0303001-001,Water Meter Replacement Program,16663,2350000,192000,2900000,25,0,0,0,0,0,0,0.16,25.15821,Beyond 2026,BIL (GEN)
779,Highland Park Borough,1207001-001,2018-19 Water System Improvements,14245,2350000,882000,3232000,25,0,0,0,0,0,0,0.14,25.14,Beyond 2026,BIL (GEN)
780,Clinton Town,1005001-007,Replace Water Meters,12500,699465,314759,1014224,25,0,0,0,0,0,0,0.13,25.125,2026,BIL (GEN)
781,"NJ American Water Company, Inc.",1605001-004,Replacement of Water Meters,11247,945530,661871,1607401,25,0,0,0,0,0,0,0.11,25.11247,Beyond 2026,BIL(GEN)
782,Oakland Borough,0220001-002,Replace 4600 Water Meters,12959,1800000,706000,2506000,25,0,0,0,0,0,0,0.05,25.05038,Beyond 2026,BIL(GEN)
783,Mine Hill Township,1420001-004,Replace Water Meters,3400,210000,147000,357000,25,0,0,0,0,0,0,0.03,25.034,Beyond 2026,BIL(GEN)
785,Pine Beach Borough,1522001-001,Merion Ave. Well Replacement / Townwide Water Meter Replacement Pr,2080,650000,489400,1139400,25,0,0,0,0,0,0,0.02,25.0208,Beyond 2026,BIL(GEN)
786,Island Heights Borough,1510001-005,Water Meter Replacement Project,1521,750000,404000,950000,25,0,0,0,0,0,0,0.02,25.0175,Beyond 2026,BIL(GEN)
787,Montclair Township,0713001-006,Redevelop Glenfield Wells,38977,500000,350000,850000,15,0,0,5,0,0,0,0.39,20.38977,Beyond 2026,BIL(GEN)
787,Montclair Township,0713001-008,Nishuane Well Production & Treatment Facility,38977,1600000,886000,2486000,15,0,0,5,0,0,0,0.39,20.38977,Beyond 2026,BIL(GEN)
789,Matawan Borough,1329001-003,Rehabilitate the Boroughs two wells,8810,232801,80580,313381,15,0,0,5,0,0,0,0.09,20.0881,Beyond 2026,BIL(GEN)
790,"NJ American Water Company, Inc.",1345001-011,Drill two additional wells to increase the capacity at Yellowbrook WTP,289553,3200000,2288866,5488866,15,0,0,0,0,0,0,2.9,17.89553,Beyond 2026,BIL(GEN)
791,Jackson Township Municipal Utilities Authority,1511001-007,Ancillary Improvements to the Old Manhattan Water Treatment Facility,32600,1500000,920000,2420000,1,0,15,0,0,0,0,0.33,16.326,Beyond 2026,BIL(GEN)
792,Hopatcong Borough,1912001-004,Small System Asset Management,7224,$     -,100000,100000,1,0,15,0,0,0,0,0.07,16.07224,Funded,BIL (GEN)
796,Marlboro Township,1328002-004,New Stand-by Well 5A (Tennent Rd Treatment Plant & Booster Pump Stati,27000,933000,419850,1352850,15,0,0,0,0,0,0,0.29,15.2948,2026,BIL (GEN)
796,Marlboro Township,1328002-007,Well #2 Replacement,41502,2750000,664600,3468150,15,0,0,0,0,0,0,0.29,15.2948,2026,BIL (GEN)
796,Marlboro Township,1328002-009,Well #1 Replacement,41502,1300000,,1660750,15,0,0,0,0,0,0,0.29,15.2948,Beyond 2026,BIL (GEN)
797,Lacey Township,1512001-001,Construction of two test wells # 7 and 8,26240,1846000,396160,2242160,15,0,0,0,0,0,0,0.26,15.2624,Beyond 2026,BIL(GEN)
797,Lacey Township,1512001-002,Upgrade of WTP to make wells # 7 and 8 operational,26240,2895200,56464,2951664,15,0,0,0,0,0,0,0.26,15.2624,Beyond 2026,BIL(GEN)
798,Manchester Township,1518004-002,Well 10 Redrill - WSA,19200,1376500,1000000,1736800,15,0,0,0,0,0,0,0.19,15.192,Beyond 2026,BIL(GEN)
799,South River Borough,1223001-003,Rehabilitation of Borough Wells,16023,875000,4000000,1225000,15,0,0,0,0,0,0,0.16,15.16,Beyond 2026,BIL(GEN)
800,Manchester Township,1518004-001,Well 10 Treatment Upgrades,8426,5900000,2469760,7080000,15,0,0,0,0,0,0,0.16,15.15613,Beyond 2026,BIL (GEN)
802,Mantua Township MUA,0810004-005,Well 3 Rehabilitation,0,1400000,800000,2100000,15,0,0,0,0,0,0,0.13,15.126,2026,BIL (GEN)
804,Pemberton Township,0329004-001,Pinelands Water Infrastructure,2500,2420000,1167000,2904000,15,0,0,0,0,0,0,0.12,15.12378,Funded,BIL (GEN)
805,East Hanover Township,1410001-002,New Water Treatment Plant for Well 6,10000,2275000,1261000,3536000,15,0,0,0,0,0,0,0.1,15.1,Beyond 2026,BIL(GEN)
806,Lavallette Borough,1515001-002,Replacement of Potable Water Supply - Well # 3,9525,3000000,14089697,3750000,15,0,0,0,0,0,0,0.1,15.09525,Funded,BIL (GEN)
807,Seaside Park Borough,1527001-005,Construction of new well #11,5633,869500,3200000,1043400,15,0,0,0,0,0,0,0.06,15.05633,2026,BIL (GEN)
808,Oakland Borough,0220001-001,Construct new Well 10A as backup for Well 10,12959,100000,45000,145000,15,0,0,0,0,0,0,0.05,15.05038,Beyond 2026,BIL(GEN)
808,Oakland Borough,0220001-003,Well 9 - Diesel Generator,12959,100000,45000,145000,15,0,0,0,0,0,0,0.05,15.05038,Beyond 2026,BIL(GEN)
809,Washington Township Municipal Utilities Authority,1438004-003,WTMUA - Proposed Well SM-23 and Water Treatment Facility,0,3100000,360000,4320000,15,0,0,0,0,0,0,0.05,15.04866,2026,BIL (GEN)
810,Ocean Gate Borough,1521001-003,Well Water Construction/Drilling a new well,2800,522700,145910,668610,15,0,0,0,0,0,0,0.03,15.032,2026,BIL (GEN)
811,Harvey Cedars Borough,1509001-002,Installation of a Water Monitoring Well,3165,719000,323550,1042550,15,0,0,0,0,0,0,0.03,15.03165,Funded,BIL (GEN)
812,Pine Beach Borough,1522001-002,Merion Ave. Well Replacement / Townwide Water Meter Replacement Pr,2080,325000,187160,512160,15,0,0,0,0,0,0,0.02,15.0208,Beyond 2026,BIL(GEN)
813,West Milford Municipal Utilities Authority,1615016-003,Rehabilitation of Well,1625,132000,125400,257400,15,0,0,0,0,0,0,0.02,15.01625,Beyond 2026,BIL(GEN)
814,Farmingdale Borough,1314001-001,"Redevelop well #3; upgrade control system for well #3 & 4, misc improvem",1500,446000,89200,535200,15,0,0,0,0,0,0,0.02,15.015,Beyond 2026,BIL(GEN)
815,West Milford Municipal Utilities Authority,1615018-003,Rehabilitation of Well,1260,66000,46200,112200,15,0,0,0,0,0,0,0.01,15.0126,Beyond 2026,BIL(GEN)
816,"NJ American Water Company, Inc.",0809001-001,Beckett Well Replacement,1085,450000,176108,626108,15,0,0,0,0,0,0,0.01,15.01085,Beyond 2026,BIL(GEN)
817,West Milford Municipal Utilities Authority,1615012-003,Rehabilitation of Well,635,90000,85500,175500,15,0,0,0,0,0,0,0.01,15.00635,Beyond 2026,BIL(GEN)
818,Lakeshore Company,1413001-002,Well 5,3838,300000,1400000,360000,15,0,0,0,0,0,0,0,15.0027,Beyond 2026,BIL (GEN)
819,West Milford Municipal Utilities Authority,1615001-003,Rehabilitation of Well,180,60000,57000,117000,15,0,0,0,0,0,0,0,15.0018,Beyond 2026,BIL(GEN)
820,West Milford Municipal Utilities Authority,1615006-003,Rehabilitation of Well,115,66000,62700,128700,15,0,0,0,0,0,0,0,15.00115,Beyond 2026,BIL(GEN)
821,Colby Homeowners Association Water Company,1904007-001,Installation of back up well,75,100000,70000,170000,15,0,0,0,0,0,0,0,15.00075,Beyond 2026,BIL(GEN)
822,South Orange Village,0719001-011,Flush Valve Removal,16198,188546,84845,273391,1,0,0,5,0,0,0,0.16,6.16198,Beyond 2026,BIL(GEN)
823,"NJ American Water Company, Inc.",1345001-004,Howell Water Mains - Freewood Acres,335449,5162000,1230970,6194400,1,0,0,0,0,0,0,3.35,4.35449,Beyond 2026,BIL(GEN)
824,"NJ American Water Company, Inc.",0712001-013,Installation of water mains at redevelopment project,217230,1000000,704000,1704000,1,0,0,0,0,0,0,2.17,3.1723,Beyond 2026,BIL(GEN)
826,Washington Township Municipal Utilities Authority,0818004-002,WTMUA Complex,48559,5000000,2317800,6420000,1,0,0,0,0,0,0,0.48,1.48,Beyond 2026,BIL (GEN)
827,Sayreville Borough,1219001-005,Construct new transmission mains in the northeast section of the Borough,40377,1000000,660000,1660000,1,0,0,0,0,0,0,0.4,1.40377,Beyond 2026,BIL(GEN)
829,Marlboro Township,1328002-501/001,portable genertor @ Harbor Rd & Tennent Rd WTP,40191,1000000,450000,1450000,1,0,0,0,0,0,0,0.4,1.40191,Beyond 2026,BIL(GEN)
830,Belleville Township,0701001-007,Township of Belleville Asset Management Plan,36383,200000,90000,290000,1,0,0,0,0,0,0,0.35,1.35129,Beyond 2026,BIL (GEN)
831,Mahwah Township,0233001-009,Construction of two new wells,24062,600000,420000,1020000,1,0,0,0,0,0,0,0.24,1.24062,Beyond 2026,BIL(GEN)
832,Montville Township,1421003-001,"Installation of 2,300 LF of 8 inch water main and appurtances on Hillcrest",21000,325000,227500,552500,1,0,0,0,0,0,0,0.21,1.21,Beyond 2026,BIL(GEN)
833,Verona Township,0720001-001,Water Utility Asset Management Plan,14572,55000,2492000,66000,1,0,0,0,0,0,0,0.14,1.13641,Beyond 2026,BIL(GEN)
834,Seaside Park Borough,1527001-003,Water Asset Management Plan,3753,70200,31590,101790,1,0,0,0,0,0,0,0.13,1.131,Beyond 2026,BIL (GEN)
835,Jefferson Township,1414011-002,Water System Asset Management Plan,8500,100000,480000,120000,1,0,0,0,0,0,0,0.09,1.085,Beyond 2026,BIL (GEN)
836,Spotswood Borough,1224001-002,SPOTSWOOD WATER MASTER PLAN,8257,85265,123634,208899,1,0,0,0,0,0,0,0.08,1.083,Beyond 2026,BIL (GEN)
838,Woodland Park Borough,1616001-001,Extension of water mains to service homes that are on private wells,5030,1730000,1021200,2751200,1,0,0,0,0,0,0,0.05,1.0503,Beyond 2026,BIL(GEN)
840,High Bridge Borough,1014001-001,Asset Management Plan for the High Bridge Water System,3900,$     -,25000,25000,1,0,0,0,0,0,0,0.04,1.039,Funded,BIL (GEN)
841,Pennington Borough,1108001-004,Asset Management Plan for Pennington Water Utility ',2585,300000,,435000,1,0,0,0,0,0,0,0.03,1.026,Beyond 2026,BIL (GEN)
842,Pennington Borough,1108001-003,Asset Management Plan for Pennington Water Utility,2585,100000,3971626,120000,1,0,0,0,0,0,0,0.03,1.02585,Beyond 2026,BIL(GEN)
843,Sea Girt Borough,1344001-005,Sea Girt Borough CMMS,2552,100000,45000,145000,1,0,0,0,0,0,0,0.03,1.02552,Beyond 2026,BIL (GEN)
844,Hardyston Municipal Utilities Authority,1911006-003,Asset Management Plan,1963,$     -,100000,100000,1,0,0,0,0,0,0,0.02,1.01963,Funded,BIL (GEN)
845,Waterford Township,0435003-002,Haines Blvd Water Extension,0,1833210,950000,2199852,1,0,0,0,0,0,0,0.01,1.01184,Beyond 2026,BIL (GEN)
