Rank,Project Sponsor2,Project Number,Project Name,Populatio,Building Cost,Support Cost,Estimated Cost,Cat A,Cat B,Cat C.a,Cat C.b,Cat C.c,Cat C.d,Cat D,Cat E,Rank Poin,Actual/ Anticipated Funding Status,BIL Eligibility
666,Plausha Park Water Company,1421004-003,Rehabilitation of concrete storage facility including security meas,200,"$ 135,000","$ 51,000","$ 186,000",60,0,0,0,0,0,0,0.00,60.002,Beyond 2026,BIL (GEN)
665,Rosemont Water Company,1007002-003,Replace existing underground hydro-pneumatic tank with ground,225,"$ 38,860","$ 27,201","$ 66,061",60,0,0,0,0,0,0,0.00,60.00225,Beyond 2026,BIL (GEN)
663,Collier Services,1328300-001,"Replace existing 24,000 gallon elevated storage tank to prevent fr",350,"$ 350,000","$ 245,000","$ 595,000",60,0,0,0,0,0,0,0.00,60.0035,Beyond 2026,BIL (GEN)
662,Manchester Utilities Authority,1603301-001,Reactivation of the Tilt St Spring,1000,"$ 68,750","$ 48,126","$ 116,876",15,0,15,0,0,0,30,0.01,60.01,Beyond 2026,BIL (GEN)
661,Stillwater Township,1920001-002,Painting interior of water tank,1200,"$ 40,000","$ 28,000","$ 68,000",60,0,0,0,0,0,0,0.01,60.012,Beyond 2026,BIL (GEN)
660,Ocean Gate Borough,1521001-004,"Water Tower Cleaning and resurfacing, filtration Equipment",1367,"$ 1,300,000","$ 584,000","$ 1,685,000",60,0,0,0,0,0,0,0.01,60.01367,Beyond 2026,BIL (GEN)
659,Glen Gardner Borough,1012001-001,Rehabilitate storage tank,1902,"$ 350,000","$ 356,000","$ 706,000",60,0,0,0,0,0,0,0.02,60.01902,Beyond 2026,BIL (GEN)
658,Hardyston Municipal Utilities Authority,1911006-001,Water Meter Replacement,1963,"$ 405,000","$ 81,000","$ 486,000",25,0,20,0,0,15,0,0.02,60.01963,Beyond 2026,BIL (GEN)
657,Essex Fells Borough,0706001-001,Rehabilitate 1 MG water storage tank,2200,"$ 360,000","$ 188,000","$ 548,000",60,0,0,0,0,0,0,0.02,60.022,Beyond 2026,BIL (GEN)
656,Wenonah Borough,0819001-001,Water System Asset Management Plan and System Improvements,2278,"$ 1,500,000",,"$ 2,110,000",60,0,0,0,0,0,0,0.02,60.02357,Beyond 2026,BIL (GEN)
655,Bayville Central Regional Board of Education,1505355-002,Construction of new interconnection with existing municipal wate,2500,"$ 1,000,000","$ 700,000","$ 1,700,000",30,0,0,0,0,0,30,0.03,60.025,Beyond 2026,BIL (GEN)
654,"Fayson Lake Water Company, Incorporated",1415001-003,Replace existing 0.1 MG Stony Brook storage tank with a 0.25 MG,3087,"$ 630,000","$ 441,000","$ 1,071,000",60,0,0,0,0,0,0,0.03,60.03087,Beyond 2026,BIL (GEN)
653,Ho-Ho-Kus Borough,0228001-001,Water Tank Upgrade,4078,"$ 640,000","$ 2,783,456","$ 928,000",60,0,0,0,0,0,0,0.04,60.0406,Beyond 2026,BIL (GEN)
652,Flemington Borough,1009001-008,Installation of wells #1B and 1C,4250,"$ 125,000","$ 43,500","$ 168,500",15,0,15,0,0,0,30,0.04,60.0425,Beyond 2026,BIL (GEN)
648,Oakland Borough,0220001-004,Iroquois Pumping Station - Rehabilitation,12959,"$ 75,000","$ 33,750","$ 108,750",60,0,0,0,0,0,0,0.05,60.05038,Beyond 2026,BIL (GEN)
646,North Caldwell Borough,0715001-001,Rehabilitate a 1.29 MG steel water tank. Remove and replace 800,6000,"$ 470,000","$ 329,000","$ 799,000",60,0,0,0,0,0,0,0.06,60.06,Beyond 2026,BIL (GEN)
645,Florham Park Borough,1411001-003,Rehabilitation of a 1.0 MG storage tank,8857,"$ 610,000","$ 427,000","$ 1,037,000",60,0,0,0,0,0,0,0.09,60.08857,Beyond 2026,BIL (GEN)
643,Pompton Lakes Municipal Utilities Authority,1609001-002,Rehabilitation of the exterior of the existing 1.0 MG tank,11435,"$ 170,000","$ 117,000","$ 287,000",60,0,0,0,0,0,0,0.11,60.11435,Beyond 2026,BIL (GEN)
640,Verona Township,0720001-004,Acquisition of the ECUA Jail Annex tank plus rehab and upgrading,13641,"$ 500,000","$ 350,000","$ 850,000",60,0,0,0,0,0,0,0.14,60.13641,Beyond 2026,BIL (GEN)
639,Sparta Township,1918004-001,Installation of a 600 KW wind turbine generator at Germany Flats,15726,"$ 1,281,800","($ 51,272)","$ 1,230,528",45,0,0,0,0,15,0,0.16,60.15726,Beyond 2026,BIL (GEN)
638,West Caldwell Township,0721001-001,Rehabilitation of McKinley Ave storage tank,18296,"$ 648,000","($ 25,600)","$ 622,400",60,0,0,0,0,0,0,0.18,60.18296,Beyond 2026,BIL (GEN)
637,Point Pleasant Borough,1524001-001,Replacement of the Clifton Ave storage tank,19306,"$ 1,200,000","$ 172,000","$ 1,372,000",60,0,0,0,0,0,0,0.19,60.19306,Beyond 2026,BIL (GEN)
635,Montville Township,1421003-003,"Storage tank rehabilitation, which includes increasing the capacity",21000,"$ 300,000","$ 210,000","$ 510,000",60,0,0,0,0,0,0,0.21,60.21,Beyond 2026,BIL (GEN)
633,Mahwah Township,0233001-010,Rehabilitation of Campgaw elevated storage tank,24062,"$ 380,000","$ 141,160","$ 521,160",60,0,0,0,0,0,0,0.24,60.24062,Beyond 2026,BIL (GEN)
628,Sayreville Borough,1219001-002,Rehabilitate the pump station facility and surface intake on the So,40377,"$ 300,000","$ 210,000","$ 510,000",60,0,0,0,0,0,0,0.40,60.40377,Beyond 2026,BIL (GEN)
624,Franklin Township - Gloucester,1808001-004,Replacement of 2 elevated storage tanks,50000,"$ 7,500,000","$ 3,560,000","$ 11,060,000",60,0,0,0,0,0,0,0.50,60.5,Beyond 2026,BIL (GEN)
623,Parsippany Troy Hills Township,1429001-004,Repainting of 1 MG water storage tank,50649,"$ 820,000","$ 39,000","$ 859,000",60,0,0,0,0,0,0,0.51,60.50649,Beyond 2026,BIL (GEN)
620,"NJ American Water Company, Inc.",0119002-010,Replacement of Water Meters,88088,"$ 322,686","$ 225,878","$ 548,564",25,0,20,0,0,0,15,0.88,60.88088,Beyond 2026,BIL (GEN)
619,"NJ American Water Company, Inc.",0712001-006,Short Hills Tank Painting,217230,"$ 400,000","$ 280,000","$ 680,000",60,0,0,0,0,0,0,2.17,62.1723,Beyond 2026,BIL (GEN)
617,"NJ American Water Company, Inc.",1345001-008,Rehab of Newman Springs Pumping Station,289553,"$ 400,000","$ 280,000","$ 680,000",60,0,0,0,0,0,0,2.90,62.89553,Beyond 2026,BIL (GEN)
616,Passaic Valley Water Commission,1605002-027,Construction of the Levine Tanks Phase 1C-2,626051,"$ 36,000,000","$ 2,348,573","$ 43,200,000",60,0,0,0,0,0,0,3.10,63.10483,Beyond 2026,BIL (GEN)
615,Hightstown Borough,1104001-001,New Wycoff Mills Water Storage Tank with transmission mains,5567,"$ 825,000","$ 577,500","$ 1,402,500",50,0,15,0,0,0,0,0.06,65.05567,Beyond 2026,BIL (GEN)
614,Ramsey Borough,0248001-006,"Rehabilitate Dixon, Martis & Spring wells",16350,"$ 250,000","$ 175,000","$ 425,000",15,50,0,0,0,0,0,0.16,65.1635,Beyond 2026,BIL (GEN)
613,Montclair Township,0713001-004,Rehabilitate 2.5 MG & 1.5 MG storage tanks with piping,38977,"$ 500,000","$ 350,000","$ 850,000",60,0,0,5,0,0,0,0.39,65.38977,Beyond 2026,BIL (GEN)
611,"NJ American Water Company, Inc.",2004002-002,Hummocks Tank Painting,610000,"$ 1,698,592","$ 534,994","$ 2,233,586",60,0,0,0,0,0,0,6.10,66.1,Beyond 2026,BIL (GEN)
610,Atlantic City Municipal Utilities Authority,0102001-010,Asset Management Plan - Professional Consulting Services In Com,63943,"$ 122,840","$ 725,602","$ 178,118",1,0,15,0,0,0,0,0.64,66.63943,Beyond 2026,BIL (GEN)
609,Trenton City,1111001-007,Construction of an emergency interconnection with NJAWCo,255000,"$ 13,000,000","$ 5,620,000","$ 18,620,000",30,0,20,0,0,0,15,2.55,67.55,Beyond 2026,BIL (GEN)
608,Jersey City Municipal Utilities Authority,0906001-013,Remote Meter Reading (AMI),257342,"$ 6,371,000","$ 3,567,760","$ 9,938,760",25,0,20,5,0,0,15,2.57,67.57342,Beyond 2026,BIL (GEN)
607,Point Pleasant Beach Borough,1525001-001,Water Meter Replacement Project,6204,"$ 1,200,000","$ 730,000","$ 1,930,000",25,0,0,0,0,15,30,0.06,70.06204,Beyond 2026,BIL (GEN)
606,South Orange Village                                                               0719001-005,0719001-005,Crest Drive Water Tank Replacement and Water Infrastructure Im,16198,"$ 2,000,000","$ 770,000","$ 2,770,000",60,0,0,5,0,0,0,0.17,70.16964,Beyond 2026,BIL (GEN)
605,"NJ American Water Company, Inc.                                        0119002-009",0119002-009,Installation of New Water Meters,88088,"$ 128,641","$ 90,045","$ 218,686",35,0,20,0,0,0,15,0.88,70.88088,Beyond 2026,BIL (GEN)
604,Barnegat Township                                                                  1533001-003,1533001-003,"Installation of 1,700 LF of 8 inch PVC water main extension",20935,"$ 208,000","$ 145,600","$ 353,600",1,35,20,0,0,0,15,0.21,71.20935,Beyond 2026,BIL (GEN)
602,North Jersey District Water Supply Commission                  1613001-026,1613001-026,Low Lift Gas Pump,872153,"$ 8,551,305","$ 2,866,417","$ 11,417,722",50,0,20,0,0,0,0,2.30,72.3048,Beyond 2026,BIL (GEN)
601,Middlesex Water Company                                                          1225001-506/001,1225001-506/001,New elevated storage tank to replace tank & PS @ Eborn,1633632,"$ 6,100,000","$ 1,220,000","$ 7,320,000",1,50,15,5,0,0,0,2.33,73.33376,Beyond 2026,BIL (GEN)
600,Woodland Heights Homeowners Association                      1615022-001,1615022-001,Well Rehabilitation/System Improvements,80,"$ 725,000","$ 326,250","$ 1,051,250",75,0,0,0,0,0,0,0.00,75.00055,Beyond 2026,BIL (GEN)
599,Oak Ridge Senior Housing Community                                 1414008-001,1414008-001,Oakridge Senior Community Water Lines,100,"$ 386,750","$ 174,037","$ 560,787",75,0,0,0,0,0,0,0.00,75.001,Beyond 2026,BIL (GEN)
598,North Shore Water Association                                             1904004-002,1904004-002,Water System Refurb,105,"$ 285,000","$ 229,000","$ 514,000",75,0,0,0,0,0,0,0.00,75.00105,Beyond 2026,BIL (GEN)
597,West Milford Municipal Utilities Authority                           1615006-004,1615006-004,Replace Fire Hydrants,115,"$ 6,000","$ 5,700","$ 11,700",75,0,0,0,0,0,0,0.00,75.00115,Beyond 2026,BIL (GEN)
596,West Milford Municipal Utilities Authority                           1615001-004,1615001-004,Replace Fire Hydrants,180,"$ 6,000","$ 5,700","$ 11,700",75,0,0,0,0,0,0,0.00,75.0018,Beyond 2026,BIL (GEN)
595,Plausha Park Water Company                                                1421004-002,1421004-002,"Replacement of main at stream crossing, valves and installing blo",200,"$ 95,000","$ 35,800","$ 130,800",75,0,0,0,0,0,0,0.00,75.002,Beyond 2026,BIL (GEN)
594,Rosemont Water Company                                                    1007002-002,1007002-002,Rehabilitate and/or replace existing distribution mains,225,"$ 361,456","$ 253,016","$ 614,472",75,0,0,0,0,0,0,0.00,75.00225,Beyond 2026,BIL (GEN)
593,Lake Glenwood Village                                                            1922010-002,1922010-002,"Installation of 7,100 LF of 6-inch Cement Lined Ductile Iron Pipe r",250,"$ 500,000","$ 350,000","$ 850,000",75,0,0,0,0,0,0,0.00,75.0025,Beyond 2026,BIL (GEN)
590,Collier Services                                                                         1328300-002,1328300-002,Replace distribution system and associated appurtenances,350,"$ 254,000","$ 177,800","$ 431,800",75,0,0,0,0,0,0,0.00,75.0035,Beyond 2026,BIL (GEN)
589,Byram Homeowners Association                                           1904009-006,1904009-006,Replacement of 77 saddles on the water mains,400,"$ 250,000","$ 175,000","$ 425,000",75,0,0,0,0,0,0,0.00,75.004,Beyond 2026,BIL (GEN)
588,Delaware Township Municipal Utilities Authority               1007001-001,1007001-001,Delaware Township MUA - Watermain Replacement and Asset M,500,"$ 750,000","$ 6,610,711","$ 1,000,000",75,0,0,0,0,0,0,0.01,75.005,Beyond 2026,BIL (GEN)
587,West Milford Municipal Utilities Authority                           1615002-003,1615002-003,Replace Fire Hydrants,600,"$ 17,000","$ 16,150","$ 33,150",75,0,0,0,0,0,0,0.01,75.006,Beyond 2026,BIL (GEN)
586,West Milford Municipal Utilities Authority                           1615012-004,1615012-004,Replace Fire Hydrants,635,"$ 17,000","$ 16,150","$ 33,150",75,0,0,0,0,0,0,0.01,75.00635,Beyond 2026,BIL (LSLR)
585,West Milford Municipal Utilities Authority                           1615014-002,1615014-002,Replace Fire Hydrants,700,"$ 17,000","$ 16,150","$ 33,150",75,0,0,0,0,0,0,0.01,75.007,Beyond 2026,BIL (GEN)
582,Roosevelt Borough                                                                  1341001-006,1341001-006,Replacement of water lines most susceptible to breakage,933,"$ 730,625","$ 744,093","$ 1,474,718",75,0,0,0,0,0,0,0.01,75.00933,Beyond 2026,BIL (GEN)
580,Brookwood Musconetcong River Property Owners Assoc 1904001-006,1904001-006,Brookwood Musconetcong River Property Owners Association - S,1000,"$ 8,000,000","$ 12,000,000","$ 10,000,000",75,0,0,0,0,0,0,0.01,75.01087,Beyond 2026,BIL (GEN)
579,West Milford Municipal Utilities Authority                           1615018-004,1615018-004,Replace Fire Hydrants,1260,"$ 35,000","$ 24,500","$ 59,500",75,0,0,0,0,0,0,0.01,75.0126,Beyond 2026,BIL (GEN)
576,Milford Borough                                                                      1020001-001,1020001-001,"Replace 3,000 LF with 8-inch water mains on Green, Maple, Orcha",1347,"$ 710,000","$ 563,000","$ 1,273,000",75,0,0,0,0,0,0,0.01,75.01347,Beyond 2026,BIL (GEN)
575,Hampton Borough                                                                   1013001-003,1013001-003,Hampton Borough - Musconetcong Watermain Replacement,1400,"$ 1,750,000","$ 583,464","$ 2,291,000",75,0,0,0,0,0,0,0.01,75.01401,Beyond 2026,BIL (GEN)
573,West Milford Municipal Utilities Authority                           1615016-004,1615016-004,Replace Fire Hydrants,1625,"$ 46,000","$ 43,700","$ 89,700",75,0,0,0,0,0,0,0.02,75.01625,Beyond 2026,BIL (GEN)
572,Island Heights Borough                                                           1510001-004,1510001-004,Replacement of 75 fire hydrants and repairs to 21 fire hydrants,1750,"$ 250,800",($ 32),"$ 250,768",75,0,0,0,0,0,0,0.02,75.0175,Beyond 2026,BIL (GEN)
571,Allentown Borough                                                                 1302001-002,1302001-002,Elevated Water Tank Improvements,1828,"$ 418,000","$ 131,100","$ 549,100",60,0,15,0,0,0,0,0.02,75.02,Beyond 2026,BIL (GEN)
569,High Bridge Borough                                                               1014001-003,1014001-003,West Main Street Water Main Upgrades,3648,"$ 350,000","$ 444,073","$ 462,000",75,0,0,0,0,0,0,0.03,75.033,Beyond 2026,BIL (GEN)
567,Brielle Borough                                                                        1308001-006,1308001-006,Water System Resiliency Improvements,4982,"$ 2,782,000","$ 710,000","$ 3,608,400",75,0,0,0,0,0,0,0.05,75.048,Beyond 2026,BIL (GEN)
566,Washington Township Municipal Utilities Authority           1438004-004,1438004-004,WTMUA - Water System Improvements - Water Main Replaceme,1622,"$ 790,000","$ 370,200","$ 1,008,000",75,0,0,0,0,0,0,0.05,75.04866,Beyond 2026,BIL (GEN)
558,Florham Park Borough                                                            1411001-002,1411001-002,"Replacement of 14 6-inch line valves, 12 hydrants and 11 services",8857,"$ 164,080","$ 114,855","$ 278,935",75,0,0,0,0,0,0,0.09,75.08857,Beyond 2026,BIL (GEN)
557,Aberdeen Township                                                                1330002-001,1330002-001,Installation of water mains,8900,"$ 775,000","$ 758,000","$ 1,533,000",75,0,0,0,0,0,0,0.09,75.089,Beyond 2026,BIL (GEN)
556,Ringwood Borough                                                                  1611002-002,1611002-002,Replacement of undersized water mains,9600,"$ 650,000","$ 455,000","$ 1,105,000",75,0,0,0,0,0,0,0.10,75.096,Beyond 2026,BIL (GEN)
555,Wanaque Borough                                                                  1613002-002,1613002-002,"Replacement of approximately 6,000 feet of water main and servi",9954,"$ 1,700,000","$ 232,000","$ 1,932,000",75,0,0,0,0,0,0,0.10,75.09954,Beyond 2026,BIL (GEN)
554,Long Beach Township                                                             1517001-015,1517001-015,Water Main Replacement Project,9962,"$ 2,310,000","$ 869,200","$ 3,179,200",75,0,0,0,0,0,0,0.10,75.09962,Beyond 2026,BIL (GEN)
553,East Hanover Township                                                          1410001-004,1410001-004,Replace Water Meters,10000,"$ 350,000","$ 245,000","$ 595,000",75,0,0,0,0,0,0,0.10,75.1,Beyond 2026,BIL (GEN)
551,Beachwood Borough                                                               1504001-006,1504001-006,The Cable Avenue water main replacement,10375,"$ 500,000","$ 100,000","$ 600,000",75,0,0,0,0,0,0,0.10,75.10375,Beyond 2026,BIL (GEN)
550,Beachwood Borough                                                               1504001-007,1504001-007,2025 Beachwood NJEIT Water Main Project,11153,"$ 3,088,000",,"$ 3,705,600",75,0,0,0,0,0,0,0.11,75.10802,Beyond 2026,BIL (GEN)
549,Pompton Lakes Municipal Utilities Authority                       1609001-009,1609001-009,Ringwood Ave Water Main,1470,"$ 2,109,750","$ 270,000","$ 2,695,700",75,0,0,0,0,0,0,0.11,75.11435,Beyond 2026,BIL (GEN)
547,Haddonfield Borough                                                              0417001-001,0417001-001,Replacement of water main on Tanner & Woodlane with 8 inch,11600,"$ 597,262","$ 206,739","$ 804,001",75,0,0,0,0,0,0,0.12,75.116,Beyond 2026,BIL (GEN)
546,Hammonton Town                                                                  0113001-012,0113001-012,Town of Hammonton Water infrastructure Project,14711,"$ 9,600,000","$ 1,852,000","$ 11,520,000",75,0,0,0,0,0,0,0.12,75.12153,Beyond 2026,BIL (GEN)
543,Saddle Brook Township                                                          0257001-001,0257001-001,"Construction of 1,200 LF of 8-inch water mains",13155,"$ 465,000","$ 325,500","$ 790,500",75,0,0,0,0,0,0,0.13,75.13155,Beyond 2026,BIL (GEN)
542,Pennsville Township                                                                1708001-003,1708001-003,Rehabilitate .25 MG Water Street storage tank,13250,"$ 150,000","$ 105,000","$ 255,000",60,0,0,0,0,0,15,0.13,75.1325,Beyond 2026,BIL (GEN)
541,Passaic Valley Water Commission                                          0239001-003,0239001-003,Replacement of Water Mains - North Arlington System,15368,"$ 2,000,000","$ 346,152","$ 2,700,000",75,0,0,0,0,0,0,0.15,75.15392,Beyond 2026,BIL (GEN)
540,Bordentown City                                                                      0303001-002,0303001-002,"Replacement of 1,500 LF of 12-inch transmission mains",15831,"$ 330,000","$ 251,800","$ 581,800",75,0,0,0,0,0,0,0.16,75.15831,Beyond 2026,BIL (GEN)
538,South River Borough                                                               1223001-004,1223001-004,4-inch and 6-inch Water Main Replacement,5373,"$ 66,707,000","$ 3,868,638","$ 80,048,400",75,0,0,0,0,0,0,0.16,75.16,Beyond 2026,BIL (GEN)
537,Ramsey Borough                                                                      0248001-014,0248001-014,Replacement of North Central Ave water main,16350,"$ 60,000","$ 68,000","$ 128,000",75,0,0,0,0,0,0,0.16,75.1635,Beyond 2026,BIL (GEN)
536,Montville Township                                                                 1421003-002,1421003-002,Installation of 880 LF of 8 inch water main,21000,"$ 125,000","$ 45,000","$ 170,000",75,0,0,0,0,0,0,0.21,75.21,Beyond 2026,BIL (GEN)
535,Passaic Valley Water Commission                                          0231001-003,0231001-003,Water Main Replacement Program for the Lodi System,24084,"$ 2,000,000","$ 211,157","$ 2,700,000",75,0,0,0,0,0,0,0.24,75.24136,Beyond 2026,BIL (GEN)
534,Little Egg Harbor Municipal Utilities Authority                     1516001-006,1516001-006,Water Storage Tank Painting and Upgrades,21333,"$ 2,168,364","$ 2,050,000","$ 2,992,240",60,0,0,0,0,0,0,0.24,75.24215,Beyond 2026,BIL (GEN)
533,East Windsor Municipal Utilities Authority                           1101002-007,1101002-007,East Windsor MUA - WQAA Watermain Replacement Efforts,25833,"$ 5,000,000","$ 1,039,775","$ 6,750,000",75,0,0,0,0,0,0,0.25,75.25,Beyond 2026,BIL (GEN)
532,East Windsor Municipal Utilities Authority                           1101002-005,1101002-005,Twin Rivers (H section) Water Main Replacement Project,27190,"$ 1,050,070","$ 276,714","$ 1,326,784",75,0,0,0,0,0,0,0.27,75.2719,Beyond 2026,BIL (GEN)
528,North Brunswick Township,1215001-002,Replacement of 4 miles of 24 inch water main from the North Bru,38000,"$ 5,000,000","$ 2,460,000","$ 7,460,000",75,0,0,0,0,0,0,0.38,75.38,Beyond 2026,BIL (GEN)
526,Sayreville Borough,1219001-004,Rehabilitate existing unlined cast iron water mains in several area,40377,"$ 5,000,000","$ 2,460,000","$ 7,460,000",75,0,0,0,0,0,0,0.40,75.40377,Beyond 2026,BIL (GEN)
525,North Brunswick Township,1215001-007,Water Main Replacement,41431,"$ 5,100,000","$ 314,329","$ 6,732,000",75,0,0,0,0,0,0,0.41,75.41,Beyond 2026,BIL (GEN)
524,Evesham Municipal Utilities Authority,0313001-002,2018 Water Main Replacements,45351,"$ 4,528,600","$ 1,608,720","$ 6,137,320",75,0,0,0,0,0,0,0.45,75.45351,Beyond 2026,BIL (GEN)
523,East Brunswick Township,1204001-001,"Replacement of undersized water mains on Wilmot, Harrison and",47000,"$ 3,672,735","$ 1,959,982","$ 5,632,717",75,0,0,0,0,0,0,0.47,75.47,Beyond 2026,BIL (GEN)
522,Washington Township Municipal Utilities Authority,0818004-006,Whitman Drive Water Main Replacement,49234,"$ 1,200,000","$ 200,000","$ 1,550,000",75,0,0,0,0,0,0,0.48,75.48,Beyond 2026,BIL (GEN)
520,Franklin Township - Gloucester,1808001-006,Installation of new water mains to eliminate dead end mains,50000,"$ 920,000","$ 644,000","$ 1,564,000",75,0,0,0,0,0,0,0.50,75.5,Beyond 2026,BIL (GEN)
519,Wayne Township,1614001-001,Replacement of 2400 LF of 8-inch water main and 2000 LF of 12-i,55000,"$ 1,100,000","$ 744,000","$ 1,844,000",75,0,0,0,0,0,0,0.55,75.55,Beyond 2026,BIL (GEN)
518,Bayonne City,0901001-006,Aqueduct Replacement,63000,"$ 8,737,229","$ 1,747,445","$ 10,484,674",75,0,0,0,0,0,0,0.63,75.63,Beyond 2026,BIL (GEN)
517,Old Bridge Municipal Utilities Authority,1209002-002,Replacement of water mains along Lawrence Harbor Road,66200,"$ 1,600,000","$ 964,000","$ 2,564,000",75,0,0,0,0,0,0,0.66,75.662,Beyond 2026,BIL (GEN)
516,"NJ American Water Company, Inc.",0712001-008,Replacement of two large valves,217230,"$ 600,000","$ 420,000","$ 1,020,000",75,0,0,0,0,0,0,2.17,77.1723,Beyond 2026,BIL (GEN)
514,"NJ American Water Company, Inc.",1345001-006,Rehab of High Service Transmission Main in Middletown,289553,"$ 5,400,000","$ 2,113,300","$ 7,513,300",75,0,0,0,0,0,0,2.90,77.89553,Beyond 2026,BIL (GEN)
513,Passaic Valley Water Commission,1605002-028,Water Main Replacement Program for Paterson and Prospect Par,152684,"$ 2,000,000","$ 350,000","$ 2,475,000",75,0,0,0,0,0,0,3.10,78.10483,Beyond 2026,BIL (GEN)
511,North Jersey District Water Supply Commission,1613001-034,"Security, IT and Safety Projects",872153,"$ 950,350","$ 496,558","$ 1,446,908",45,0,20,0,0,0,0,0.00,80.0015,Beyond 2026,BIL (GEN)
509,Milltown Borough,1212001-003,Ford Ave Redevelopment Agency Borough,7052,"$ 750,000","$ 876,000","$ 1,626,000",60,0,15,0,5,0,0,0.07,80.07052,Beyond 2026,BIL (GEN)
508,Gloucester City,0414001-014,Construction of a 1.0 MG storage tank to replace standpipe,11484,"$ 3,000,000","$ 1,580,000","$ 4,580,000",50,0,0,0,0,0,30,0.11,80.11484,Beyond 2026,BIL (GEN)
507,Gloucester City,0414001-004,New Elevated Water Storage Tank,11248,"$ 6,500,000","$ 617,600","$ 8,421,000",50,0,15,0,0,0,0,0.12,80.1246,Beyond 2026,BIL (GEN)
505,Mahwah Township,0233001-003,Interconnection on Campgaw & Pulis Avenues,24062,"$ 1,300,000","$ 832,000","$ 2,132,000",30,50,0,0,0,0,0,0.24,80.24062,Beyond 2026,BIL (GEN)
504,Rahway City,2013001-004,Repainting of 1.5 MG elevated & 0.5 MG watersphere water tanks,27785,"$ 750,000","$ 525,000","$ 1,275,000",60,0,0,5,0,0,15,0.28,80.27785,Beyond 2026,BIL (GEN)
503,Montclair Township,0713001-002,Cleaning & Lining of water mains,38977,"$ 750,000","$ 525,000","$ 1,275,000",75,0,0,5,0,0,0,0.39,80.38977,Beyond 2026,BIL (GEN)
502,Winslow Township,0436007-004,"Install appurtenances associated with new well #12 (SCADA, well",39328,"$ 1,791,000","$ 1,048,040","$ 2,839,040",15,50,15,0,0,0,0,0.39,80.39328,Beyond 2026,BIL (GEN)
501,"NJ American Water Company, Inc.",2004002-006,36 inch valve replacement at Madison Hill Road,610000,"$ 175,000","$ 122,500","$ 297,500",75,0,0,0,0,0,0,6.10,81.1,Beyond 2026,BIL (GEN)
500,Lakewood Township Municipal Utilities Authority,1514002-003,Administration Building Addition,21000,"$ 1,200,000","$ 240,000","$ 1,440,000",1,0,0,0,0,0,80,0.22,81.2175,Beyond 2026,BIL (GEN)
499,Brick Township Municipal Utilities Authority,1506001-006,Installation of security measures in water system,134108,"$ 2,300,000","$ 1,140,000","$ 3,440,000",45,0,20,0,0,0,15,1.34,81.34108,Beyond 2026,BIL (GEN)
498,Ridgefield Park Village,0238001-002,Village of Ridgefield Park Skymark Project -- Drinking Water,12729,"$ 1,281,937","$ 159,170","$ 1,822,156",75,0,0,0,0,0,0,7.93,82.92713,Beyond 2026,BIL (GEN)
494,Stafford Township,1530004-015,Redevelopment of wells # 2 and 5,28868,"$ 90,000","$ 66,400","$ 156,400",15,35,20,0,0,0,15,0.29,85.28868,Beyond 2026,BIL (GEN)
493,Sayreville Borough,1219001-010,Water Transmission Main,44243,"$ 2,300,000","$ 1,810,000","$ 2,990,000",75,0,0,0,5,0,0,0.44,85.43761,Beyond 2026,BIL (GEN)
492,"NJ American Water Company, Inc.",0119002-004,Construction of a 1.5 MG elevated tank including water mains,88088,"$ 2,100,000","$ 1,184,000","$ 3,284,000",50,0,20,0,0,0,15,0.88,85.88088,Beyond 2026,BIL (GEN)
491,Stafford Township,1530004-014,"Construction of 2,600 LF of 8 and 12-inch water main on Rte 9 an",28868,"$ 487,224","$ 340,509","$ 827,733",1,50,20,0,0,0,15,0.29,86.28868,Beyond 2026,BIL (GEN)
490,Fountainhead Properties Incorporate,1511013-002,Loop system with 400 LF of water main with replacement of wate,280,"$ 55,000","$ 22,680","$ 77,680",75,0,15,0,0,0,0,0.00,90.0028,Beyond 2026,BIL (GEN)
489,Pemberton Borough,0328001-001,Replacement of undersized and antiquated water mains on Houg,1610,"$ 490,820","$ 375,777","$ 866,597",75,0,0,0,0,0,15,0.02,90.0161,Beyond 2026,BIL (GEN)
488,Brooklawn Borough,0407001-005,Painting interior & exterior of water tank,2300,"$ 429,000","$ 300,300","$ 729,300",60,0,0,0,0,0,30,0.02,90.023,Beyond 2026,BIL (GEN)
487,Alpha Borough,2102001-001,Upgrades to treatment for Pursell & Alpha St wells or VOC remova,2500,"$ 1,547,470","$ 1,201,359","$ 2,748,829",60,0,0,0,0,0,30,0.03,90.025,Beyond 2026,BIL (GEN)
486,Lakehurst Borough,1513001-002,Water Main Replacement Project Phase I,2654,"$ 860,820","$ 223,813","$ 1,084,633",75,0,0,0,0,0,15,0.03,90.02654,Beyond 2026,BIL (GEN)
485,National Park Borough,0812001-003,Replacement of 6-inch and 10-inch water main with appurtenanc,3289,"$ 228,450","$ 152,578","$ 381,028",75,0,0,0,0,0,15,0.03,90.03289,Beyond 2026,BIL (GEN)
482,Seaside Heights Borough,1526001-005,Seaside Heights - Water Storage Tank Replacement,7667,"$ 3,000,000","$ 900,000","$ 4,100,000",60,0,15,0,0,0,0,0.08,90.07667,Beyond 2026,BIL (GEN)
