Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,CODES,List
19375,Nassau,MINEOLA (V) / Mineola (V),"Lead service line inventory., Upgrade Distribution System","20,600","$1,194,000",15,"$4,988,888,548",,Annual
19322,Nassau,WESTBURY WD / Westbury WD,"Lead service line inventory., Upgrade Distribution System","20,500","$1,186,000",15,"$4,990,074,548",,Annual
19353,Nassau,ROSLYN WD / Roslyn WD,"Lead service line inventory., Upgrade Distribution System","18,619","$3,811,510",15,"$4,993,886,058",,Annual
19435,Dutchess,DUTCHESS COUNTY WWA / Dutchess County WA,"Lead Service Line Inventory, Upgrade Distribution System","15,979","$121,326",15,"$4,994,007,384",,Annual
19857,Nassau,HEMPSTEAD (T) / Hempstead (T),"Lead Service Line Inventory, Multiple Water Districts (Bowling Green Estates, East Meadow, Uniondale, Levittown, and Roosevelt Field WD), Upgrade Distribution System","15,538","$2,105,350",15,"$4,996,112,734",,Annual
19625,Rockland,SUFFERN (V) / Suffern (V),"Lead Service Line Inventory., Upgrade Distribution System","12,000","$662,545",15,"$4,996,775,279",,Annual
19016,Orange,CORNWALL-ON-HUDSON / Cornwall-on-Hudson (V),"Mill Street Water Main Replacement, Upgrade Distribution System","9,300","$231,750",15,"$4,997,007,029",,Annual
19324,Nassau,CARLE PLACE WD / Carle Place WD,"Lead service line inventory., Upgrade Distribution System","9,000","$1,145,000",15,"$4,998,152,029",,Annual
19856,Nassau,WATER AUTHORITY OF WESTERN NASSAU CO / Hempstead (T),"Lead Service Line Replacement, Upgrade Distribution System","8,250","$20,147,685",15,"$5,018,299,714",,Annual
19376,Nassau,WILLISTON PARK (V) / Williston Park (V),"Lead service line inventory., Upgrade Distribution System","7,300","$1,137,000",15,"$5,019,436,714",,Annual
19377,Nassau,WILLISTON PARK (V) / Williston Park (V),"Lead service line replacement., Upgrade Distribution System","7,300","$7,307,070",15,"$5,026,743,784",,Annual
19344,Westchester,LARCHMONT (V) / Larchmont (V),"Lead Service Line Inventory, Upgrade Distribution System","6,630","$2,510,728",15,"$5,029,254,512",,Annual
19635,Orange,VILLAGE OF GOSHEN / Goshen (V),"Lead Service Line Inventory., Upgrade Distribution System","6,100","$842,478",15,"$5,030,096,990",,Annual
19427,Franklin,SARANAC LAKE (V) / Saranac Lake (V),"Lead service line inventory., Upgrade Distribution System","5,800","$1,151,160",15,"$5,031,248,150",,Annual
19355,Nassau,OLD WESTBURY (V) / Old Westbury (V),"Lead service line inventory., Upgrade Distribution System","4,600","$1,122,000",15,"$5,032,370,150",,Annual
19390,Ulster,PORT EWEN WD / Esopus (T),"Lead Service Line Inventory, Upgrade Distribution System","4,500","$228,000",15,"$5,032,598,150",,Annual
18211,Orange,HIGHLAND FALLS VILLAGE / Highland Falls (V),"Watermain Replacement, Upgrade Distribution System","4,400","$3,700,000",15,"$5,036,298,150",,Annual
19854,Nassau,LIDO-POINT LOOKOUT WATER DISTRICT / Hempstead (T),"Lead Service Line Inventory, Upgrade Distribution System","4,121","$102,136",15,"$5,036,400,286",,Annual
19348,Tompkins,BOLTON POINT / Cayuga Heights (V),"Lead Service Line Replacement, Upgrade Distribution System","3,600","$540,377",15,"$5,036,940,663",,Annual
19898,Dutchess,TOWN OF EAST FISHKILL / East Fishkill (T),"Lead Service Line Inventory., Upgrade Distribution System","3,500","$1,706,179",15,"$5,038,646,842",,Annual
19394,Ulster,NEW PALTZ WD / New Paltz (T),"Lead Service Line Inventory., Upgrade Distribution System","1,775","$90,125",15,"$5,038,736,967",,Annual
19389,Dutchess,RED HOOK WATER DISTRICT NO. 1 / Red Hook (T),"Lead Service Line Inventory, Upgrade Distribution System","1,600","$178,000",15,"$5,038,914,967",,Annual
19439,Orange,MONROE (T) / Monroe (T),"Lead Service Line Inventory, Upgrade Distribution System","1,500","$91,250",15,"$5,039,006,217",,Annual
18620,Columbia,KINDERHOOK (V) / Kinderhook (V),"Williams Street & Albany Avenue Water Main Replacement, AMI Meter System., Upgrade Distribution System","1,170","$1,954,500",15,"$5,040,960,717",,Annual
19434,Columbia,KINDERHOOK (V) / Kinderhook (V),"Lead service line inventory., Upgrade Distribution System","1,100","$192,000",15,"$5,041,152,717",,Annual
19373,Westchester,OSSINING (V) / Ossining (V),"Lead Service Line Replacement, Upgrade Distribution System",810,"$4,559,650",15,"$5,045,712,367",,Annual
19381,Orange,FIRTHCLIFFE HEIGHTS WD / Cornwall (T),"Lead Service Line Inventory, Upgrade Distribution System",460,"$59,625",15,"$5,045,771,992",,Annual
19310,Madison,MOUNT PLEASANT WD / Cazenovia (T),"Mount Pleasant WD Watermain Replacement, Upgrade Distribution System",60,"$750,000",15,"$5,046,521,992",,Annual
19865,Nassau,WATER AUTH OF WESTERN NASSAU COUNTY / WAWNC,"Installation of additional AOP reactor at Station No. 57., Upgrade Water Treatment Plant","122,276","$1,573,000",10,"$5,048,094,992",,Annual
19726,Suffolk,SOUTH HUNTINGTON WD / South Huntington WD,"Well No 8-2 Installation, New Ground Water Source","81,760","$5,890,000",10,"$5,053,984,992",,Annual
19148,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Replacement of 10,000 feet of water main., Upgrade Distribution System","34,878","$3,427,391",10,"$5,057,412,383",,Annual
19050,Nassau,WEST HEMPSTEAD WD / West Hempstead WD,"Birch Street WTP Electrical Resiliency Improvements, Upgrade Water Treatment Plant","32,031","$5,706,200",10,"$5,063,118,583",,Annual
18643,Nassau,WA OF GREAT NECK NORTH / WAGNN,"Watermain replacement project, Upgrade Distribution System","31,400","$8,763,714",10,"$5,071,882,297",,Annual
19413,Nassau,ROCKVILLE CENTRE (V) / Rockville Centre (V),"Replaacement of undersized distribution main along several roads, Upgrade Distribution System","24,700","$1,285,275",10,"$5,073,167,572",,Annual
19185,Westchester,SCARSDALE WATER DEPARTMENT / Scarsdale (V),"Rehabilitation of CI Main via Cement lining, Upgrade Distribution System","20,883","$3,533,500",10,"$5,076,701,072",,Annual
19156,Orange,WALLKILL CONSOLIDATED WD / Wallkill (T),"Replacement of outdated meters with smart meters, Upgrade Distribution System","15,000","$6,530,052",10,"$5,083,231,124",,Annual
18943,Rockland,SUFFERN (V) / Suffern (V),"Water meter replacement, Upgrade Distribution System","12,000","$2,275,004",10,"$5,085,506,128",,Annual
19017,Orange,CORNWALL-ON-HUDSON / Cornwall-on-Hudson (V),"Chestnut Street Water Main Replacement, Upgrade Distribution System","9,300","$247,200",10,"$5,085,753,328",,Annual
19511,Niagara,PENDLETON (T) / Pendleton (T),"Replacement of WM on Campbell Blvd, New Distribution System","7,035","$1,886,000",10,"$5,087,639,328",,Annual
19503,Saratoga,STILLWATER (V) / Stillwater (V),"Hudson Ave Water Main Replacement, Upgrade Distribution System","1,954","$2,945,000",10,"$5,090,584,328",,Annual
19557,Westchester,NEW CASTLE (T) / New Castle (T),"Water main replacement on Quaker Street, Upgrade Distribution System","1,590","$13,604,800",10,"$5,104,189,128",,Annual
19978,Suffolk,SEAVIEW WATER COMPANY / Seaview Water Company,"New Well Construction, New Ground Water Source","1,440","$2,414,351",10,"$5,106,603,479",,Annual
18447,Schenectady,WATER SYSTEM IMPROVEMENTS / Princetown (T),"Replacement of corroded distribution system components, Upgrade Distribution System",600,"$1,833,000",10,"$5,108,436,479",,Annual
19566,Putnam,COLD SPRING (V) / Cold Spring (V),"Phillipstown Upper Dam Rehabilitation, Upgrade Surface Water Source","2,800","$7,749,000",5,"$5,116,185,479",,Annual
