Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,CODES,List
18969,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"1,4-dioxane, PFOA/PFOS, and nitrate treatment for Well Nos. 7, 11 & 12 at Roosevelt WD, Upgrade Water Treatment Plant","110,000","$22,000,000",80,"$3,121,782,185",,Multi-Year
19722,Nassau,OYSTER BAY (T) / Oyster Bay (T),"Well 6-2 PFAS Treatment, Upgrade Water Treatment Plant","8,500","$5,792,000",80,"$3,127,574,185",,Multi-Year
19065,Nassau,GARDEN CITY PARK WD / Garden City Park WD,"Wells No. 7 and 10 - GAC treatment for PFOA/PFOS removal, Upgrade Water Treatment Plant","15,500","$6,500,000",80,"$3,134,074,185",,Multi-Year
19485,Nassau,PORT WASHINGTON WD / Port Washington WD,"New GAC to remove PFAS contamination at Ricks Well 7, Upgrade Water Treatment Plant","30,000",$0,80,"$3,134,074,185",,Multi-Year
19440,Nassau,BOWLING GREEN WD / Hempstead (T),"Installation of single-use ion exchange media to remove high levels of PFAS and perchlorate, Upgrade Water Treatment Plant","15,000","$14,053,320",80,"$3,148,127,505",,Multi-Year
18964,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"Market Lane Plant Well Nos. 5A & 6B - AOP/GAC treatment for 1,4-dioxane and PFOA/PFOS removal, Upgrade Water Treatment Plant","110,000","$11,860,000",80,"$3,159,987,505",,Multi-Year
18674,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"1,4-dioxane and VOC treatment at Well Nos. 5 and 6 at Uniondale WD., Upgrade Water Treatment Plant","110,000","$11,500,000",80,"$3,171,487,505",,Multi-Year
19369,Nassau,WILLISTON PARK (V) / Williston Park (V),"Well No.4 GAC PFAS treatment, Upgrade Water Treatment Plant","7,300","$8,681,870",80,"$3,180,169,375",,Multi-Year
18967,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"1,4-dioxane treatment for Well No. 13 at Levittown WD, Upgrade Water Treatment Plant","110,000","$8,110,000",80,"$3,188,279,375",,Multi-Year
18966,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"1,4-dioxane treatment for Well Nos. 7A & 8A at Levittown WD, Upgrade Water Treatment Plant","110,000","$12,000,000",80,"$3,200,279,375",,Multi-Year
18962,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"1,4-dioxane, PFOA/PFOS, and nitrate treatment for Wells No. 1 and 2 at Bowling Green Estates WD, Upgrade Water Treatment Plant","110,000","$9,500,000",80,"$3,209,779,375",,Multi-Year
19654,Nassau,EAST MEADOW WD / Hempstead (T),"Installation of AOP and Iron Treatment Systems at Well No. 10, Upgrade Water Treatment Plant","13,100","$16,369,000",60,"$3,226,148,375",,Multi-Year
18671,Nassau,HEMPSTEAD (V) / Hempstead (V),"1,4-dioxane Treatment at Laurel Ave Plant (Well Nos. 7 and 9)., Upgrade Water Treatment Plant","56,000","$6,263,074",50,"$3,232,411,449",,Multi-Year
18997,Nassau,HICKSVILLE WD / Hicksville Water District,"Plant No. 6 - AOP/GAC treatment for 1,4-dioxane and PFOA/PFOS removal., Upgrade Water Treatment Plant","47,810",$0,45,"$3,232,411,449",,Multi-Year
19338,Nassau,ALBERSTON WATER DISTRICT / Albertson WD,"Installation of GAC to treat PFAS at Shepherd Lane Well 1, Upgrade Water Treatment Plant","13,500","$9,685,000",40,"$3,242,096,449",,Multi-Year
19254,Nassau,HEMPSTEAD (T) ROOSEVELT WD / Hempstead (T),"Construction of radium removal treatment plant at Roosevelt Field WD Wells 7, 11, 12, Upgrade Water Treatment Plant","6,100","$22,000,000",40,"$3,264,096,449",,Multi-Year
19822,Nassau,JERICHO WD / Jericho WD,"Well 17 PFAS Removal., Upgrade Water Treatment Plant","58,000","$10,474,070",40,"$3,274,570,519",,Multi-Year
19792,Nassau,LOCUST VALLEY WD / Locust Valley WD,"Plant No. 9 - New GAC treatment for PFAS removal, Upgrade Water Treatment Plant","7,500","$7,000,000",40,"$3,281,570,519",,Multi-Year
19231,Nassau,MANHASSET LAKEVILLE WD / Manhasset-Lakeville WD,"Removal of PFAS contamination at Spruce Ponds Plant., Upgrade Water Treatment Plant","45,000","$3,600,211",40,"$3,285,170,729",,Multi-Year
19230,Nassau,ALBERTSON WD / Albertson WD,"Well No. 5 - GAC treatment for PFAS removal; and Replace PTAS, Upgrade Water Treatment Plant","13,500","$18,486,000",40,"$3,303,656,729",,Multi-Year
19725,Nassau,ROSLYN WD / Roslyn WD,"GAC Treatment at Plant No. 6, Upgrade Water Treatment Plant","17,900","$5,221,780",40,"$3,308,878,509",,Multi-Year
19190,Nassau,WESTBURY WD / Westbury WD,"State Street - GAC treatment for PFOA/PFOS removal and raising wellhead, Upgrade Water Treatment Plant, Upgrade Ground Water Source","20,500","$14,371,000",40,"$3,323,249,509",,Multi-Year
19233,Nassau,SANDS POINT (V) / Sands Point (V),"New GAC Treatment to Address PFAS at Wells 3 & 4., New Water Treatment Plant, Upgrade Ground Water Source","2,900",$0,40,"$3,323,249,509",,Multi-Year
19676,Nassau,SOUTH FARMINGDALE WD / South Farmingdale WD,"Replacement of Well 1-3 with new Well 1-6, New Ground Water Source","44,700","$1,370,000",40,"$3,324,619,509",,Multi-Year
19907,Nassau,JERICHO WD / Jericho WD,"Installation of GAC for PFAS removal at Wells 27 & 28, Upgrade Water Treatment Plant","58,000","$17,799,000",40,"$3,342,418,509",,Multi-Year
19653,Nassau,LEVITTOWN WATER DISTRICT / Hempstead (T),"Levittown WD Well 12 - 1,4-dioxane and iron removal treatment system, Upgrade Water Treatment Plant","53,000","$15,000,000",40,"$3,357,418,509",,Multi-Year
19580,Nassau,JERICHO WD / Jericho WD,"Well 12 PFAS removal, Upgrade Water Treatment Plant","58,000","$8,622,130",40,"$3,366,040,639",,Multi-Year
19581,Nassau,JERICHO WD / Jericho WD,"Well 13 PFAS Removal, Upgrade Water Treatment Plant","58,000","$12,594,840",40,"$3,378,635,479",,Multi-Year
19371,Nassau,WILLISTON PARK (V) / Williston Park (V),"Wells No. 1A and No. 2 GAC PFAS treatment, New Water Treatment Plant","7,300","$14,224,300",40,"$3,392,859,779",,Multi-Year
19484,Nassau,PORT WASHINGTON WD / Port Washington WD,"New GAC to remove PFAS contamination at Well 6, Upgrade Water Treatment Plant","30,000",$0,40,"$3,392,859,779",,Multi-Year
19342,Nassau,MASSAPEQUA WATER DISTRICT / Massapequa Water District,New Water Treatment Plant,"43,000","$1,976,250",40,"$3,394,836,029",,Multi-Year
19474,Nassau,JERICHO WD / Jericho WD,"New AOP and GAC Treatment at Well 3 to remove 1,4-dioxane and PFOA., Upgrade Water Treatment Plant","58,000","$19,262,000",40,"$3,414,098,029",,Multi-Year
18684,Nassau,GARDEN CITY PARK WD / Garden City Park WD,"Plant No. 6 AOP treatment for 1,4-dioxane removal, Upgrade Water Treatment Plant","15,500","$3,214,000",40,"$3,417,312,029",,Multi-Year
19015,Nassau,FRANKLIN SQUARE WD / Franklin Square WD,"Plant No. 1 - GAC treatment for PFOA/PFOS removal, Upgrade Water Treatment Plant","20,000",$0,40,"$3,417,312,029",,Multi-Year
19004,Nassau,JERICHO WD / Jericho WD,"Well No. 33 - Perchlorate and Nitrate Removal, Upgrade Water Treatment Plant","58,000","$16,325,000",40,"$3,433,637,029",,Multi-Year
19393,Nassau,JERICHO WD / Jericho Water District,"Relocate existing GAC vessels to Well 29 and install new GAC Vessels at Wells 18 and 19 to address PFAS contamination, Upgrade Water Treatment Plant","58,000","$17,559,440",40,"$3,451,196,469",,Multi-Year
19382,Nassau,WATER AUTHORITY OF GREAT NECK NORTH / WAGNN,"Installation of GAC and Anion Exchange treatment systems to remove PFAS, Upgrade Water Treatment Plant","32,400","$13,693,050",40,"$3,464,889,519",,Multi-Year
18968,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"1,4-dioxane treatment for Well Nos. 6 & 8 at East Meadow WD, Upgrade Water Treatment Plant","110,000","$12,000,000",40,"$3,476,889,519",,Multi-Year
19582,Nassau,JERICHO WD / Jericho WD,"New Wellhead Treatment for PFAS Removal at Well 23, Upgrade Water Treatment Plant","58,000","$10,431,840",40,"$3,487,321,359",,Multi-Year
19864,Nassau,ROSYLN WATER DISTRICT / Roslyn WD,Upgrade Water Treatment Plant,"19,700","$5,341,140",40,"$3,492,662,499",,Multi-Year
19953,Nassau,WESTBURY WATER DISTRICT / Westbury WD,"AOP Treatment to remove 1,4-dioxane at Well No. 12., Upgrade Water Treatment Plant","22,500","$15,886,720",40,"$3,508,549,219",,Multi-Year
18633,Nassau,HEMPSTEAD (V) / Hempstead (V),"Installation of two new wells and Chemical Feed/Control Bldg., New Other Expenses, New Ground Water Source, New Other (OT)","56,000",$0,25,"$3,508,549,219",,Multi-Year
19239,Nassau,OLD WESTBURY (V) / Old Westbury (V),"Rehab Garvin Road water storage tank., Upgrade Storage","3,200","$5,484,000",20,"$3,514,033,219",,Multi-Year
19229,Nassau,ALBERTSON WD / Albertson WD,"Improvements to Well 2 station, Upgrade Other Expenses, New Ground Water Source, Upgrade Other (OT)","13,500","$5,347,000",20,"$3,519,380,219",,Multi-Year
19218,Nassau,BAYVILLE (V) / Bayville (V),"Rehab of Plant No. 1-3, Upgrade Water Treatment Plant","8,800","$1,661,184",20,"$3,521,041,403",,Multi-Year
19204,Nassau,PORT WASHINGTON WD / Port Washington WD,"Improvements to SCADA system,","34,000","$826,000",20,"$3,521,867,403",,Multi-Year
19723,Nassau,LONG BEACH (C) / Long Beach (C),"Sand Filter Vessel Rehab/Replacement, Upgrade Water Treatment Plant","35,000","$6,560,000",20,"$3,528,427,403",,Multi-Year
19970,Nassau,PORT WASHINGTON WD / Port Washington WD,"Mechanical, Chemical and Site Improvements at the Neulist Station, Upgrade Water Treatment Plant","30,000","$2,454,490",20,"$3,530,881,893",,Multi-Year
19018,Nassau,LONG BEACH CITY / Long Beach (C),"Well 16A Replacement, New Ground Water Source","35,000","$4,993,440",20,"$3,535,875,333",,Multi-Year
19235,Nassau,SANDS POINT (V) / Sands Point (V),"Construction of new supply well #9, New Ground Water Source","2,900","$7,337,000",20,"$3,543,212,333",,Multi-Year
19047,Nassau,LOCUST VALLEY WD / Locust Valley WD,"Raise elevation of Pump Station No. 4 for resiliency and redundancy during storm events, Upgrade Water Treatment Plant","7,500","$3,150,000",20,"$3,546,362,333",,Multi-Year
19006,Nassau,CARLE PLACE WD / Carle Place WD,"Well 3 and 4 - Electrical Improvements, Upgrade Water Treatment Plant","9,005","$4,098,000",20,"$3,550,460,333",,Multi-Year
18961,Nassau,GLEN COVE CITY / Glen Cove (C),"Nancy Court Pump Station Upgrades., Upgrade Pump Station","28,000","$2,234,000",20,"$3,552,694,333",,Multi-Year
19304,Nassau,BETHPAGE WATER DISTRICT / Bethpage WD,"Plant No. 5 Construction of building for existing AOP and GAC, Install redundant AOP, Upgrade Water Treatment Plant","28,100","$6,959,000",20,"$3,559,653,333",,Multi-Year
19285,Nassau,LOCUST VALLEY WD / Locust Valley Water District,"Replacement of all existing outdated water meters., New Other Expenses, New Other (OT)","7,500","$1,725,000",15,"$3,561,378,333",,Multi-Year
19856,Nassau,WATER AUTHORITY OF WESTERN NASSAU CO / Hempstead (T),"Lead Service Line Replacement, Upgrade Distribution System","8,250","$20,147,685",15,"$3,581,526,018",,Multi-Year
19220,Nassau,BETHPAGE WATER DISTRICT / Bethpage WD,"Installation of new North to South Transmission Main., New Transmission","28,100","$10,675,476",15,"$3,592,201,494",,Multi-Year
19813,Nassau,PLAINVIEW WATER DISTRICT / Plainview WD,"Upgrade and improve interconnections., Upgrade Inter-Connection","202,164","$1,337,260",15,"$3,593,538,754",,Multi-Year
19854,Nassau,LIDO-POINT LOOKOUT WATER DISTRICT / Hempstead (T),"Lead Service Line Inventory, Upgrade Distribution System","4,121","$102,136",15,"$3,593,640,890",,Multi-Year
19212,Nassau,JERICHO WD / Jericho Water District,"Water main replacement, Upgrade Transmission, Upgrade Distribution System","58,000","$19,420,000",15,"$3,613,060,890",,Multi-Year
19208,Nassau,JERICHO WD / Jericho WD,"Replacement of 1.5MG Syosset water storage tank., New Storage","58,000","$14,621,000",15,"$3,627,681,890",,Multi-Year
19678,Nassau,WATER AUTHORITY OF GREAT NECK NORTH / WA of Great Neck North,"Replacement of 19,000 LF of Asbestos Main, Upgrade Distribution System","32,400","$11,553,000",15,"$3,639,234,890",,Multi-Year
19241,Nassau,OLD WESTBURY (V) / Old Westbury (V),"Rehab Rolling Hill Lane water storage tank., Upgrade Storage","3,200","$2,396,000",15,"$3,641,630,890",,Multi-Year
19858,Nassau,GARDEN CITY (V) / Garden City (V),"Lead Service Line Replacement, Upgrade Distribution System","28,000","$39,717,250",15,"$3,681,348,140",,Multi-Year
19857,Nassau,HEMPSTEAD (T) / Hempstead (T),"Lead Service Line Inventory, Multiple Water Districts (Bowling Green Estates, East Meadow, Uniondale, Levittown, and Roosevelt Field WD), Upgrade Distribution System","15,538","$2,105,350",15,"$3,683,453,490",,Multi-Year
19601,Nassau,GLEN COVE (C) / Glen Cove (C),"Lead Service Line Inventory., Upgrade Distribution System","28,000","$309,000",15,"$3,683,762,490",,Multi-Year
18796,Nassau,LONG BEACH (C) / Long Beach (C),"Replace Standpipe with new Storage Tank at Park Place WTP., New Storage","35,000","$17,875,980",15,"$3,701,638,470",,Multi-Year
19376,Nassau,WILLISTON PARK (V) / Williston Park (V),"Lead service line inventory., Upgrade Distribution System","7,300","$1,137,000",15,"$3,702,775,470",,Multi-Year
19356,Nassau,FREEPORT (V) / Freeport (V),"Lead service line inventory., Upgrade Distribution System","44,199","$500,000",15,"$3,703,275,470",,Multi-Year
19038,Nassau,PORT WASHINGTON WD / Port Washington WD,"Neulist Avenue Well Station Upgrades, Upgrade Water Treatment Plant","30,000","$10,278,000",15,"$3,713,553,470",,Multi-Year
19238,Nassau,WILLISTON PARK (V) / Williston Park (V),"Replacement of aged electrical equipment,","7,516","$5,196,000",15,"$3,718,749,470",,Multi-Year
18481,Nassau,ROCKVILLE CENTRE (V) / Rockville Centre (V),Upgrade Water Treatment Plant,"24,700","$943,800",15,"$3,719,693,270",,Multi-Year
19322,Nassau,WESTBURY WD / Westbury WD,"Lead service line inventory., Upgrade Distribution System","20,500","$1,186,000",15,"$3,720,879,270",,Multi-Year
19377,Nassau,WILLISTON PARK (V) / Williston Park (V),"Lead service line replacement., Upgrade Distribution System","7,300","$7,307,070",15,"$3,728,186,340",,Multi-Year
19375,Nassau,MINEOLA (V) / Mineola (V),"Lead service line inventory., Upgrade Distribution System","20,600","$1,194,000",15,"$3,729,380,340",,Multi-Year
19374,Nassau,HEMPSTEAD (T) / Hempstead (T),"Lead service line inventory., Upgrade Distribution System","130,000","$741,600",15,"$3,730,121,940",,Multi-Year
19363,Nassau,GARDEN CITY (V) / Garden City (V),"Lead service line inventory., Upgrade Distribution System","22,384","$3,468,100",15,"$3,733,590,040",,Multi-Year
19359,Nassau,JERICHO WD / Jericho WD,"Lead service line replacement., Upgrade Distribution System","58,000","$9,292,000",15,"$3,742,882,040",,Multi-Year
19358,Nassau,JERICHO WD / Jericho WD,"Lead service line inventory., Upgrade Distribution System","58,000","$1,372,000",15,"$3,744,254,040",,Multi-Year
19355,Nassau,OLD WESTBURY (V) / Old Westbury (V),"Lead service line inventory., Upgrade Distribution System","4,600","$1,122,000",15,"$3,745,376,040",,Multi-Year
19353,Nassau,ROSLYN WD / Roslyn WD,"Lead service line inventory., Upgrade Distribution System","18,619","$3,811,510",15,"$3,749,187,550",,Multi-Year
19325,Nassau,PORT WASHINGTON WD / Port Washington WD,"Lead service line inventory., Upgrade Distribution System","30,000","$1,236,000",15,"$3,750,423,550",,Multi-Year
19324,Nassau,CARLE PLACE WD / Carle Place WD,"Lead service line inventory., Upgrade Distribution System","9,000","$1,145,000",15,"$3,751,568,550",,Multi-Year
19236,Nassau,WILLISTON PARK (V) / Williston Park (V),"Replace aged chemical appurtenances,","7,516","$1,498,000",15,"$3,753,066,550",,Multi-Year
18643,Nassau,WA OF GREAT NECK NORTH / WAGNN,"Watermain replacement project, Upgrade Distribution System","31,400","$8,763,714",10,"$3,761,830,264",,Multi-Year
19865,Nassau,WATER AUTH OF WESTERN NASSAU COUNTY / WAWNC,"Installation of additional AOP reactor at Station No. 57., Upgrade Water Treatment Plant","122,276","$1,573,000",10,"$3,763,403,264",,Multi-Year
19234,Nassau,SANDS POINT (V) / Sands Point (V),"Replacement emergency power generator,","2,800","$2,656,000",10,"$3,766,059,264",,Multi-Year
19228,Nassau,ROSLYN WD / Roslyn Water District,"Installation of natural gas generator at Plant No. 3 + 4,","17,000","$655,750",10,"$3,766,715,014",,Multi-Year
19200,Nassau,CARLE PLACE WD / Carle Place WD,Upgrade Distribution System,"9,005","$14,022,000",10,"$3,780,737,014",,Multi-Year
19183,Nassau,WESTBURY WD / Westbury Water District,"Replacement of aging water mains, Upgrade Distribution System","20,500","$12,339,000",10,"$3,793,076,014",,Multi-Year
19050,Nassau,WEST HEMPSTEAD WD / West Hempstead WD,"Birch Street WTP Electrical Resiliency Improvements, Upgrade Water Treatment Plant","32,031","$5,706,200",10,"$3,798,782,214",,Multi-Year
19482,Nassau,LONG BEACH (C) / Long Beach (C),"Replacement of water mains within the ""Walks"" area of the City of Long Beach, Upgrade Distribution System","35,000","$1,075,000",10,"$3,799,857,214",,Multi-Year
19048,Nassau,ROCKVILLE CENTRE (V) / Rockville Centre (V),"Water Main Replacement, Upgrade Distribution System","24,700","$4,270,425",10,"$3,804,127,639",,Multi-Year
19413,Nassau,ROCKVILLE CENTRE (V) / Rockville Centre (V),"Replaacement of undersized distribution main along several roads, Upgrade Distribution System","24,700","$1,285,275",10,"$3,805,412,914",,Multi-Year
18587,Niagara,NIAGARA FALLS WATER BOARD / Niagara Falls Water Board,"Beech Ave Storage Tank Replacement., Upgrade Storage","48,500","$15,240,000",60,"$3,820,652,914",,Multi-Year
18743,Niagara,NORTH TONAWANDA (C) / North Tonawanda (C),"WTP Improvements., Upgrade Water Treatment Plant","31,568",$0,60,"$3,820,652,914",,Multi-Year
19176,Niagara,NORTH TONAWANDA (C) / North Tonawanda (C),"Phase 2 - Filter Improvements, Upgrade Water Treatment Plant","30,409","$16,315,200",55,"$3,836,968,114",,Multi-Year
19056,Niagara,NIAGARA FALLS WATER BOARD / Niagara Falls Water Board,"Water Main Replacement and WTP Upgrades, Upgrade Water Treatment Plant, Upgrade Distribution System","55,593","$10,025,000",55,"$3,846,993,114",,Multi-Year
