PWSID Number,Project Number,Entity,Project Name,Project City,Project County,Project Description,Project Cost,Population,Entity Type
CO0128900,142840D,"Walsenburg, City of",,Walsenburg,Huerfano,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage,"$6,810,000 ","3,019",Gov
CO0105900,142850D,"Walsh, Town of",,Walsh,Baca,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Supply Facilities; Water Meters; Water Rights;  Source Water Protection Plan New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Supply Facilities; Water Meters; Water Rights;  Source Water Protection Plan,"$6,168,425 ",512,Gov
CO0262155,220440D,Weld County School District RE-10J,Briggsdale School,Briggsdale,Weld,Improvement/Expansion of Water Treatment Facilities Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage Improvement/Expansion of Water Treatment Facilities Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage,"$7,500 ",50,PNFP
CO0135838,142870D,"Wellington, Town of",,Wellington,Larimer,,"$64,700,000 ","11,400",Gov
CO0135290,230570D,West Fort Collins Water District,,Fort Collins,Larimer,Construction or Rehabilitation of Distribution and/or Transmission Lines;  Water Storage Facilities; Water Meters; Source Water Protection Plan,"$5,100,000 ","4,000",PNFP
CO0145810,190340D,West Grand Valley Water Company,,Rocky Ford,Otero,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage,"$930,000 ",120,PNFP
CO0118085,220450D,Westcreek Lakes Water District,,Woodland Park,Teller,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Source Water Protection Plan,"$1,241,000 ",150,Gov
CO0101170,142880D,"Westminster, City of",,Westminster,Adams,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities; Water Supply Facilities; Water  Meters; Water Rights; Source Water Protection Plan; Green Infrastructure,"$2,017,705,000 ","120,000",Gov
CO0160750,142890D,Westwood Lakes Water District,,Woodland Park,Teller,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Meters,"$1,484,000 ",450,Gov
CO0121900,142900D,Widefield Water and Sanitation District,,Colorado Springs,El Paso,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Connection to a New or Existing Water Treatment  Facility; Construction or Rehabilitation of Distribution and/or Transmission  Lines; Water Storage Facilities; Water Supply Facilities; Water Meters; Water New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Connection to a New or Existing Water Treatment  Facility; Construction or Rehabilitation of Distribution and/or Transmission  Lines; Water Storage Facilities; Water Supply Facilities; Water Meters; Water,"$60,905,000 ","25,000",Gov
CO0144035,090560D,"Wiggins, Town of",,Wiggins,Morgan,Distribution and/or Transmission Lines; Water Storage Facilities; Water  Supply Facilities; Water Meters; Water Rights; Source Water Protection Plan;  Green Infrastructure,"$34,745,194 ","1,800",Gov
CO0150900,142910D,"Wiley, Town of",,Wiley,Prowers,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Water Meters,"$3,250,000 ",405,Gov
CO0122950,142920D,"Williamsburg, Town of",,Williamsburg,Fremont,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Consolidation of Water Treatment Facilities;  Connection to a New or Existing Water Treatment Facility; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage,"$1,240,000 ",731,Gov
CO0259020,190030D,Willow Brook Metropolitan District,,Silverthorne,Summit,Construction or Rehabilitation of Distribution and/or Transmission Lines;  Water Storage Facilities; Water Supply Facilities; Water Meters; Green  Infrastructure,"$850,000 ",120,Gov
Unknown,210410D,Willow Creek 1 Homeowners Association,,Centennial,Arapahoe,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities,"$1,300,000 ",400,PNFP
CO0147200,190350D,Will-O-Wisp Metropolitan District,,Bailey,Park,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities; Water Supply Facilities; Source  Water Protection Plan,"$11,510,000 ",300,Gov
CO0157950,210370D,Wilson Mesa at Telluride Metropolitan District,,Telluride,San Miguel,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Supply  Facilities,"$3,288,000 ",110,Gov
CO0162843,142940D,"Windsor, Town of",,Windsor,Weld,Consolidation of Water Treatment Facilities; Construction or Rehabilitation  of Distribution and/or Transmission Lines Construction or Rehabilitation of Distribution and/or Transmission Lines;  Water Storage Facilities; Water Supply Facilities,"$32,475,000 ","24,500",Gov
CO0125843,142950D,Winter Park Water and Sanitation District,,Winter Park,Grand,,"$4,300,000 ","6,000",Gov
CO0160900,142960D,"Woodland Park, City of",,Woodland Park,Teller,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Meters,"$6,500,000 ","8,500",Gov
Unknown,220470D,Woodland West Water Users Association,,Woodland Park,Teller,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Water Supply Facilities; Water Meters,"$270,500 ",301,PNFP
CO0121930,142970D,Woodmen Hills Metropolitan District,,Peyton,El Paso,Improvement/Expansion of Water Treatment Facilities; Consolidation of  Water Treatment Facilities; Construction or Rehabilitation of Distribution  and/or Transmission Lines; Water Supply Facilities,"$11,500,000 ","9,500",Gov
CO0121950,230580D,Woodmoor Water and Sanitation District No.  1,,Monument,El Paso,New Water Treatment Facilities; Improvement/Expansion of Water  Treatment Facilities; Construction or Rehabilitation of Distribution and/or  Transmission Lines; Water Storage Facilities; Water Supply Facilities; Water  Meters,"$136,100,000 ","10,928",Gov
CO0163010,142980D,"Wray, City of",,Wray,Yuma,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Meters; Green Infrastructure,"$25,000,000 ","2,342",Gov
CO0154900,190360D,"Yampa, Town of",,Yampa,Routt,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines,"$1,600,000 ",464,Gov
CO0251950,220460D,YMCA of Pueblo,Camp Jackson,Rye,Pueblo,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Water Supply Facilities; Water Meters,"$200,000 ",150,PNFP
CO0163020,190400D,"Yuma, City of",,Yuma,Yuma,Improvement/Expansion of Water Treatment Facilities; Construction or  Rehabilitation of Distribution and/or Transmission Lines; Water Storage  Facilities; Green Infrastructure,"$7,600,000 ","4,049",Gov
